,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,12137,13783
A9-e003Coalescence-mBHI-p1_S756,12886,14625
A9-e003Coalescence-mBHI-p3,12886,14617
A9-e003Coalescence-mBHI-p5,12867,14567
A9-e003Coalescence-mBHI-p7,12882,14622
A9-e003Coalescence-mGAM-p1_S760,12841,14551
A9-e003Coalescence-mGAM-p5,12859,14565
A9-e003Coalescence-mGAM-p7,12626,14281
B2-e003Coalescence-Inoculumn-mGAM,12720,14470
B8-e003Coalescence-mBHI-p1_S749,12800,14567
B8-e003Coalescence-mBHI-p5,12888,14611
B8-e003Coalescence-mBHI-p7,12851,14558
B8-e003Coalescence-mGAM-p1_S753,12732,14422
B8-e003Coalescence-mGAM-p5,12842,14490
B8-e003Coalescence-mGAM-p7,12842,14562
B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,12883,14610
B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,12643,14166
B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,12871,14583
B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,12844,14515
Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,12849,14503
Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,12888,14621
E9-e003Coalescence-mBHI-p1_S820,12872,14612
E9-e003Coalescence-mBHI-p5_S6,12826,14489
E9-e003Coalescence-mBHI-p7_S102,12825,14513
E9-e003Coalescence-mGAM-p1_S824,12546,14222
E9-e003Coalescence-mGAM-p3_S154,12632,14249
E9-e003Coalescence-mGAM-p5_S54,12506,13989
F8-e003Coalescence-mBHI-p1_S813,11812,13479
F8-e003Coalescence-mBHI-p3_S117,12825,14476
F8-e003Coalescence-mBHI-p5_S17,12843,14548
F8-e003Coalescence-mBHI-p7_S113,12605,14223
F8-e003Coalescence-mGAM-p1_S817,12764,14458
F8-e003Coalescence-mGAM-p5_S65,12644,14180
F8-e003Coalescence-mGAM-p7_S161,12442,13913
