,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
D_E9_E8_AA_AA_mGAM_mGAM_4_S345,11913,12239
D_G11_G10_AE_AE_mGAM_mGAM_4_S371,12109,12263
D_G5_C8_AA_AE_mGAM_mGAM_6_S365,11665,11745
D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366,12098,12251
D_G7_C10_AE_AE_mGAM_mGAM_6_S367,12092,12235
D_G9_G8_AA_AE_mGAM_mGAM_4_S369,12056,12202
E10-e003Coalescence-mBHI-p1_S828,12114,12293
E10-e003Coalescence-mGAM-p1_S832,12088,12239
E100-e003Coalescence-mBHI-p5_S7,12092,12288
E100-e003Coalescence-mBHI-p7_S103,11819,11920
E100-e003Coalescence-mGAM-p3_S155,12048,12167
E100-e003Coalescence-mGAM-p5_S55,12013,12095
E100-e003Coalescence-mGAM-p7_S151,11815,11814
E8-e003Coalescence-mBHI-p1_S812,11888,12264
E8-e003Coalescence-mBHI-p3_S105,11329,11843
E8-e003Coalescence-mBHI-p5_S5,11806,12221
E8-e003Coalescence-mGAM-p1_S816,11494,11994
E8-e003Coalescence-mGAM-p5_S53,11765,12193
E8-e003Coalescence-mGAM-p7_S149,11764,12177
G10-e003Coalescence-mBHI-p1_S830,12104,12242
G10-e003Coalescence-mGAM-p1_S834,12102,12206
G100-e003Coalescence-mBHI-p5_S31,12074,12168
G100-e003Coalescence-mBHI-p7_S127,12031,12119
G100-e003Coalescence-mGAM-p3_S179,11984,11968
G100-e003Coalescence-mGAM-p7_S175,12055,12066
G8-e003Coalescence-mBHI-p1_S814,12109,12280
G8-e003Coalescence-mBHI-p3_S129,12104,12270
G8-e003Coalescence-mBHI-p5_S29,12101,12278
G8-e003Coalescence-mBHI-p7_S125,12066,12234
G8-e003Coalescence-mGAM-p1_S818,12069,12210
G8-e003Coalescence-mGAM-p3_S177,11857,11939
G8-e003Coalescence-mGAM-p5_S77,12006,12137
G8-e003Coalescence-mGAM-p7_S173,12058,12182
