,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,0.391,0.455
A5-e003Coalescence-mBHI-inoculumn-redo,0.404,0.4855
A5-e003Coalescence-mBHI-p3,0.55,0.276
A5-e003Coalescence-mBHI-p7,0.009701417294970972,0.931
A5-e003Coalescence-mGAM-p3,0.247,0.652
D2-e003Coalescence-Inoculumn-mBHI,0.383,0.493
D2-e003Coalescence-mBHI-p3,0.517,0.326
D2-e003Coalescence-mBHI-p5,0.16800000000000004,0.714
D2-e003Coalescence-mBHI-p7,0.044698383910087194,0.9392118098927438
D2-e003Coalescence-mGAM-p5,0.0023258374290408865,0.943
E5-e003Coalescence-mBHI-p3_S12,0.6819999999999999,0.1915
E5-e003Coalescence-mBHI-p5_S4,0.015491195807834278,0.868
E5-e003Coalescence-mBHI-p7_S100,0.0008861747741347347,0.9984679638206521
E5-e003Coalescence-mGAM-p3_S60,0.30400000000000005,0.591
E5-e003Coalescence-mGAM-p5_S52,0.007515975770333661,0.927
E5-e003Coalescence-mGAM-p7_S148,0.0014388063398979947,0.731
H2-e003Coalescence-mBHI-p3_S45,0.883,0.071
H2-e003Coalescence-mBHI-p7_S133,0.06000000000000005,0.893
H2-e003Coalescence-mGAM-p3_S93,0.08299999999999999,0.842
H2-e003Coalescence-mGAM-p5_S85,0.02540109269849705,0.9127066143741335
H2-e003Coalescence-mGAM-p7_S181,0.00742366730859167,0.2995
