,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,1999.0,1125.0
A5-e003Coalescence-mBHI-inoculumn-redo,4446.0,2252.0
A5-e003Coalescence-mBHI-p3,1211.0,629.0
A5-e003Coalescence-mBHI-p7,6899.0,3330.0
A5-e003Coalescence-mGAM-p3,2524.0,1426.0
D2-e003Coalescence-Inoculumn-mBHI,4699.0,2420.0
D2-e003Coalescence-mBHI-p3,8500.0,4481.0
D2-e003Coalescence-mBHI-p5,3826.0,1906.0
D2-e003Coalescence-mBHI-p7,650.0,290.0
D2-e003Coalescence-mGAM-p5,7474.0,3847.0
E5-e003Coalescence-mBHI-p3_S12,5634.0,2880.0
E5-e003Coalescence-mBHI-p5_S4,3818.0,1907.0
E5-e003Coalescence-mBHI-p7_S100,20001.0,9654.0
E5-e003Coalescence-mGAM-p3_S60,1262.0,711.0
E5-e003Coalescence-mGAM-p5_S52,3059.0,1514.0
E5-e003Coalescence-mGAM-p7_S148,11156.0,5745.0
H2-e003Coalescence-mBHI-p3_S45,8142.0,4496.0
H2-e003Coalescence-mBHI-p7_S133,9384.0,4446.0
H2-e003Coalescence-mGAM-p3_S93,3650.0,1731.0
H2-e003Coalescence-mGAM-p5_S85,810.0,441.0
H2-e003Coalescence-mGAM-p7_S181,9765.0,6059.0
