,0
A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,2.0
B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,2.0
D3-e003Coalescence-mGAM-p5,2.0
B9-e003Coalescence-mBHI-p5,2.0
A9-e003Coalescence-mBHI-p7,2.0
D9-e003Coalescence-mBHI-p5,2.0
B9-e003Coalescence-mBHI-p7,2.0
C3-e003Coalescence-mGAM-p7,2.0
F100-e003Coalescence-mGAM-p7_S163,2.0
G3-e003Coalescence-mGAM-p3_S82,2.0
G3-e003Coalescence-mGAM-p5_S74,3.0
F111-e003Coalescence-mBHI-p7_S116,2.0
E9-e003Coalescence-mBHI-p1_S820,2.0
F11-e003Coalescence-mBHI-p1_S837,2.0
H9-e003Coalescence-mBHI-p1_S823,2.0
A9-e003Coalescence-mBHI-p1_S756,2.0
B9-e003Coalescence-mBHI-p1_S757,6.0
Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,2.0
Coalescence-D11-B3-ACPP-ACPP-mBHI-mGAM-3_S666,2.0
Coalescence-C11-B11-ACPP-AF-mGAM-mBHI-5_S654,3.0
Coalescence-A7-B3-ACPP-ACPP-mBHI-mGAM-7_S626,2.0
C2-e003Assembly-mBHI-p5,2.0
C3-e003GlycerolRevival-mBHI-p2,2.0
D3-e003Assembly-mBHI-p5,17.0
D9-e003Assembly-mGAM-p5,5.0
Assembly-G2-B3-ACPP-mBHI-3_S693,5.0
Assembly-G11-D9-ACPP-mGAM-3_S702,2.0
Assembly-G6-C2-AA-mBHI-3_S697,3.0
