,index,fixed_diffs,comparisons,sample1,species_id
0,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,0,2823921,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
1,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,0,2832821,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
2,B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,0,2832082,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
3,B_D6_H9_ACPP_AF_mGAM_mBHI_2_S138,0,1841223,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
4,B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,0,2823720,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
5,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,0,2830740,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
6,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,0,2832681,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
7,B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,0,2757175,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
8,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,0,2832451,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
9,B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,0,2815208,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
10,B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,0,2195625,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
11,C9-e003Coalescence-mGAM-p3,3,2829570,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
12,C9-e003Coalescence-mGAM-p7,3,2830565,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
13,B9-e003Coalescence-mGAM-p5,3,2834705,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
14,B8-e003Coalescence-mBHI-p5,3,2831135,B_A6_E9_ACPP_AA_mGAM_mBHI_2_S102,101361
