,index,fixed_diffs,comparisons,sample1,species_id
0,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,0,4865586,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
1,A_C3_C4_AE_AE_mBHI_mBHI_2_S27,170,3859129,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
2,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,224,4595076,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
3,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,251,4606827,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
4,A_C9_C2_AA_AE_mBHI_mBHI_4_S33,134,3171118,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
5,A_C11_C4_AE_AE_mBHI_mBHI_4_S35,240,5190855,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
6,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,298,5140381,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
7,A_G1_C2_AA_AE_mBHI_mGAM_2_S73,11,5176980,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
8,A_G5_C8_AA_AE_mGAM_mGAM_2_S77,257,5103243,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
9,A_G9_C2_AA_AE_mBHI_mGAM_4_S81,82,4477643,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
10,A_G10_C3_ACPP_AE_mBHI_mGAM_4_S82,320,4482507,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
11,B_A7_E10_AE_AA_mGAM_mBHI_2_S103,212,4331442,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
12,B_C1_G2_AA_AE_mBHI_mBHI_2_S121,81,3113981,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
13,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,299,5056907,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
14,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,276,4994462,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
15,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,303,5135635,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
16,B_E7_E10_AE_AA_mGAM_mGAM_2_S151,195,4116572,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
17,B_G1_G2_AA_AE_mBHI_mGAM_2_S169,27,5135168,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
18,B_G7_G10_AE_AE_mGAM_mGAM_2_S175,299,4738107,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
19,B_G11_C10_AE_AE_mGAM_mGAM_4_S179,328,5038431,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
20,C_C3_C4_AE_AE_mBHI_mBHI_6_S219,292,5077763,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
21,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,168,3693327,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
22,C_C5_C8_AA_AE_mGAM_mBHI_6_S221,353,5111434,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
23,C_C7_C10_AE_AE_mGAM_mBHI_6_S223,340,5160311,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
24,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,314,5188428,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
25,C_C11_G4_AE_AE_mBHI_mBHI_4_S227,287,5151372,A_C1_C2_AA_AE_mBHI_mBHI_2_S25,102455
