,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,n_snps
0,C5-e003Coalescence-Inoculumn-mGAM,C11-e003Coalescence-mBHI-p3,0,3,C11-AE-AF-mGAM-mBHI,-0.5046244681597587,-0.5087683106971831,-0.4977569234939554,22940
1,C5-e003Coalescence-Inoculumn-mGAM,C11-e003Coalescence-mBHI-p5,0,5,C11-AE-AF-mGAM-mBHI,-0.497720259351754,-0.5000350091313143,-0.4954155986599966,22940
2,C11-e003Coalescence-mBHI-p3,C11-e003Coalescence-mBHI-p5,3,5,C11-AE-AF-mGAM-mBHI,-0.4876300586268711,-0.497931375625576,-0.4814314272197733,22940
3,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mBHI-p3,0,3,D10-AE-AF-mGAM-mBHI,-0.7047855154014108,-0.7123808707417403,-0.7012324884365759,22940
4,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mBHI-p5,0,5,D10-AE-AF-mGAM-mBHI,-0.5410405096979397,-0.5511949747726244,-0.5398412352611516,22940
5,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mBHI-p7,0,7,D10-AE-AF-mGAM-mBHI,-0.4048313379041135,-0.4089421031773039,-0.4022524949588312,22940
6,D10-e003Coalescence-mBHI-p3,D10-e003Coalescence-mBHI-p5,3,5,D10-AE-AF-mGAM-mBHI,-0.295423001142733,-0.3208091638294447,-0.29308753050388875,22940
7,D10-e003Coalescence-mBHI-p3,D10-e003Coalescence-mBHI-p7,3,7,D10-AE-AF-mGAM-mBHI,-0.17801749985052265,-0.18705954400922375,-0.17568408735345967,22940
8,D10-e003Coalescence-mBHI-p5,D10-e003Coalescence-mBHI-p7,5,7,D10-AE-AF-mGAM-mBHI,-0.058280644203030585,-0.0786960868757145,-0.03656356405283734,22940
9,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mGAM-p3,0,3,D10-AE-AF-mGAM-mGAM,0.8410336724790929,0.8349952975646594,0.8586625933373793,22940
10,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mGAM-p5,0,5,D10-AE-AF-mGAM-mGAM,0.4677272462772093,0.4572582907015888,0.4701299661887557,22940
11,D4-e003Coalescence-Inoculumn-mGAM,D10-e003Coalescence-mGAM-p7,0,7,D10-AE-AF-mGAM-mGAM,0.24802009476294307,0.24454617618397095,0.24887671936064892,22940
12,D10-e003Coalescence-mGAM-p3,D10-e003Coalescence-mGAM-p5,3,5,D10-AE-AF-mGAM-mGAM,-0.10934721959301719,-0.13425276624478677,-0.0892237793387205,22940
