,s1,s2,fixed_diffs,Species,Strain Shift
0,A2-e003Coalescence-Inoculumn-mBHI,C12-e003Coalescence-mBHI-p3,4998,101346,True
1,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p3,4196,101346,True
2,A2-e003Coalescence-Inoculumn-mBHI,C11-e003Coalescence-mBHI-p3,4130,101346,True
3,A2-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mBHI-p5,26522,101346,True
4,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p7,8959,101346,True
5,A2-e003Coalescence-Inoculumn-mBHI,C8-e003Coalescence-mGAM-p7,624,101346,False
6,A2-e003Coalescence-Inoculumn-mBHI,D10-e003Coalescence-mBHI-p3,3859,101346,True
7,A2-e003Coalescence-Inoculumn-mBHI,F3-e004Assembly-epsilon-p3,6127,101346,True
8,A2-e003Coalescence-Inoculumn-mBHI,A8-e003Coalescence-mBHI-p3,480,101346,False
9,A2-e003Coalescence-Inoculumn-mBHI,e004-inoculumn-fecal-BD,13948,101346,True
10,A2-e003Coalescence-Inoculumn-mBHI,B9-e003Coalescence-mGAM-p5,11105,101346,True
11,A2-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,1476,101346,True
12,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-mBHI-p3,11196,101346,True
13,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p5,12613,101346,True
14,A2-e003Coalescence-Inoculumn-mBHI,B3-e004Assembly-mBHI-p7,11653,101346,True
15,A2-e003Coalescence-Inoculumn-mBHI,B5-e004Assembly-mBHI-p7,9701,101346,True
16,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p3,19310,101346,True
17,A2-e003Coalescence-Inoculumn-mBHI,C4-e003GlycerolRevival-mBHI-p2,8730,101346,True
18,A2-e003Coalescence-Inoculumn-mBHI,C3-e004Assembly-mBHI-p5,11408,101346,True
19,A2-e003Coalescence-Inoculumn-mBHI,B8-e003Assembly-mGAM-p5,687,101346,False
20,A2-e003Coalescence-Inoculumn-mBHI,F4-e004Assembly-epsilon-p5,14199,101346,True
21,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mGAM-p7,3808,101346,True
22,A2-e003Coalescence-Inoculumn-mBHI,B12-e003Coalescence-mBHI-p3,10360,101346,True
23,A2-e003Coalescence-Inoculumn-mBHI,D3-e004Assembly-mGAM-p7,11347,101346,True
24,A2-e003Coalescence-Inoculumn-mBHI,C8-e003Assembly-mGAM-p3,696,101346,False
25,A2-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mGAM-p3,3552,101346,True
26,A2-e003Coalescence-Inoculumn-mBHI,B4-e003Assembly-mBHI-p5,9629,101346,True
27,A2-e003Coalescence-Inoculumn-mBHI,D4-e004Assembly-mGAM-p5,14256,101346,True
28,A2-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI,7334,101346,True
29,A2-e003Coalescence-Inoculumn-mBHI,C8-e003Assembly-mGAM-p5,494,101346,False
30,A2-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mBHI-p7,4542,101346,True
31,A2-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mGAM-p5,26173,101346,True
32,A2-e003Coalescence-Inoculumn-mBHI,A11-e003Coalescence-mGAM-p7,22733,101346,True
33,A2-e003Coalescence-Inoculumn-mBHI,B8-e003Coalescence-mBHI-p5,5045,101346,True
34,A2-e003Coalescence-Inoculumn-mBHI,B10-e003Assembly-mGAM-p5,9932,101346,True
35,A2-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mGAM-p7,11629,101346,True
36,A2-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-mBHI-p5,7187,101346,True
37,A2-e003Coalescence-Inoculumn-mBHI,B11-e003Coalescence-mGAM-p3,23421,101346,True
38,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,4087,101346,True
39,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Assembly-mBHI-p5,21502,101346,True
40,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Assembly-mGAM-p5,961,101346,False
41,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mGAM-p5,22231,101346,True
42,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mBHI-p5,6476,101346,True
43,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mBHI-p7,14257,101346,True
44,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mBHI-p5,4491,101346,True
45,A2-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mGAM-p3,21962,101346,True
46,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM,1231,101346,True
47,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Coalescence-mGAM-p5,23334,101346,True
48,A2-e003Coalescence-Inoculumn-mBHI,A12-e003Coalescence-mGAM-p3,17774,101346,True
49,A2-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mBHI-p3,7165,101346,True
50,A2-e003Coalescence-Inoculumn-mBHI,D9-e003Coalescence-mGAM-p7,22703,101346,True
51,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p7,14347,101346,True
52,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Assembly-mGAM-p3,940,101346,False
53,A2-e003Coalescence-Inoculumn-mBHI,E4-e004Assembly-mGAM-p7,13547,101346,True
54,A2-e003Coalescence-Inoculumn-mBHI,E3-e004Assembly-mGAM-p3,7891,101346,True
55,A2-e003Coalescence-Inoculumn-mBHI,B10-e003Coalescence-mGAM-p3,4204,101346,True
56,A2-e003Coalescence-Inoculumn-mBHI,A9-e003Coalescence-mGAM-p7,5085,101346,True
57,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mGAM,12169,101346,True
58,A2-e003Coalescence-Inoculumn-mBHI,D10-e003Coalescence-mBHI-p5,4294,101346,True
59,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mBHI-p3,21778,101346,True
60,A2-e003Coalescence-Inoculumn-mBHI,D9-e003Coalescence-mGAM-p5,23666,101346,True
61,A2-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mBHI-p3,4330,101346,True
62,A2-e003Coalescence-Inoculumn-mBHI,D10-e003Coalescence-mGAM-p5,22754,101346,True
63,A2-e003Coalescence-Inoculumn-mBHI,B11-e003Assembly-mGAM-p5,25367,101346,True
64,A2-e003Coalescence-Inoculumn-mBHI,B4-e003Coalescence-mGAM-p5,3712,101346,True
65,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mGAM-p5,27366,101346,True
66,A2-e003Coalescence-Inoculumn-mBHI,C3-e004Assembly-mBHI-p7,11439,101346,True
67,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mGAM-p5,22275,101346,True
68,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mBHI,7075,101346,True
69,A2-e003Coalescence-Inoculumn-mBHI,G3-e004Assembly-epsilon-p3,9349,101346,True
70,A2-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mGAM-p3,4223,101346,True
71,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mGAM-p7,22211,101346,True
72,A2-e003Coalescence-Inoculumn-mBHI,D8-e003Coalescence-mBHI-p5,944,101346,False
73,A2-e003Coalescence-Inoculumn-mBHI,C10-e003Assembly-mGAM-p3,4056,101346,True
74,A2-e003Coalescence-Inoculumn-mBHI,B10-e003Coalescence-mBHI-p5,3959,101346,True
75,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM,26172,101346,True
76,A2-e003Coalescence-Inoculumn-mBHI,B3-e004Assembly-mBHI-p5,11326,101346,True
77,A2-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mBHI-p3,6167,101346,True
78,A2-e003Coalescence-Inoculumn-mBHI,G4-e004Assembly-epsilon-p5,14050,101346,True
79,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mGAM-p5,3932,101346,True
80,A2-e003Coalescence-Inoculumn-mBHI,C5-e003Coalescence-mGAM-p7,27904,101346,True
81,A2-e003Coalescence-Inoculumn-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,3075,101346,True
82,A2-e003Coalescence-Inoculumn-mBHI,B8-e003Assembly-mGAM-p3,851,101346,False
83,A2-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mGAM-p5,21397,101346,True
84,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mBHI-p5,3808,101346,True
85,A2-e003Coalescence-Inoculumn-mBHI,D3-e003Assembly-mBHI-p3,10950,101346,True
86,A2-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mGAM-p7,27002,101346,True
87,A2-e003Coalescence-Inoculumn-mBHI,A8-e003Coalescence-mBHI-p7,684,101346,False
88,A2-e003Coalescence-Inoculumn-mBHI,e003-inoculumn-fecal-AC,3484,101346,True
89,A2-e003Coalescence-Inoculumn-mBHI,B9-e003GlycerolRevival-mGAM-p2,10346,101346,True
