,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.852,0.861
C9-e003Coalescence-mGAM-p3,0.9924913868868859,0.7565
C11-e003Coalescence-mBHI-p3,0.844,0.8165
D11-e003Coalescence-mBHI-p5,0.835,0.8365
C9-e003Coalescence-mGAM-p7,0.9873292153716199,0.8285
D10-e003Coalescence-mBHI-p3,0.806,0.865
F3-e004Assembly-epsilon-p3,,
A4-e003Coalescence-mBHI-p7,0.72,0.8065
B4-e003Coalescence-mBHI-p5,0.8779319679257656,1.0
B9-e003Coalescence-mGAM-p5,0.881,0.812
D4-e003Coalescence-mBHI-p5,0.933,0.829
B3-e004Assembly-mBHI-p7,0.795,0.01332975347230664
D4-e003Coalescence-mBHI-p3,1.0,0.761
C3-e004Assembly-mBHI-p5,0.833,0.043999999999999984
F4-e004Assembly-epsilon-p5,,0.05331901388922656
B12-e003Coalescence-mBHI-p3,0.857,0.8375
C3-e003Coalescence-mGAM-p3,0.808,0.857
D3-e003Coalescence-Inoculumn-mBHI,0.861,0.8654999999999999
D11-e003Coalescence-mGAM-p5,0.8901387711331891,1.0
A11-e003Coalescence-mGAM-p7,,
B8-e003Coalescence-mBHI-p5,0.835,0.834
D3-e003Coalescence-mBHI-p5,0.874,0.851
B11-e003Coalescence-mGAM-p3,0.867,0.8175
B5-e003Assembly-mBHI-p5,0.837,0.8554999999999999
D2-e003Coalescence-mBHI-p5,0.833,0.8534999999999999
D5-e003Coalescence-mGAM-p5,0.957,0.8125
B5-e003Coalescence-mBHI-p5,0.88,0.875
D5-e003Coalescence-mBHI-p7,0.862,0.823
C9-e003Coalescence-mBHI-p5,0.85,0.8694999999999999
A5-e003Coalescence-mGAM-p3,0.889,0.8500000000000001
D8-e003Coalescence-mGAM-p5,1.0,0.9445
A12-e003Coalescence-mGAM-p3,0.8901387711331891,0.519
D9-e003Coalescence-mGAM-p7,0.891,0.8115
D4-e003Coalescence-mBHI-p7,0.864,0.8085
B10-e003Coalescence-mGAM-p3,0.992202594074843,0.8300000000000001
A9-e003Coalescence-mGAM-p7,0.815,0.8255
B5-e003Coalescence-Inoculumn-mGAM,0.836,0.8474999999999999
D10-e003Coalescence-mBHI-p5,0.808,0.8365
D5-e003Coalescence-mBHI-p3,0.891,0.8235
C5-e003Coalescence-mBHI-p3,0.871,0.7865
D9-e003Coalescence-mGAM-p5,0.9774741606606575,0.8405
C9-e003Coalescence-mBHI-p3,0.863,0.853
D10-e003Coalescence-mGAM-p5,0.885,0.8855
B11-e003Assembly-mGAM-p5,0.8285,0.774
B4-e003Coalescence-mGAM-p5,0.833,0.7565000000000001
D4-e003Coalescence-mGAM-p5,0.853,0.8400000000000001
C3-e004Assembly-mBHI-p7,0.802,0.032999999999999974
B5-e003Coalescence-mGAM-p5,0.9815697678132652,0.6
B5-e003Coalescence-Inoculumn-mBHI,0.875,0.898
B5-e003Coalescence-mGAM-p7,0.9710382065637025,0.9504894871028611
D8-e003Coalescence-mBHI-p5,0.923,0.8694999999999999
B10-e003Coalescence-mBHI-p5,0.912,0.8714999999999999
D5-e003Coalescence-Inoculumn-mGAM,0.72,0.9199999999999999
B3-e004Assembly-mBHI-p5,0.9542244879721621,-0.0
B5-e003Coalescence-mBHI-p3,0.864,0.8375
C5-e003Coalescence-mGAM-p7,0.9594534891891836,1.0
C5-e003Coalescence-mBHI-inoculumn-redo,0.899,0.843
A4-e003Coalescence-mGAM-p5,0.885,0.848
D5-e003Coalescence-mBHI-p5,0.851,0.8395
D4-e003Coalescence-mGAM-p7,0.980692137709135,0.8485
B9-e003GlycerolRevival-mGAM-p2,0.8335,0.9445
B2-e003Coalescence-Inoculumn-mGAM,0.778,0.785
C5-e003Coalescence-mBHI-p5,0.844,0.8210000000000001
C5-e003Coalescence-mGAM-p3,0.855,0.817
B12-e003Coalescence-mGAM-p3,0.857,0.788
A11-e003Coalescence-mBHI-p7,0.9607638468332818,0.7915000000000001
A3-e003Coalescence-Inoculumn-mGAM,0.906,0.7275
C3-e003Coalescence-mGAM-p5,0.829,0.8105
A9-e003Coalescence-mBHI-p3,0.915,0.8280000000000001
D3-e003Coalescence-mBHI-p7,0.9905705788812055,0.806
A9-e003Coalescence-mBHI-p5,0.899,0.8405
D5-e003Coalescence-Inoculumn-mBHI,0.853,0.8565
C11-e003Coalescence-mGAM-p5,1.0,0.8055
