,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B2-e003Coalescence-mBHI-p3,0.9519212173913044,0.046702753229095846
A8-e003Coalescence-mBHI-p3,0.9966782608695651,7.477906186267844e-05
A4-e003Coalescence-mBHI-p7,0.9233966956521739,0.06965448674371176
A4-e003Coalescence-mBHI-inoculumn-redo,0.6321422608695653,0.35353382053025156
B3-e003Coalescence-mBHI-p3,0.010280869565217399,0.9877008837525493
D4-e003Coalescence-mBHI-p5,0.0,0.6847382732834806
C2-e003Coalescence-mBHI-p5,0.9630431304347825,0.022553025152957172
D4-e003Coalescence-mBHI-p3,0.0,0.6991255948334466
B2-e003Assembly-mBHI-p5,0.961752695652174,2.3113528212100612e-05
B2-e003Coalescence-mBHI-p5,0.9462540869565216,0.04485095173351462
B4-e003Assembly-mBHI-p5,1.860869565217391e-05,0.9408565601631543
D3-e003Coalescence-Inoculumn-mBHI,0.0,0.35944935418082935
C3-e003Coalescence-mBHI-p7,3.982608695652174e-05,0.9960018694765467
B8-e003Coalescence-mBHI-p5,0.9818497391304348,0.0009204622705642421
C2-e003Coalescence-mGAM-p7,4.0173913043478256e-05,0.9536900067980965
D3-e003Coalescence-mBHI-p5,0.01105721739130435,0.40091094493541807
C4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9999456152277363
D2-e003Coalescence-mBHI-p5,0.9847036521739131,0.0001849082256968049
B5-e003Coalescence-mBHI-p5,0.012267826086956521,0.48663460231135275
C2-e003Coalescence-mBHI-p3,0.9894133913043479,0.0077596872875594835
D4-e003Coalescence-mBHI-p7,0.0,0.9639308293677771
C5-e003Coalescence-mBHI-p3,0.0,0.5933038749150238
C8-e003Coalescence-mBHI-p7,0.9749542608695653,0.0
D8-e003Coalescence-mBHI-p5,0.9496057391304348,9.398368456832086e-05
B5-e003Coalescence-mBHI-p3,0.0,0.9513122025832768
C5-e003Coalescence-mBHI-inoculumn-redo,6.260869565217391e-05,0.9988778042148199
A2-e003Coalescence-mBHI-p7,0.9830605217391304,0.0
A10-e003Coalescence-mBHI-p5,0.9337812173913044,0.0
A8-e003Coalescence-mBHI-p7,0.9974523478260869,3.212100611828689e-05
C5-e003Coalescence-mBHI-p5,0.0004506086956521738,0.9961264445955134
A3-e003Coalescence-mBHI-inoculumn-redo,0.9339686956521739,0.009069170632222978
A11-e003Coalescence-mBHI-p7,0.3427826086956522,5.098572399728076e-05
A9-e003Coalescence-mBHI-p3,0.9987634782608696,8.701563562202583e-05
A2-e003Coalescence-Inoculumn-mBHI,0.9997144347826087,4.3337865397688645e-05
