,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B2-e003Coalescence-mBHI-p3,0.0,0.46702923181509176
A8-e003Coalescence-mBHI-p3,0.0,0.998130523453433
A4-e003Coalescence-mBHI-p7,0.0,0.35520054384772265
A4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
B3-e003Coalescence-mBHI-p3,0.6918260869565217,0.0
D4-e003Coalescence-mBHI-p5,0.7064347826086956,0.0
C2-e003Coalescence-mBHI-p5,0.0,0.8239292997960571
D4-e003Coalescence-mBHI-p3,0.7170434782608696,0.0
B2-e003Assembly-mBHI-p5,0.0,0.9658395649218219
B2-e003Coalescence-mBHI-p5,0.0,0.5661114887831408
B4-e003Assembly-mBHI-p5,0.9448695652173913,0.0
D3-e003Coalescence-Inoculumn-mBHI,0.37426086956521737,0.0001699524133242692
C3-e003Coalescence-mBHI-p7,0.9980869565217392,0.0
B8-e003Coalescence-mBHI-p5,0.0,0.9789259007477906
C2-e003Coalescence-mGAM-p7,0.9589565217391305,0.0
D3-e003Coalescence-mBHI-p5,0.412695652173913,0.0013596193065941536
C4-e003Coalescence-mBHI-inoculumn-redo,1.0,0.0
D2-e003Coalescence-mBHI-p5,0.0,0.9869136641740313
B5-e003Coalescence-mBHI-p5,0.4892173913043478,0.0006798096532970768
C2-e003Coalescence-mBHI-p3,0.0,0.8436437797416724
D4-e003Coalescence-mBHI-p7,0.9686956521739131,0.0
C5-e003Coalescence-mBHI-p3,0.6184347826086957,0.0
C8-e003Coalescence-mBHI-p7,0.0,0.9760367097212781
D8-e003Coalescence-mBHI-p5,0.0,0.9559823249490143
B5-e003Coalescence-mBHI-p3,0.9579130434782609,0.0
C5-e003Coalescence-mBHI-inoculumn-redo,0.9984347826086957,0.0
A2-e003Coalescence-mBHI-p7,0.0,0.9875934738273283
A10-e003Coalescence-mBHI-p5,0.0,0.9427260367097213
A8-e003Coalescence-mBHI-p7,0.0,0.997450713800136
C5-e003Coalescence-mBHI-p5,0.992,0.0
A3-e003Coalescence-mBHI-inoculumn-redo,0.00034782608695652176,0.9114547926580557
A11-e003Coalescence-mBHI-p7,0.0,0.37338545207341944
A9-e003Coalescence-mBHI-p3,0.0,0.9984704282800816
A2-e003Coalescence-Inoculumn-mBHI,0.0,0.9991502379333786
D3-e003Coalescence-mBHI-p7,0.9893913043478261,0.0
C3-e003Coalescence-mBHI-p5,0.8020869565217391,0.0
D2-e003Assembly-mBHI-p3,0.0,0.987423521414004
B3-e003Assembly-mBHI-p5,0.910608695652174,0.0
A9-e003Coalescence-mBHI-p5,0.0,0.8968388851121686
B4-e003Assembly-mBHI-p3,0.6805217391304348,0.0
A8-e003Coalescence-mBHI-p5,0.0,0.9864038069340585
C2-e003Assembly-mBHI-p5,0.0,0.9345683208701564
A5-e003Coalescence-mBHI-p7,0.0,0.9966009517335146
A5-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9942216179469748
D2-e003Assembly-mBHI-p5,0.0,0.9451053704962611
B5-e003Coalescence-mBHI-p7,0.9443478260869566,0.0
D4-e003Coalescence-Inoculumn-mBHI,0.9979130434782608,0.0
A4-e003Coalescence-mBHI-p5,0.0,0.5236233854520734
B3-e003Coalescence-mBHI-p7,0.9213913043478261,0.0
A10-e003Coalescence-mBHI-p7,0.0,0.9738273283480625
A9-e003Coalescence-mBHI-p7,0.0,0.9957511896668932
D2-e003Coalescence-Inoculumn-mBHI,0.0,0.9909925220938137
B2-e003Assembly-mBHI-p3,0.0,0.9541128484024474
C5-e003Coalescence-mBHI-p7,0.9935652173913043,0.0
A2-e003Coalescence-mBHI-p3,0.0,0.9949014276002719
B3-e003Coalescence-mBHI-p5,0.7281739130434782,0.0
C2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
B2-e003Coalescence-Inoculumn-mBHI,0.0,0.8648878314072059
A11-e003Coalescence-mBHI-p5,0.0,0.730455472467709
A3-e003Coalescence-mBHI-p3,0.0,0.6340924541128484
A2-e003Coalescence-mBHI-p5,0.0,0.9971108089734875
C3-e003Coalescence-mBHI-inoculumn-redo,0.9965217391304347,0.0
A5-e003Coalescence-mBHI-p3,0.0,0.9163834126444595
A4-e003Coalescence-mBHI-p3,0.0,0.7093813732154997
A2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.9989802855200544
C8-e003Coalescence-mBHI-p5,0.0,0.9984704282800816
B4-e003Coalescence-Inoculumn-mBHI,0.9980869565217392,0.0
B8-e003Coalescence-mBHI-p7,0.0,0.47875594833446633
C4-e003Coalescence-mBHI-p5,0.9963478260869565,0.0
A11-e003Coalescence-mBHI-p3,0.0,0.9928619986403807
B2-e003Coalescence-mBHI-p7,0.001217391304347826,0.3157715839564922
B4-e003Coalescence-mBHI-p3,0.944,0.0
A5-e003Coalescence-Inoculumn-mBHI,0.0,0.9546227056424201
C2-e003Coalescence-mBHI-p7,0.002260869565217391,0.2316451393609789
D2-e003Coalescence-mBHI-p3,0.0,0.9952413324269205
H5-e003Coalescence-mBHI-p5_S40,0.96,0.0011896668932698845
