,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,10228,10320
A11-e003Coalescence-mBHI-p5,10211,10286
A11-e003Coalescence-mBHI-p7,10162,10238
A11-e003Coalescence-mGAM-p3,10190,10255
A11-e003Coalescence-mGAM-p7,10161,10183
A5-e003Coalescence-Inoculumn-mGAM,10206,10309
D2-e003Coalescence-Inoculumn-mGAM,10177,10296
D8-e003Coalescence-mBHI-p5,10221,10300
D8-e003Coalescence-mGAM-p5,10191,10251
E111-e003Coalescence-mBHI-p3_S108,10096,10108
E111-e003Coalescence-mBHI-p5_S8,10208,10265
E111-e003Coalescence-mBHI-p7_S104,10177,10257
E111-e003Coalescence-mGAM-p5_S56,10135,10080
H8-e003Coalescence-mBHI-p5_S41,10218,10280
H8-e003Coalescence-mBHI-p7_S137,10213,10253
H8-e003Coalescence-mGAM-p5_S89,10184,10171
H8-e003Coalescence-mGAM-p7_S185,10207,10283
