,sample,boot_med,boot_low,boot_high,actual_med
0,A4-e003Coalescence-mBHI-inoculumn-redo,0.498,0.497,0.5,0.498
1,A4-e003Coalescence-mBHI-p3,0.724,0.723,0.725,0.724
2,A4-e003Coalescence-mBHI-p5,0.48,0.479,0.482,0.48
3,A4-e003Coalescence-mBHI-p7,0.381,0.379,0.382,0.381
4,A4-e003Coalescence-mGAM-p5,0.0013906227779086086,0.0013508105794257385,0.0014345003264245467,0.0014216723533164964
5,C2-e003Coalescence-mBHI-inoculumn-redo,0.527,0.525,0.528,0.526
6,C2-e003Coalescence-mBHI-p3,0.789,0.789,0.79,0.789
7,C2-e003Coalescence-mBHI-p5,0.747,0.745,0.748,0.747
8,C2-e003Coalescence-mBHI-p7,0.7,0.696,0.704,0.7
9,C2-e003Coalescence-mGAM-p3,0.796,0.793,0.797,0.796
10,C2-e003Coalescence-mGAM-p5,0.7,0.698,0.701,0.7
11,C2-e003Coalescence-mGAM-p7,0.794,0.793,0.795,0.794
12,E4-e003Coalescence-mBHI-p3_S11,0.636,0.635,0.638,0.636
13,E4-e003Coalescence-mBHI-p5_S3,0.448,0.447,0.45,0.448
14,E4-e003Coalescence-mBHI-p7_S99,0.197,0.195,0.198,0.197
15,E4-e003Coalescence-mGAM-p3_S59,0.868,0.867,0.87,0.868
16,E4-e003Coalescence-mGAM-p5_S51,0.074,0.073,0.077,0.074
17,E4-e003Coalescence-mGAM-p7_S147,0.071,0.069,0.071,0.07099999999999995
18,G2-e003Coalescence-mBHI-p3_S33,0.748,0.747,0.749,0.748
19,G2-e003Coalescence-mBHI-p5_S25,0.68,0.679,0.681,0.68
20,G2-e003Coalescence-mBHI-p7_S121,0.618,0.615,0.621,0.618
21,G2-e003Coalescence-mGAM-p3_S81,0.843,0.841,0.844,0.843
22,G2-e003Coalescence-mGAM-p5_S73,0.483,0.481,0.485,0.483
