,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,6612,2776
A10-e003Coalescence-mBHI-p5,6622,2784
A10-e003Coalescence-mBHI-p7,6595,2728
A10-e003Coalescence-mGAM-p3,6653,2809
A10-e003Coalescence-mGAM-p7,6598,2760
A4-e003Coalescence-Inoculumn-mGAM,6653,2811
C2-e003Coalescence-Inoculumn-mGAM,6643,2802
C8-e003Coalescence-mBHI-p5,6600,2732
C8-e003Coalescence-mBHI-p7,6509,2652
C8-e003Coalescence-mGAM-p7,6635,2791
E100-e003Coalescence-mBHI-p5_S7,6653,2803
E100-e003Coalescence-mBHI-p7_S103,6629,2782
E100-e003Coalescence-mGAM-p3_S155,6632,2797
E100-e003Coalescence-mGAM-p5_S55,6588,2750
E100-e003Coalescence-mGAM-p7_S151,6594,2771
G8-e003Coalescence-mBHI-p3_S129,6654,2808
G8-e003Coalescence-mBHI-p5_S29,6650,2798
G8-e003Coalescence-mBHI-p7_S125,6619,2748
G8-e003Coalescence-mGAM-p3_S177,6608,2774
G8-e003Coalescence-mGAM-p5_S77,6647,2794
G8-e003Coalescence-mGAM-p7_S173,6650,2805
