,sample,boot_med,boot_low,boot_high,actual_med
0,B4-e003Coalescence-Inoculumn-mBHI,0.44449999999999995,0.426,0.505,0.44449999999999995
1,B4-e003Coalescence-mBHI-p3,0.3545,0.316,0.38,0.3545
2,B4-e003Coalescence-mBHI-p5,0.09999999999999998,0.0337887590090137,0.25,0.09999999999999998
3,B4-e003Coalescence-mGAM-p5,0.41800000000000004,0.375,0.476,0.41800000000000004
4,C3-e003Coalescence-mBHI-inoculumn-redo,0.497,0.457,0.5245,0.497
5,C3-e003Coalescence-mBHI-p5,0.6665,0.641,0.6835249999999999,0.6665
6,C3-e003Coalescence-mBHI-p7,0.585,0.556,0.625,0.585
7,C3-e003Coalescence-mGAM-p3,0.555,0.523,0.58,0.555
8,C3-e003Coalescence-mGAM-p5,0.4265,0.404,0.492,0.4265
9,C3-e003Coalescence-mGAM-p7,0.0865,0.075,0.09499999999999997,0.0865
10,F4-e003Coalescence-mBHI-p3_S23,0.333,0.30500000000000005,0.381,0.333
11,F4-e003Coalescence-mBHI-p5_S15,0.374,0.32399999999999995,0.4,0.374
12,F4-e003Coalescence-mBHI-p7_S111,0.37525,0.338,0.4025,0.3725
13,F4-e003Coalescence-mGAM-p3_S71,0.544,0.517,0.603,0.544
14,F4-e003Coalescence-mGAM-p5_S63,0.585,0.5625,0.649,0.583
15,F4-e003Coalescence-mGAM-p7_S159,0.562,0.51,0.597,0.562
16,G3-e003Coalescence-mBHI-p3_S34,0.32199999999999995,0.26,0.352,0.32199999999999995
17,G3-e003Coalescence-mBHI-p5_S26,0.33699999999999997,0.315,0.364,0.33699999999999997
18,G3-e003Coalescence-mBHI-p7_S122,0.23149999999999998,0.209,0.258,0.23149999999999998
19,G3-e003Coalescence-mGAM-p3_S82,0.6759999999999999,0.6759999999999999,0.6759999999999999,0.6759999999999999
20,G3-e003Coalescence-mGAM-p5_S74,0.7115,0.691,0.75,0.7050000000000001
