,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,5123,6573
B11-e003Coalescence-mGAM-p3,5125,6582
B11-e003Coalescence-mGAM-p7,5059,6546
B5-e003Coalescence-Inoculumn-mGAM,5106,6558
D3-e003Coalescence-Inoculumn-mGAM,5090,6537
D9-e003Coalescence-mBHI-p3,4971,6360
D9-e003Coalescence-mBHI-p5,5119,6583
D9-e003Coalescence-mBHI-p7,5114,6572
D9-e003Coalescence-mGAM-p3,5114,6578
D9-e003Coalescence-mGAM-p5,5114,6582
D9-e003Coalescence-mGAM-p7,5106,6579
F111-e003Coalescence-mBHI-p3_S120,5103,6543
F111-e003Coalescence-mBHI-p5_S20,5089,6549
F111-e003Coalescence-mBHI-p7_S116,5076,6571
F111-e003Coalescence-mGAM-p3_S168,5061,6510
F111-e003Coalescence-mGAM-p5_S68,5038,6474
F111-e003Coalescence-mGAM-p7_S164,5030,6510
H9-e003Coalescence-mBHI-p5_S42,5122,6583
H9-e003Coalescence-mBHI-p7_S138,5077,6564
H9-e003Coalescence-mGAM-p3_S190,4895,6277
H9-e003Coalescence-mGAM-p5_S90,5082,6540
H9-e003Coalescence-mGAM-p7_S186,5089,6572
