,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,3191,7899
B5-e003Coalescence-mBHI-p3,3190,7898
B5-e003Coalescence-mBHI-p5,3188,7893
B5-e003Coalescence-mBHI-p7,3192,7904
B5-e003Coalescence-mGAM-p3,3070,7672
B5-e003Coalescence-mGAM-p5,3099,7609
B5-e003Coalescence-mGAM-p7,2990,7400
D3-e003Coalescence-Inoculumn-mBHI,3192,7903
D3-e003Coalescence-mBHI-p5,3188,7896
D3-e003Coalescence-mBHI-p7,3191,7902
D3-e003Coalescence-mGAM-p3,3160,7842
D3-e003Coalescence-mGAM-p5,3180,7867
F5-e003Coalescence-mBHI-p3_S24,3192,7898
F5-e003Coalescence-mBHI-p5_S16,3191,7893
F5-e003Coalescence-mBHI-p7_S112,3186,7892
F5-e003Coalescence-mGAM-p3_S72,2937,7218
F5-e003Coalescence-mGAM-p5_S64,3119,7710
F5-e003Coalescence-mGAM-p7_S160,3152,7745
H3-e003Coalescence-mBHI-p3_S46,3189,7894
H3-e003Coalescence-mBHI-p5_S38,3190,7894
H3-e003Coalescence-mBHI-p7_S134,3189,7895
H3-e003Coalescence-mGAM-p3_S94,3108,7656
H3-e003Coalescence-mGAM-p5_S86,3086,7611
H3-e003Coalescence-mGAM-p7_S182,3108,7715
