,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,11122,9810
A9-e003Coalescence-mBHI-p3,11239,9871
A9-e003Coalescence-mBHI-p5,11227,9828
A9-e003Coalescence-mBHI-p7,11242,9864
A9-e003Coalescence-mGAM-p5,11201,9807
A9-e003Coalescence-mGAM-p7,11160,9749
B2-e003Coalescence-Inoculumn-mGAM,11193,9847
B8-e003Coalescence-mBHI-p5,11242,9857
B8-e003Coalescence-mBHI-p7,11227,9840
B8-e003Coalescence-mGAM-p5,11187,9751
B8-e003Coalescence-mGAM-p7,11197,9811
E9-e003Coalescence-mBHI-p5_S6,11221,9821
E9-e003Coalescence-mBHI-p7_S102,11218,9816
E9-e003Coalescence-mGAM-p3_S154,11178,9794
E9-e003Coalescence-mGAM-p5_S54,11033,9566
F8-e003Coalescence-mBHI-p3_S117,11208,9810
F8-e003Coalescence-mBHI-p5_S17,11230,9821
F8-e003Coalescence-mBHI-p7_S113,11168,9754
F8-e003Coalescence-mGAM-p5_S65,11054,9584
F8-e003Coalescence-mGAM-p7_S161,10979,9545
