,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,23079.0,21923.0
A5-e003Coalescence-mBHI-inoculumn-redo,57998.0,50581.0
A5-e003Coalescence-mBHI-p3,17587.0,14989.0
A5-e003Coalescence-mBHI-p7,68339.0,45167.0
A5-e003Coalescence-mGAM-p3,31090.0,26982.0
D2-e003Coalescence-Inoculumn-mBHI,58871.0,52184.0
D2-e003Coalescence-mBHI-p3,119621.0,101982.0
D2-e003Coalescence-mBHI-p5,51412.0,33487.0
D2-e003Coalescence-mBHI-p7,4939.0,3301.0
D2-e003Coalescence-mGAM-p5,85730.0,62561.0
E5-e003Coalescence-mBHI-p3_S12,72743.0,50277.0
E5-e003Coalescence-mBHI-p5_S4,43593.0,26879.0
E5-e003Coalescence-mBHI-p7_S100,206822.0,143194.0
E5-e003Coalescence-mGAM-p3_S60,15778.0,14148.0
E5-e003Coalescence-mGAM-p5_S52,30973.0,23511.0
E5-e003Coalescence-mGAM-p7_S148,138158.0,101422.0
H2-e003Coalescence-mBHI-p3_S45,68336.0,20845.0
H2-e003Coalescence-mBHI-p7_S133,101015.0,76905.0
H2-e003Coalescence-mGAM-p3_S93,39166.0,31052.0
H2-e003Coalescence-mGAM-p5_S85,8258.0,5871.0
H2-e003Coalescence-mGAM-p7_S181,73562.0,48222.0
