,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-Inoculumn-mGAM,1.0,0.00025545254501308656
C4-e003Coalescence-Inoculumn-mGAM,-0.0,1.0
A10-e003Coalescence-mGAM-p3,9.38307200339967e-05,0.9998218362846408
A10-e003Coalescence-mGAM-p7,0.001926950129472656,0.9964109103227425
A4-e003Coalescence-Inoculumn-mGAM,0.441,0.533
C2-e003Coalescence-Inoculumn-mGAM,0.421,0.5449999999999999
C8-e003Coalescence-mBHI-p5,0.333,0.625
C8-e003Coalescence-mGAM-p7,0.0001294113416814379,0.9997225674094448
E100-e003Coalescence-mGAM-p3_S155,0.00038899059153786044,0.9989318965566137
E100-e003Coalescence-mGAM-p5_S55,0.003448418175581169,0.993128075381212
E100-e003Coalescence-mGAM-p7_S151,0.003710684641995444,0.9933097151551687
G8-e003Coalescence-mGAM-p3_S177,0.0001893095309048257,0.9991465081131162
G8-e003Coalescence-mGAM-p5_S77,0.00021353896628778824,0.9993276760849594
G8-e003Coalescence-mGAM-p7_S173,8.912184533336365e-05,0.9995134584250174
