,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C4-e003Coalescence-Inoculumn-mGAM,2151,2538
D5-e003Coalescence-Inoculumn-mGAM,2151,2538
C11-e003Coalescence-mBHI-p5,2038,2409
C11-e003Coalescence-mGAM-p3,2151,2537
C11-e003Coalescence-mGAM-p5,2135,2523
C11-e003Coalescence-mGAM-p7,2146,2534
C5-e003Coalescence-Inoculumn-mGAM,2148,2537
D10-e003Coalescence-mBHI-p3,1697,2065
D10-e003Coalescence-mBHI-p5,1092,1307
D10-e003Coalescence-mBHI-p7,995,1194
D10-e003Coalescence-mGAM-p3,2132,2516
D10-e003Coalescence-mGAM-p5,2148,2531
D10-e003Coalescence-mGAM-p7,2149,2537
D4-e003Coalescence-Inoculumn-mGAM,1103,1214
G111-e003Coalescence-mBHI-p5_S32,2065,2469
G111-e003Coalescence-mBHI-p7_S128,1263,1515
G111-e003Coalescence-mGAM-p3_S180,2121,2514
G111-e003Coalescence-mGAM-p5_S80,2136,2518
H100-e003Coalescence-mBHI-p5_S43,1917,2244
H100-e003Coalescence-mBHI-p7_S139,2111,2500
H100-e003Coalescence-mGAM-p5_S91,892,1082
H100-e003Coalescence-mGAM-p7_S187,879,1123
