,s1,s2,fixed_diffs,Species,Strain Shift
0,D5-e003Coalescence-Inoculumn-mBHI,C12-e003Coalescence-mBHI-p3,5322,100196,True
1,D5-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p3,5389,100196,True
2,D5-e003Coalescence-Inoculumn-mBHI,B5-e004Assembly-mBHI-p3,26061,100196,True
3,D5-e003Coalescence-Inoculumn-mBHI,C11-e003Coalescence-mBHI-p3,5328,100196,True
4,D5-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mBHI-p5,6923,100196,True
5,D5-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mGAM-p7,29508,100196,True
6,D5-e003Coalescence-Inoculumn-mBHI,C8-e003Coalescence-mGAM-p7,10137,100196,True
7,D5-e003Coalescence-Inoculumn-mBHI,D10-e003Coalescence-mBHI-p3,4967,100196,True
8,D5-e003Coalescence-Inoculumn-mBHI,F3-e004Assembly-epsilon-p3,29099,100196,True
9,D5-e003Coalescence-Inoculumn-mBHI,A8-e003Coalescence-mBHI-p3,14567,100196,True
10,D5-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mBHI-p7,27767,100196,True
11,D5-e003Coalescence-Inoculumn-mBHI,B9-e003Coalescence-mGAM-p5,6833,100196,True
12,D5-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mBHI-inoculumn-redo,32391,100196,True
13,D5-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-mBHI-p3,29381,100196,True
14,D5-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p5,2459,100196,True
15,D5-e003Coalescence-Inoculumn-mBHI,B3-e004Assembly-mBHI-p7,32010,100196,True
16,D5-e003Coalescence-Inoculumn-mBHI,B5-e004Assembly-mBHI-p7,29560,100196,True
17,D5-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p3,4933,100196,True
18,D5-e003Coalescence-Inoculumn-mBHI,C4-e003GlycerolRevival-mBHI-p2,29225,100196,True
19,D5-e003Coalescence-Inoculumn-mBHI,C5-e004Assembly-mBHI-p3,29269,100196,True
20,D5-e003Coalescence-Inoculumn-mBHI,D10-e003Assembly-mGAM-p5,30920,100196,True
21,D5-e003Coalescence-Inoculumn-mBHI,C3-e004Assembly-mBHI-p5,31700,100196,True
22,D5-e003Coalescence-Inoculumn-mBHI,B8-e003Assembly-mGAM-p5,14278,100196,True
23,D5-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mGAM-p7,12751,100196,True
24,D5-e003Coalescence-Inoculumn-mBHI,B12-e003Coalescence-mBHI-p3,5463,100196,True
25,D5-e003Coalescence-Inoculumn-mBHI,D3-e004Assembly-mGAM-p7,31905,100196,True
26,D5-e003Coalescence-Inoculumn-mBHI,C8-e003Assembly-mGAM-p3,13961,100196,True
27,D5-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mGAM-p3,12415,100196,True
28,D5-e003Coalescence-Inoculumn-mBHI,B4-e003Assembly-mBHI-p5,31906,100196,True
29,D5-e003Coalescence-Inoculumn-mBHI,D4-e004Assembly-mGAM-p5,15167,100196,True
30,D5-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-Inoculumn-mBHI,0,100196,False
31,D5-e003Coalescence-Inoculumn-mBHI,C3-e003Coalescence-mBHI-p7,31513,100196,True
32,D5-e003Coalescence-Inoculumn-mBHI,D11-e003Coalescence-mGAM-p5,6560,100196,True
33,D5-e003Coalescence-Inoculumn-mBHI,A11-e003Coalescence-mGAM-p7,5791,100196,True
34,D5-e003Coalescence-Inoculumn-mBHI,B8-e003Coalescence-mBHI-p5,7203,100196,True
35,D5-e003Coalescence-Inoculumn-mBHI,B10-e003Assembly-mGAM-p5,24968,100196,True
36,D5-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mGAM-p7,32271,100196,True
37,D5-e003Coalescence-Inoculumn-mBHI,D3-e003Coalescence-mBHI-p5,2675,100196,True
38,D5-e003Coalescence-Inoculumn-mBHI,B11-e003Coalescence-mGAM-p3,7354,100196,True
39,D5-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo,32637,100196,True
40,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Assembly-mBHI-p5,338,100196,False
41,D5-e003Coalescence-Inoculumn-mBHI,D2-e003Coalescence-mBHI-p5,1711,100196,True
42,D5-e003Coalescence-Inoculumn-mBHI,D8-e003Assembly-mGAM-p5,14051,100196,True
43,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mGAM-p5,0,100196,False
44,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mBHI-p5,2941,100196,True
45,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mBHI-p7,5896,100196,True
46,D5-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mBHI-p5,2783,100196,True
47,D5-e003Coalescence-Inoculumn-mBHI,A10-e003Coalescence-mBHI-p3,10288,100196,True
48,D5-e003Coalescence-Inoculumn-mBHI,A5-e003Coalescence-mGAM-p3,69,100196,False
49,D5-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM,14440,100196,True
50,D5-e003Coalescence-Inoculumn-mBHI,E5-e004Assembly-mGAM-p5,31002,100196,True
51,D5-e003Coalescence-Inoculumn-mBHI,D8-e003Coalescence-mGAM-p5,6940,100196,True
52,D5-e003Coalescence-Inoculumn-mBHI,A12-e003Coalescence-mGAM-p3,1463,100196,True
53,D5-e003Coalescence-Inoculumn-mBHI,C4-e004Assembly-mBHI-p5,14932,100196,True
54,D5-e003Coalescence-Inoculumn-mBHI,D9-e003Coalescence-mGAM-p7,8653,100196,True
55,D5-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p7,112,100196,False
56,D5-e003Coalescence-Inoculumn-mBHI,D8-e003Assembly-mGAM-p3,13498,100196,True
57,D5-e003Coalescence-Inoculumn-mBHI,E4-e004Assembly-mGAM-p7,15059,100196,True
58,D5-e003Coalescence-Inoculumn-mBHI,E3-e004Assembly-mGAM-p3,31803,100196,True
59,D5-e003Coalescence-Inoculumn-mBHI,B10-e003Coalescence-mGAM-p3,11975,100196,True
60,D5-e003Coalescence-Inoculumn-mBHI,A9-e003Coalescence-mGAM-p7,7373,100196,True
61,D5-e003Coalescence-Inoculumn-mBHI,D5-e004Assembly-mGAM-p5,25414,100196,True
62,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mGAM,7167,100196,True
63,D5-e003Coalescence-Inoculumn-mBHI,D10-e003Coalescence-mBHI-p5,4436,100196,True
64,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-mBHI-p3,0,100196,False
65,D5-e003Coalescence-Inoculumn-mBHI,C5-e003Coalescence-mBHI-p3,28767,100196,True
66,D5-e003Coalescence-Inoculumn-mBHI,D9-e003Coalescence-mGAM-p5,2990,100196,True
67,D5-e003Coalescence-Inoculumn-mBHI,C9-e003Coalescence-mBHI-p3,2475,100196,True
68,D5-e003Coalescence-Inoculumn-mBHI,D10-e003Coalescence-mGAM-p5,2703,100196,True
69,D5-e003Coalescence-Inoculumn-mBHI,C8-e003Coalescence-mBHI-p7,8067,100196,True
70,D5-e003Coalescence-Inoculumn-mBHI,B11-e003Assembly-mGAM-p5,2662,100196,True
71,D5-e003Coalescence-Inoculumn-mBHI,G3-e004Assembly-epsilon-p7,31498,100196,True
72,D5-e003Coalescence-Inoculumn-mBHI,B4-e003Coalescence-mGAM-p5,31970,100196,True
73,D5-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mGAM-p5,2886,100196,True
74,D5-e003Coalescence-Inoculumn-mBHI,C3-e004Assembly-mBHI-p7,31665,100196,True
75,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mGAM-p5,0,100196,False
76,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-Inoculumn-mBHI,0,100196,False
77,D5-e003Coalescence-Inoculumn-mBHI,C2-e003Coalescence-mGAM-p3,32743,100196,True
78,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mGAM-p7,36,100196,False
79,D5-e003Coalescence-Inoculumn-mBHI,D8-e003Coalescence-mBHI-p5,14,100196,False
80,D5-e003Coalescence-Inoculumn-mBHI,E5-e004Assembly-mGAM-p7,26224,100196,True
81,D5-e003Coalescence-Inoculumn-mBHI,C10-e003Assembly-mGAM-p3,17910,100196,True
82,D5-e003Coalescence-Inoculumn-mBHI,B10-e003Coalescence-mBHI-p5,2014,100196,True
83,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM,6560,100196,True
84,D5-e003Coalescence-Inoculumn-mBHI,B3-e004Assembly-mBHI-p5,31728,100196,True
85,D5-e003Coalescence-Inoculumn-mBHI,B5-e003Coalescence-mBHI-p3,213,100196,False
86,D5-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mGAM-p5,30993,100196,True
87,D5-e003Coalescence-Inoculumn-mBHI,C5-e003Coalescence-mGAM-p7,2882,100196,True
88,D5-e003Coalescence-Inoculumn-mBHI,C5-e003Coalescence-mBHI-inoculumn-redo,0,100196,False
89,D5-e003Coalescence-Inoculumn-mBHI,A10-e003Coalescence-mBHI-p5,11104,100196,True
90,D5-e003Coalescence-Inoculumn-mBHI,B8-e003Assembly-mGAM-p3,13317,100196,True
91,D5-e003Coalescence-Inoculumn-mBHI,A4-e003Coalescence-mGAM-p5,7279,100196,True
