,index,fixed_diffs,comparisons,sample1,species_id
0,C_B1_e003Assembly_6_S205,0,436180,C_B1_e003Assembly_6_S205,100214
1,C_B5_e003Assembly_6_S209,42,370668,C_B1_e003Assembly_6_S205,100214
2,C_B9_e003Assembly_4_S213,24,440551,C_B1_e003Assembly_6_S205,100214
3,C_F5_e003Assembly_6_S257,37,471184,C_B1_e003Assembly_6_S205,100214
4,C_F7_e003Assembly_6_S259,901,383681,C_B1_e003Assembly_6_S205,100214
5,C_F11_e003Assembly_4_S263,972,409379,C_B1_e003Assembly_6_S205,100214
0,C_B1_e003Assembly_6_S205,42,436180,C_B5_e003Assembly_6_S209,100214
1,C_B5_e003Assembly_6_S209,0,370668,C_B5_e003Assembly_6_S209,100214
2,C_B9_e003Assembly_4_S213,25,440551,C_B5_e003Assembly_6_S209,100214
3,C_F5_e003Assembly_6_S257,19,471184,C_B5_e003Assembly_6_S209,100214
4,C_F7_e003Assembly_6_S259,840,383681,C_B5_e003Assembly_6_S209,100214
5,C_F11_e003Assembly_4_S263,867,409379,C_B5_e003Assembly_6_S209,100214
0,C_B1_e003Assembly_6_S205,24,436180,C_B9_e003Assembly_4_S213,100214
1,C_B5_e003Assembly_6_S209,25,370668,C_B9_e003Assembly_4_S213,100214
2,C_B9_e003Assembly_4_S213,0,440551,C_B9_e003Assembly_4_S213,100214
3,C_F5_e003Assembly_6_S257,27,471184,C_B9_e003Assembly_4_S213,100214
4,C_F7_e003Assembly_6_S259,915,383681,C_B9_e003Assembly_4_S213,100214
5,C_F11_e003Assembly_4_S263,979,409379,C_B9_e003Assembly_4_S213,100214
0,C_B1_e003Assembly_6_S205,37,436180,C_F5_e003Assembly_6_S257,100214
1,C_B5_e003Assembly_6_S209,19,370668,C_F5_e003Assembly_6_S257,100214
2,C_B9_e003Assembly_4_S213,27,440551,C_F5_e003Assembly_6_S257,100214
3,C_F5_e003Assembly_6_S257,0,471184,C_F5_e003Assembly_6_S257,100214
4,C_F7_e003Assembly_6_S259,987,383681,C_F5_e003Assembly_6_S257,100214
5,C_F11_e003Assembly_4_S263,1072,409379,C_F5_e003Assembly_6_S257,100214
0,C_B1_e003Assembly_6_S205,901,436180,C_F7_e003Assembly_6_S259,100214
1,C_B5_e003Assembly_6_S209,840,370668,C_F7_e003Assembly_6_S259,100214
2,C_B9_e003Assembly_4_S213,915,440551,C_F7_e003Assembly_6_S259,100214
3,C_F5_e003Assembly_6_S257,987,471184,C_F7_e003Assembly_6_S259,100214
4,C_F7_e003Assembly_6_S259,0,383681,C_F7_e003Assembly_6_S259,100214
5,C_F11_e003Assembly_4_S263,34,409379,C_F7_e003Assembly_6_S259,100214
0,C_B1_e003Assembly_6_S205,972,436180,C_F11_e003Assembly_4_S263,100214
1,C_B5_e003Assembly_6_S209,867,370668,C_F11_e003Assembly_4_S263,100214
2,C_B9_e003Assembly_4_S213,979,440551,C_F11_e003Assembly_4_S263,100214
3,C_F5_e003Assembly_6_S257,1072,471184,C_F11_e003Assembly_4_S263,100214
4,C_F7_e003Assembly_6_S259,34,383681,C_F11_e003Assembly_4_S263,100214
5,C_F11_e003Assembly_4_S263,0,409379,C_F11_e003Assembly_4_S263,100214
