,sample,boot_med,boot_low,boot_high,actual_med
0,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,0.0,0.0,0.0,0.0
1,B5-e003Coalescence-Inoculumn-mBHI,0.368,0.357,0.4,0.368
2,B5-e003Coalescence-mBHI-p1_S741,0.0,0.0,0.0,0.0
3,B5-e003Coalescence-mBHI-p3,0.0,0.0,0.0,0.0
4,B5-e003Coalescence-mBHI-p5,1.0,1.0,1.0,1.0
5,B5-e003Coalescence-mBHI-p7,1.0,1.0,1.0,1.0
6,B5-e003Coalescence-mGAM-p1_S745,0.0,0.0,0.0,0.0
7,B5-e003Coalescence-mGAM-p3,0.529,0.5,0.545,0.529
8,B5-e003Coalescence-mGAM-p5,0.0,0.0,0.0,0.0
9,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,0.0,0.0,0.0,0.0
10,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,0.159,0.15,0.164,0.159
11,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,0.0,0.0,0.0,0.0
12,Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,0.755,0.744,0.766,0.755
13,D3-e003Coalescence-Inoculumn-mBHI,0.4,0.389,0.41900000000000004,0.4
14,D3-e003Coalescence-mBHI-p1_S727,0.0,0.0,0.0,0.0
15,D3-e003Coalescence-mGAM-p1_S731,0.0,0.0,0.0,0.0
16,D3-e003Coalescence-mGAM-p3,0.0,0.0,0.0,0.0
17,D3-e003Coalescence-mGAM-p5,0.27,0.214,0.30400000000000005,0.27
18,F5-e003Coalescence-mBHI-p1_S805,0.0,0.0,0.0,0.0
19,F5-e003Coalescence-mBHI-p3_S24,0.7,0.646,1.0,0.7
20,F5-e003Coalescence-mBHI-p7_S112,1.0,1.0,1.0,1.0
21,F5-e003Coalescence-mGAM-p1_S809,0.0,0.0,0.0,0.0
22,F5-e003Coalescence-mGAM-p3_S72,0.0,0.0,0.0,0.0
23,F5-e003Coalescence-mGAM-p5_S64,0.0,0.0,0.0,0.0
24,H3-e003Coalescence-mBHI-p1_S791,0.0,0.0,0.0,0.0
25,H3-e003Coalescence-mBHI-p3_S46,0.7,0.667,0.769,0.7
26,H3-e003Coalescence-mGAM-p3_S94,0.0,0.0,0.0,0.0
27,H3-e003Coalescence-mGAM-p5_S86,0.0,0.0,0.0,0.0
