,sample,boot_med,boot_low,boot_high,actual_med
0,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,0.858,0.857,0.859,0.858
1,A_G8_C11_AF_AE_mGAM_mGAM_2_S80,0.113,0.111,0.114,0.113
2,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,0.58,0.577,0.5820124999999999,0.58
3,B_C8_G11_AF_AE_mGAM_mBHI_2_S128,0.429,0.429,0.4291874999999999,0.429
4,B_D11_D10_AE_AF_mGAM_mBHI_4_S143,0.538,0.536,0.542,0.538
5,B_D7_H10_AE_AF_mGAM_mBHI_2_S139,0.385,0.383,0.387,0.385
6,B_G12_C11_AF_AE_mGAM_mGAM_4_S180,0.02553064174610936,0.023755331208070225,0.027458794795026723,0.025486889348275487
7,B_G8_G11_AF_AE_mGAM_mGAM_2_S176,0.083,0.083,0.083,0.083
8,B_H7_H10_AE_AF_mGAM_mGAM_2_S187,0.087,0.086,0.088,0.087
9,C11-e003Coalescence-mBHI-p1_S774,0.1,0.091,0.1,0.1
10,C11-e003Coalescence-mBHI-p3,0.731,0.727,0.733,0.731
11,C11-e003Coalescence-mBHI-p5,0.706,0.704,0.708,0.706
12,C11-e003Coalescence-mGAM-p3,0.039,0.038,0.04,0.039
13,C11-e003Coalescence-mGAM-p5,0.01697040228274058,0.016192563836740243,0.017781873056577822,0.016943460740017097
14,C11-e003Coalescence-mGAM-p7,0.018774279789103114,0.01778947849665013,0.019853360851092353,0.018774308840534003
15,C5-e003Coalescence-Inoculumn-mGAM,0.591,0.588,0.594,0.591
16,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,0.68,0.678,0.681,0.68
17,C_D7_D10_AE_AF_mGAM_mBHI_6_S235,0.631,0.629,0.632025,0.631
18,C_G8_C11_AF_AE_mGAM_mGAM_6_S272,0.02312446454272402,0.02196606131346044,0.02436698059951626,0.023163962425277542
19,C_H7_D10_AE_AF_mGAM_mGAM_6_S283,0.014,0.014,0.014,0.014
20,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,0.6,0.598,0.602,0.6
21,D10-e003Coalescence-mBHI-p3,0.611,0.609,0.615,0.611
22,D10-e003Coalescence-mBHI-p5,0.533,0.533,0.538,0.533
23,D10-e003Coalescence-mBHI-p7,0.583,0.579,0.586,0.583
24,D10-e003Coalescence-mGAM-p1_S771,0.05700000000000005,0.056,0.059,0.05700000000000005
25,D10-e003Coalescence-mGAM-p3,0.143,0.143,0.143,0.143
26,D10-e003Coalescence-mGAM-p5,0.009263209517624363,0.008848749036334664,0.009727861283033696,0.00926043972601152
27,D10-e003Coalescence-mGAM-p7,0.021,0.015074191769040061,0.024,0.021
28,D4-e003Coalescence-Inoculumn-mGAM,0.6,0.6,0.607,0.6
29,D_C12_G11_AF_AE_mGAM_mBHI_4_S324,0.542,0.5409999999999999,0.544,0.542
30,D_C8_C11_AF_AE_mGAM_mBHI_6_S320,0.745,0.743,0.747,0.745
31,D_D11_H10_AE_AF_mGAM_mBHI_4_S335,0.482,0.48,0.485,0.482
32,D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,0.389,0.385,0.391,0.389
33,D_D7_D10_AE_AF_mGAM_mBHI_6_S331,0.636,0.635,0.639,0.636
34,D_G12_G11_AF_AE_mGAM_mGAM_4_S372,0.038,0.037,0.038,0.038
35,D_G8_C11_AF_AE_mGAM_mGAM_6_S368,0.03,0.029000000000000026,0.031,0.03
36,D_H11_H10_AE_AF_mGAM_mGAM_4_S383,0.005539058909501609,0.00496750216995831,0.006063478842240066,0.0055282321094971216
37,D_H7_D10_AE_AF_mGAM_mGAM_6_S379,0.018071764913148554,0.017006906680831102,0.019041238092081723,0.018031974222332384
38,G11-e003Coalescence-mBHI-p1_S838,0.176,0.16700000000000004,0.176,0.176
39,G11-e003Coalescence-mGAM-p1_S842,0.111,0.111,0.118,0.111
40,G111-e003Coalescence-mBHI-p5_S32,0.614,0.611,0.615,0.614
41,G111-e003Coalescence-mBHI-p7_S128,0.75,0.75,0.76,0.75
42,G111-e003Coalescence-mGAM-p3_S180,0.020560756039286643,0.01960928965108507,0.02148514798182928,0.020550358508183146
43,G111-e003Coalescence-mGAM-p5_S80,0.016484087662797554,0.015719487614794483,0.01728481522498885,0.016464752603764257
44,H10-e003Coalescence-mBHI-p1_S831,0.182,0.179,0.183,0.182
45,H10-e003Coalescence-mGAM-p1_S835,0.091,0.091,0.091,0.091
46,H100-e003Coalescence-mBHI-p5_S43,0.537,0.533,0.54,0.537
47,H100-e003Coalescence-mBHI-p7_S139,0.685,0.683,0.688,0.685
