,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p1_S772,3467,3950
A11-e003Coalescence-mBHI-p3,3490,4003
A11-e003Coalescence-mBHI-p5,3341,3801
A11-e003Coalescence-mBHI-p7,2739,3013
A11-e003Coalescence-mGAM-p3,3463,3968
A11-e003Coalescence-mGAM-p7,2645,2831
A5-e003Coalescence-Inoculumn-mGAM,3244,3728
A_A8_A11_AF_AA_mGAM_mBHI_2_S8,3485,3985
A_D5_D8_AA_AF_mGAM_mBHI_2_S41,3491,3996
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,3489,3989
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,3462,3953
B_A12_A11_AF_AA_mGAM_mBHI_4_S108,3491,3999
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,3417,3906
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,3488,3985
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,3493,3993
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,2826,3049
C_D5_D8_AA_AF_mGAM_mBHI_6_S233,3489,3994
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,3493,4002
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,3377,3825
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,3469,3946
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,3446,3901
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,3490,3989
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,3344,3764
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,3489,3980
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,3488,3989
D2-e003Coalescence-Inoculumn-mGAM,3337,3784
D8-e003Coalescence-mBHI-p1_S751,3258,3670
D8-e003Coalescence-mBHI-p5,3409,3887
D8-e003Coalescence-mGAM-p1_S755,3459,3962
D8-e003Coalescence-mGAM-p5,3384,3881
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,3488,4001
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,3493,4002
D_D5_D8_AA_AF_mGAM_mBHI_6_S329,3471,3982
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,3487,3985
D_E8_A11_AF_AA_mGAM_mGAM_6_S344,3488,3998
D_H5_D8_AA_AF_mGAM_mGAM_6_S377,3492,3999
D_H9_H8_AA_AF_mGAM_mGAM_4_S381,3226,3735
E11-e003Coalescence-mBHI-p1_S836,3490,4001
E11-e003Coalescence-mGAM-p1_S840,3447,3940
E111-e003Coalescence-mBHI-p3_S108,3379,3815
E111-e003Coalescence-mBHI-p5_S8,3464,3922
E111-e003Coalescence-mBHI-p7_S104,3472,3972
E111-e003Coalescence-mGAM-p5_S56,3232,3634
H8-e003Coalescence-mBHI-p1_S815,3475,3975
H8-e003Coalescence-mBHI-p5_S41,3443,3915
H8-e003Coalescence-mBHI-p7_S137,3481,3983
H8-e003Coalescence-mGAM-p1_S819,3410,3918
H8-e003Coalescence-mGAM-p5_S89,3330,3778
H8-e003Coalescence-mGAM-p7_S185,3439,3891
