,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p1_S765,3164,8630
B10-e003Coalescence-mBHI-p3,3480,9474
B10-e003Coalescence-mBHI-p5,4264,11622
B10-e003Coalescence-mGAM-p1_S769,4002,11073
B10-e003Coalescence-mGAM-p3,4083,11163
B10-e003Coalescence-mGAM-p7,1004,2842
B4-e003Coalescence-Inoculumn-mGAM,4293,11728
B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,4290,11725
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,4280,11736
B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,3878,10662
C3-e003Coalescence-Inoculumn-mGAM,4285,11708
C9-e003Coalescence-mBHI-p1_S758,4018,11041
C9-e003Coalescence-mBHI-p3,4278,11709
C9-e003Coalescence-mBHI-p5,4260,11576
C9-e003Coalescence-mBHI-p7,3669,10157
C9-e003Coalescence-mGAM-p1_S762,4212,11538
C9-e003Coalescence-mGAM-p3,4224,11545
C9-e003Coalescence-mGAM-p5,4252,11637
C9-e003Coalescence-mGAM-p7,4163,11478
Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,4273,11702
Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,4285,11730
Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,4286,11729
Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,4293,11745
F10-e003Coalescence-mBHI-p1_S829,2388,6899
F10-e003Coalescence-mGAM-p1_S833,4085,11253
F100-e003Coalescence-mBHI-p7_S115,4282,11714
F100-e003Coalescence-mGAM-p3_S167,3981,10962
F100-e003Coalescence-mGAM-p7_S163,3703,10019
G9-e003Coalescence-mBHI-p1_S822,2313,6353
G9-e003Coalescence-mBHI-p3_S130,3807,10417
G9-e003Coalescence-mBHI-p5_S30,4242,11598
G9-e003Coalescence-mGAM-p1_S826,4220,11541
G9-e003Coalescence-mGAM-p3_S178,4198,11478
G9-e003Coalescence-mGAM-p5_S78,2196,6157
G9-e003Coalescence-mGAM-p7_S174,3860,10606
