,0
D2-e004Assembly-mGAM-p7,4.0
D3-e004Assembly-mGAM-p7,5.0
E4-e004Assembly-mGAM-p7,5.0
D2-e004Assembly-mGAM-p3,4.0
BF-Fecal,5.0
AM-Fecal,7.0
E4-e004Assembly-mGAM-p3,4.0
D11-e003Assembly-mGAM-p3,5.0
BG-Fecal,5.0
E2-e004Assembly-mGAM-p5,4.0
E4-e004Assembly-mGAM-p5,5.0
D11-e003Assembly-mGAM-p5,5.0
D3-e004Assembly-mGAM-p5,5.0
C11-e003Assembly-mGAM-p3,6.0
C11-e003Assembly-mGAM-p5,9.0
C11-e003GlycerolRevival-mGAM-p2,10.0
e004-inoculumn-fecal-AR,6.0
BK-Fecal,4.0
BC-Fecal,4.0
e004-inoculumn-fecal-BE,5.0
BA-Fecal,4.0
