,0
e004-inoculumn-fecal-BD,16.0
A4-e003Coalescence-mBHI-inoculumn-redo,11.0
C4-e003Coalescence-mGAM-p7,8.0
e004-inoculumn-fecal-AK,7.0
B4-e003Assembly-mBHI-p5,5.0
B10-e003Assembly-mGAM-p5,5.0
C4-e003Coalescence-mBHI-inoculumn-redo,6.0
E5-e004Assembly-mGAM-p5,30.0
BB-Fecal,6.0
E5-e004Assembly-mGAM-p7,19.0
C4-e003Coalescence-mGAM-p5,16.0
C5-e003Coalescence-mBHI-inoculumn-redo,13.0
BF-Fecal,100.0
AM-Fecal,32.0
e003-inoculumn-fecal-inoculumn,6.0
C4-e003Coalescence-mGAM-p3,17.0
C3-e003Coalescence-mGAM-p5,4.0
C10-e003GlycerolRevival-mGAM-p2,9.0
D5-e004Assembly-mGAM-p7,4.0
BG-Fecal,10.0
C10-e003Coalescence-mGAM-p3,5.0
C3-e003Coalescence-Inoculumn-mGAM,7.0
D4-e003Coalescence-Inoculumn-mBHI,20.0
D5-e004Assembly-mGAM-p3,7.0
C2-e003Coalescence-Inoculumn-mGAM,7.0
E5-e004Assembly-mGAM-p3,4.0
B4-e003Coalescence-Inoculumn-mGAM,12.0
C4-e003Coalescence-Inoculumn-mGAM,12.0
B10-e003Assembly-mGAM-p3,5.0
B10-e003GlycerolRevival-mGAM-p2,5.0
C2-e003Coalescence-mBHI-inoculumn-redo,7.0
C10-e003Coalescence-mGAM-p5,16.0
D4-e003Coalescence-Inoculumn-mGAM,4.0
C3-e003Coalescence-mBHI-inoculumn-redo,14.0
e004-inoculumn-fecal-AR,13.0
BK-Fecal,53.0
B4-e003Coalescence-Inoculumn-mBHI,17.0
e003-inoculumn-fecal-AE,17.0
C5-e003Coalescence-Inoculumn-mGAM,13.0
BC-Fecal,29.0
e004-inoculumn-fecal-BE,40.0
BA-Fecal,25.0
e003-inoculumn-fecal-AF,8.0
A4-e003Coalescence-Inoculumn-mGAM,18.0
C10-e003Coalescence-mGAM-p7,53.0
G100-e003Coalescence-mGAM-p3_S179,5.0
G100-e003Coalescence-mGAM-p7_S175,5.0
G4-e003Coalescence-mGAM-p5_S75,38.0
G4-e003Coalescence-mGAM-p3_S83,10.0
G4-e003Coalescence-mGAM-p7_S171,10.0
G3-e003Coalescence-mGAM-p3_S82,4.0
G3-e003Coalescence-mGAM-p5_S74,5.0
G100-e003Coalescence-mGAM-p5_S79,9.0
F4-e003Coalescence-mGAM-p7_S159,4.0
