,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A_C8_C11_AF_AE_mGAM_mBHI_2_S32,3012,3255
A_D8_D11_AF_AF_mGAM_mBHI_2_S44,3046,3194
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,3042,3257
A_H8_D11_AF_AF_mGAM_mGAM_2_S92,3049,3209
B_C11_C10_AE_AE_mGAM_mBHI_4_S131,2517,2855
B_C12_C11_AF_AE_mGAM_mBHI_4_S132,2026,2432
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,2613,2913
B_D11_D10_AE_AF_mGAM_mBHI_4_S143,2616,2955
B_D7_H10_AE_AF_mGAM_mBHI_2_S139,3017,3260
B_D8_H11_AF_AF_mGAM_mBHI_2_S140,1660,1612
B_G11_C10_AE_AE_mGAM_mGAM_4_S179,2983,3257
B_G12_C11_AF_AE_mGAM_mGAM_4_S180,1611,1824
B_G7_G10_AE_AE_mGAM_mGAM_2_S175,3025,3271
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,3015,3243
B_H7_H10_AE_AF_mGAM_mGAM_2_S187,3043,3260
B_H8_H11_AF_AF_mGAM_mGAM_2_S188,3033,3159
C10-e003Coalescence-mBHI-p3,2886,3142
C10-e003Coalescence-mBHI-p5,2623,2856
C10-e003Coalescence-mBHI-p7,2506,2845
C10-e003Coalescence-mGAM-p1_S770,2952,3245
C10-e003Coalescence-mGAM-p3,3025,3256
C10-e003Coalescence-mGAM-p5,3036,3263
C10-e003Coalescence-mGAM-p7,3047,3270
C11-e003Coalescence-mBHI-p5,2830,3060
C11-e003Coalescence-mGAM-p1_S778,1688,1886
C11-e003Coalescence-mGAM-p3,3052,3269
C11-e003Coalescence-mGAM-p5,3030,3245
C11-e003Coalescence-mGAM-p7,3032,3263
C5-e003Coalescence-Inoculumn-mGAM,3044,3254
C_C7_C10_AE_AE_mGAM_mBHI_6_S223,2940,3213
C_C8_C11_AF_AE_mGAM_mBHI_6_S224,2951,3228
C_D7_D10_AE_AF_mGAM_mBHI_6_S235,2933,3228
C_D8_D11_AF_AF_mGAM_mBHI_6_S236,2962,3104
C_G7_C10_AE_AE_mGAM_mGAM_6_S271,2890,3219
C_G8_C11_AF_AE_mGAM_mGAM_6_S272,2880,3157
C_H7_D10_AE_AF_mGAM_mGAM_6_S283,3040,3271
C_H8_D11_AF_AF_mGAM_mGAM_6_S284,3039,3175
Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,2932,3201
Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,3044,3206
Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,3043,3190
D10-e003Coalescence-mBHI-p3,2190,2545
D10-e003Coalescence-mGAM-p1_S771,3053,3269
D10-e003Coalescence-mGAM-p3,3024,3244
D10-e003Coalescence-mGAM-p5,3046,3266
D10-e003Coalescence-mGAM-p7,3045,3270
D11-e003Coalescence-mBHI-p1_S775,1762,1670
D11-e003Coalescence-mBHI-p5,2835,2981
D11-e003Coalescence-mGAM-p1_S779,3042,3175
D11-e003Coalescence-mGAM-p5,3043,3222
D11-e003Coalescence-mGAM-p7,3048,3225
D4-e003Coalescence-Inoculumn-mGAM,1618,1726
D_C11_G10_AE_AE_mGAM_mBHI_4_S323,2947,3262
D_C12_G11_AF_AE_mGAM_mBHI_4_S324,2955,3237
D_C6_C9_ACPP_AE_mGAM_mBHI_6_S318,3010,3269
D_C7_C10_AE_AE_mGAM_mBHI_6_S319,2977,3227
D_C8_C11_AF_AE_mGAM_mBHI_6_S320,2953,3233
D_D11_H10_AE_AF_mGAM_mBHI_4_S335,2959,3225
D_D6_D9_ACPP_AF_mGAM_mBHI_6_S330,2364,2644
D_D7_D10_AE_AF_mGAM_mBHI_6_S331,2904,3190
D_D8_D11_AF_AF_mGAM_mBHI_6_S332,3013,3132
D_G11_G10_AE_AE_mGAM_mGAM_4_S371,2973,3244
D_G12_G11_AF_AE_mGAM_mGAM_4_S372,3053,3271
D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366,3029,3271
D_G7_C10_AE_AE_mGAM_mGAM_6_S367,2992,3260
D_G8_C11_AF_AE_mGAM_mGAM_6_S368,3048,3271
D_H8_D11_AF_AF_mGAM_mGAM_6_S380,3018,3148
G10-e003Coalescence-mGAM-p1_S834,2858,3179
G100-e003Coalescence-mBHI-p5_S31,2384,2747
G100-e003Coalescence-mBHI-p7_S127,2171,2455
G100-e003Coalescence-mGAM-p3_S179,2669,3039
G100-e003Coalescence-mGAM-p7_S175,2195,2470
G11-e003Coalescence-mGAM-p1_S842,3041,3261
G111-e003Coalescence-mBHI-p5_S32,2817,3136
G111-e003Coalescence-mBHI-p7_S128,1462,1707
G111-e003Coalescence-mGAM-p3_S180,2998,3226
G111-e003Coalescence-mGAM-p5_S80,2991,3247
H10-e003Coalescence-mBHI-p1_S831,2403,2609
H10-e003Coalescence-mGAM-p1_S835,3051,3267
H100-e003Coalescence-mBHI-p5_S43,2523,2783
H100-e003Coalescence-mBHI-p7_S139,2903,3176
H11-e003Coalescence-mBHI-p1_S839,3005,3108
H11-e003Coalescence-mGAM-p1_S843,3010,3120
H111-e003Coalescence-mBHI-p3_S144,3001,3109
H111-e003Coalescence-mBHI-p5_S44,2771,2749
H111-e003Coalescence-mGAM-p3_S192,3045,3185
H111-e003Coalescence-mGAM-p5_S92,3048,3144
H111-e003Coalescence-mGAM-p7_S188,3045,3185
