,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p1_S772,2633,2144
A11-e003Coalescence-mBHI-p3,2852,2333
A11-e003Coalescence-mGAM-p1_S776,2367,1876
A11-e003Coalescence-mGAM-p3,3150,2529
A11-e003Coalescence-mGAM-p7,2840,2293
A5-e003Coalescence-Inoculumn-mGAM,3123,2532
A8-e003Coalescence-mBHI-p3,2603,2178
A8-e003Coalescence-mGAM-p1_S752,1362,1248
A8-e003Coalescence-mGAM-p7,1953,1682
A_A8_A11_AF_AA_mGAM_mBHI_2_S8,2095,1756
A_D5_D8_AA_AF_mGAM_mBHI_2_S41,3081,2527
A_D8_D11_AF_AF_mGAM_mBHI_2_S44,3153,2522
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,2778,2389
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,3153,2529
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,3123,2518
A_H8_D11_AF_AF_mGAM_mGAM_2_S92,3152,2530
B_A12_A11_AF_AA_mGAM_mBHI_4_S108,2637,2211
B_D8_H11_AF_AF_mGAM_mBHI_2_S140,1722,1286
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,3140,2506
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,2123,1884
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,3155,2535
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,3156,2544
B_H8_H11_AF_AF_mGAM_mGAM_2_S188,3136,2506
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,3129,2505
C_D5_D8_AA_AF_mGAM_mBHI_6_S233,2043,1802
C_D8_D11_AF_AF_mGAM_mBHI_6_S236,3087,2448
C_E5_A8_AA_AA_mGAM_mGAM_6_S245,3063,2538
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,3155,2538
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,2945,2330
C_H8_D11_AF_AF_mGAM_mGAM_6_S284,3144,2510
Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,3153,2533
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,3153,2530
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,3151,2523
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,3144,2524
Coalescence-C9-A8-AA-AA-mGAM-mGAM-5_S652,3064,2539
Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,3147,2524
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,3134,2494
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,3155,2531
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,3155,2530
D11-e003Coalescence-mBHI-p1_S775,1813,1347
D11-e003Coalescence-mBHI-p5,2941,2333
D11-e003Coalescence-mGAM-p1_S779,3145,2508
D11-e003Coalescence-mGAM-p5,3152,2534
D11-e003Coalescence-mGAM-p7,3154,2528
D2-e003Coalescence-Inoculumn-mGAM,3096,2470
D8-e003Coalescence-mGAM-p1_S755,3145,2523
D8-e003Coalescence-mGAM-p5,3145,2524
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,2781,2312
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,3032,2511
D_D5_D8_AA_AF_mGAM_mBHI_6_S329,1430,1305
D_D8_D11_AF_AF_mGAM_mBHI_6_S332,3130,2470
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,3154,2530
D_E5_A8_AA_AA_mGAM_mGAM_6_S341,1803,1635
D_E8_A11_AF_AA_mGAM_mGAM_6_S344,3155,2533
D_E9_E8_AA_AA_mGAM_mGAM_4_S345,3042,2528
D_H5_D8_AA_AF_mGAM_mGAM_6_S377,3156,2543
D_H8_D11_AF_AF_mGAM_mGAM_6_S380,3131,2488
D_H9_H8_AA_AF_mGAM_mGAM_4_S381,3010,2372
E11-e003Coalescence-mBHI-p1_S836,3130,2530
E11-e003Coalescence-mGAM-p1_S840,3155,2533
E111-e003Coalescence-mBHI-p7_S104,2911,2467
E111-e003Coalescence-mGAM-p5_S56,3101,2458
E8-e003Coalescence-mGAM-p5_S53,2882,2444
E8-e003Coalescence-mGAM-p7_S149,2990,2501
H11-e003Coalescence-mBHI-p1_S839,3112,2460
H11-e003Coalescence-mGAM-p1_S843,3120,2475
H111-e003Coalescence-mBHI-p3_S144,3127,2460
H111-e003Coalescence-mBHI-p5_S44,2888,2190
H111-e003Coalescence-mGAM-p3_S192,3151,2509
H111-e003Coalescence-mGAM-p5_S92,3151,2508
H111-e003Coalescence-mGAM-p7_S188,3151,2517
H8-e003Coalescence-mBHI-p1_S815,2428,1951
H8-e003Coalescence-mBHI-p5_S41,2456,2069
H8-e003Coalescence-mBHI-p7_S137,2598,2263
H8-e003Coalescence-mGAM-p1_S819,3115,2528
H8-e003Coalescence-mGAM-p5_S89,3096,2456
H8-e003Coalescence-mGAM-p7_S185,3151,2537
