,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A_C11_C4_AE_AE_mBHI_mBHI_4_S35,1683,1980
A_C3_C4_AE_AE_mBHI_mBHI_2_S27,1642,1932
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,1514,1718
A_G3_C4_AE_AE_mBHI_mGAM_2_S75,1706,1980
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,1696,1967
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,1578,1760
A_H12_D5_AF_AF_mBHI_mGAM_4_S96,1709,1936
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,1712,1980
A_H4_D5_AF_AF_mBHI_mGAM_2_S88,1712,1962
B_G3_G4_AE_AE_mBHI_mGAM_2_S171,1427,1755
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,1324,1584
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,1341,1531
B_H4_H5_AF_AF_mBHI_mGAM_2_S184,1712,1940
C4-e003Coalescence-mBHI-p5,1699,1972
C4-e003Coalescence-mGAM-p1_S738,1678,1962
C4-e003Coalescence-mGAM-p3,1707,1981
C4-e003Coalescence-mGAM-p5,1669,1947
C4-e003Coalescence-mGAM-p7,1650,1914
C5-e003Coalescence-mBHI-inoculumn-redo,1705,1956
C5-e003Coalescence-mGAM-p1_S746,1492,1740
C5-e003Coalescence-mGAM-p3,1710,1964
C5-e003Coalescence-mGAM-p7,1689,1940
C_C11_G4_AE_AE_mBHI_mBHI_4_S227,1688,1978
C_C3_C4_AE_AE_mBHI_mBHI_6_S219,1692,1970
C_G11_G4_AE_AE_mBHI_mGAM_4_S275,1643,1954
C_G12_G5_AF_AE_mBHI_mGAM_4_S276,1465,1659
C_G3_C4_AE_AE_mBHI_mGAM_6_S267,1596,1898
C_G4_C5_AF_AE_mBHI_mGAM_6_S268,1023,1118
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,1701,1927
C_H12_H5_AF_AF_mBHI_mGAM_4_S288,1715,1961
C_H3_D4_AE_AF_mBHI_mGAM_6_S279,1509,1658
C_H4_D5_AF_AF_mBHI_mGAM_6_S280,1710,1943
Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643,1708,1938
Coalescence-D2-C5-AE-AF-mBHI-mGAM-5_S657,1433,1577
Coalescence-E5-C4-AE-AE-mBHI-mBHI-3_S672,1690,1980
D4-e003Coalescence-Inoculumn-mBHI,1708,1979
D4-e003Coalescence-mGAM-p1_S739,1714,1980
D4-e003Coalescence-mGAM-p3,1715,1980
D4-e003Coalescence-mGAM-p5,1711,1969
D4-e003Coalescence-mGAM-p7,1703,1959
D5-e003Coalescence-mGAM-p1_S747,1701,1922
D5-e003Coalescence-mGAM-p3,1711,1970
D5-e003Coalescence-mGAM-p5,1704,1956
D5-e003Coalescence-mGAM-p7,1128,1261
D_C3_C4_AE_AE_mBHI_mBHI_6_S315,1669,1972
D_G3_C4_AE_AE_mBHI_mGAM_6_S363,1691,1969
D_G4_C5_AF_AE_mBHI_mGAM_6_S364,1297,1425
D_H3_D4_AE_AF_mBHI_mGAM_6_S375,1713,1943
D_H4_D5_AF_AF_mBHI_mGAM_6_S376,1715,1975
G4-e003Coalescence-mBHI-p1_S798,1187,1497
G4-e003Coalescence-mBHI-p3_S35,1635,1972
G4-e003Coalescence-mBHI-p5_S27,1662,1977
G4-e003Coalescence-mBHI-p7_S123,1667,1966
G4-e003Coalescence-mGAM-p3_S83,1645,1966
G4-e003Coalescence-mGAM-p5_S75,1688,1978
G4-e003Coalescence-mGAM-p7_S171,1645,1939
G5-e003Coalescence-mGAM-p1_S810,1650,1898
G5-e003Coalescence-mGAM-p3_S84,1673,1892
G5-e003Coalescence-mGAM-p5_S76,1713,1953
G5-e003Coalescence-mGAM-p7_S172,1706,1908
H4-e003Coalescence-mGAM-p1_S803,1693,1963
H4-e003Coalescence-mGAM-p3_S95,1247,1370
H4-e003Coalescence-mGAM-p5_S87,1639,1826
H4-e003Coalescence-mGAM-p7_S183,1709,1938
H5-e003Coalescence-mGAM-p1_S811,1711,1953
H5-e003Coalescence-mGAM-p3_S96,1692,1866
H5-e003Coalescence-mGAM-p5_S88,1696,1919
