,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mGAM-p1_S768,3023,1956
A10-e003Coalescence-mGAM-p3,3607,2528
A10-e003Coalescence-mGAM-p7,3517,2419
A4-e003Coalescence-Inoculumn-mGAM,3604,2528
A8-e003Coalescence-mBHI-p3,2855,2161
A8-e003Coalescence-mGAM-p1_S752,1483,1300
A8-e003Coalescence-mGAM-p7,2122,1718
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,3025,2378
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,3610,2520
B_C11_C10_AE_AE_mGAM_mBHI_4_S131,3115,2115
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,3256,2194
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,3497,2406
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,2285,1854
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,3606,2520
B_G11_C10_AE_AE_mGAM_mGAM_4_S179,3602,2499
B_G7_G10_AE_AE_mGAM_mGAM_2_S175,3611,2529
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,3518,2418
C10-e003Coalescence-mBHI-p3,3485,2408
C10-e003Coalescence-mBHI-p5,3207,2188
C10-e003Coalescence-mBHI-p7,3149,2128
C10-e003Coalescence-mGAM-p1_S770,3584,2481
C10-e003Coalescence-mGAM-p3,3600,2515
C10-e003Coalescence-mGAM-p5,3606,2530
C10-e003Coalescence-mGAM-p7,3608,2532
C2-e003Coalescence-Inoculumn-mGAM,3530,2469
C8-e003Coalescence-mBHI-p5,3066,2141
C8-e003Coalescence-mGAM-p7,3594,2518
C_C5_C8_AA_AE_mGAM_mBHI_6_S221,3093,2196
C_C7_C10_AE_AE_mGAM_mBHI_6_S223,3562,2457
C_E5_A8_AA_AA_mGAM_mGAM_6_S245,3346,2526
C_E7_A10_AE_AA_mGAM_mGAM_6_S247,3607,2525
C_G5_C8_AA_AE_mGAM_mGAM_6_S269,3287,2235
C_G7_C10_AE_AE_mGAM_mGAM_6_S271,3531,2442
Coalescence-C2-A10-AA-AE-mGAM-mGAM-5_S645,3600,2492
Coalescence-C9-A8-AA-AA-mGAM-mGAM-5_S652,3328,2518
Coalescence-D3-C8-AA-AE-mGAM-mGAM-5_S658,3555,2457
Coalescence-E12-C8-AA-AE-mGAM-mBHI-3_S679,3391,2525
Coalescence-F9-C8-AA-AE-mGAM-mGAM-3_S688,3612,2531
D_C11_G10_AE_AE_mGAM_mBHI_4_S323,3596,2466
D_C6_C9_ACPP_AE_mGAM_mBHI_6_S318,3609,2514
D_C7_C10_AE_AE_mGAM_mBHI_6_S319,3570,2498
D_E11_E10_AE_AA_mGAM_mGAM_4_S347,3608,2515
D_E5_A8_AA_AA_mGAM_mGAM_6_S341,2014,1638
D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,3600,2504
D_E7_A10_AE_AA_mGAM_mGAM_6_S343,3610,2519
D_E9_E8_AA_AA_mGAM_mGAM_4_S345,3315,2514
D_G11_G10_AE_AE_mGAM_mGAM_4_S371,3587,2487
D_G5_C8_AA_AE_mGAM_mGAM_6_S365,3570,2480
D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366,3612,2518
D_G7_C10_AE_AE_mGAM_mGAM_6_S367,3597,2502
D_G9_G8_AA_AE_mGAM_mGAM_4_S369,3590,2492
E10-e003Coalescence-mGAM-p1_S832,1889,1229
E100-e003Coalescence-mGAM-p3_S155,3584,2486
E100-e003Coalescence-mGAM-p5_S55,3460,2335
E100-e003Coalescence-mGAM-p7_S151,3432,2306
E8-e003Coalescence-mGAM-p5_S53,3152,2421
E8-e003Coalescence-mGAM-p7_S149,3261,2486
G10-e003Coalescence-mGAM-p1_S834,3534,2385
G100-e003Coalescence-mBHI-p5_S31,3048,2012
G100-e003Coalescence-mBHI-p7_S127,2714,1843
G100-e003Coalescence-mGAM-p3_S179,3357,2219
G100-e003Coalescence-mGAM-p7_S175,2689,1848
G8-e003Coalescence-mGAM-p1_S818,2453,1590
G8-e003Coalescence-mGAM-p3_S177,3595,2473
G8-e003Coalescence-mGAM-p5_S77,3590,2496
G8-e003Coalescence-mGAM-p7_S173,3612,2525
