,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,sel_med1,sel_lower1,sel_upper1,sel_med2,sel_lower2,sel_upper2
0,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p1_S742,0,1,C5-AE-AF-mBHI-mBHI,-1.3064931192817157,-1.3149935874410095,-1.2967733547001332,-1.2468988425677963,-1.2601300270101157,-1.2337203197197826,1.243257193495667,1.238517713359319,1.248005585593099
1,C5-e003Coalescence-mBHI-inoculumn-redo,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,0,2,C5-AE-AF-mBHI-mBHI,-2.1737206736181087,-2.1761441610214898,-2.1542521644935624,-2.108399782755624,-2.112819017392784,-2.0897018218074037,2.0650564168196848,2.0603124807027946,2.079660258667253
2,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p3,0,3,C5-AE-AF-mBHI-mBHI,-1.3698791217520867,-2.187402161306818,-1.3324557812093767,-1.3263518863086428,-2.1555583372740923,-1.2878935467562975,1.3216567483583312,1.311885293670182,1.3475872498090686
3,C5-e003Coalescence-mBHI-inoculumn-redo,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,0,4,C5-AE-AF-mBHI-mBHI,-1.3682901749686862,-1.3692486812932172,-1.3670811723898697,-1.334539633348311,-1.3356451938994154,-1.332333009786487,1.358227983880523,1.3329629160188738,1.359415081904881
4,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p5,0,5,C5-AE-AF-mBHI-mBHI,-1.0196680193535919,-1.0358799162693164,-1.0057131308290634,-0.993277851674284,-1.0094889248718684,-0.9791379687182538,0.9904179560127254,0.9780896762684208,0.9923155304594813
5,C5-e003Coalescence-mBHI-inoculumn-redo,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,0,6,C5-AE-AF-mBHI-mBHI,-1.2799058521218138,-1.280713291589155,-1.2790998504026025,-1.257237225841338,-1.257974266208741,-1.2557661434667886,1.2907578106726758,1.2899678973166178,1.2915492093555812
6,C5-e003Coalescence-mBHI-inoculumn-redo,C5-e003Coalescence-mBHI-p7,0,7,C5-AE-AF-mBHI-mBHI,-1.0970621589615546,-1.0977542499335613,-1.096371300345088,-1.077631907864004,-1.0782636567503494,-1.0763709801143904,1.1063638377194365,1.1056867691285295,1.107042179447641
7,C5-e003Coalescence-mBHI-p1_S742,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,1,2,C5-AE-AF-mBHI-mBHI,-3.0391109968559347,-3.050468483033697,-2.999890283702655,-2.969900722943451,-2.9830446255328473,-2.9281120858790115,2.896612027756247,2.8821072480462706,2.911314931741407
8,C5-e003Coalescence-mBHI-p1_S742,C5-e003Coalescence-mBHI-p3,1,3,C5-AE-AF-mBHI-mBHI,-1.4006497175432555,-2.6287645708783725,-1.3441325587558939,-1.3638820505950664,-2.6092789180479734,-1.3061945412665485,1.3608565257896637,1.3485690838256135,1.3995505516547042
9,C5-e003Coalescence-mBHI-p1_S742,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,1,4,C5-AE-AF-mBHI-mBHI,-1.3881123113473786,-1.3918895000172287,-1.3862075442595656,-1.3622811545851816,-1.3666988726427176,-1.3593507456625424,1.3965515806754747,1.3644446502387253,1.3965515806754747
10,C5-e003Coalescence-mBHI-p1_S742,C5-e003Coalescence-mBHI-p5,1,5,C5-AE-AF-mBHI-mBHI,-0.948799541100695,-0.9688102180190791,-0.9305267422885363,-0.930960611101085,-0.9512244525980657,-0.9121801968549431,0.9283930166760769,0.9129826669956963,0.9283930166760769
11,C5-e003Coalescence-mBHI-p1_S742,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,1,6,C5-AE-AF-mBHI-mBHI,-1.2741222693796548,-1.2763885825815648,-1.272979409126967,-1.258421657082066,-1.2610722879165877,-1.2566634117284825,1.3002579341080778,1.3002579341080778,1.3002579341080778
12,C5-e003Coalescence-mBHI-p1_S742,C5-e003Coalescence-mBHI-p7,1,7,C5-AE-AF-mBHI-mBHI,-1.0617685578163787,-1.0636571521513039,-1.0608161742724724,-1.0486847142350548,-1.050893573263823,-1.0472195097737353,1.083548278423398,1.083548278423398,1.083548278423398
13,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,C5-e003Coalescence-mBHI-p3,2,3,C5-AE-AF-mBHI-mBHI,0.23781156176942364,-2.2126731951744474,0.34903719687964774,0.2377439065853193,-2.2443952366429967,0.353118925242355,-0.18496908039504367,-0.21417676409018016,-0.08535174891025132
14,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,2,4,C5-AE-AF-mBHI-mBHI,-0.5626129685931001,-0.5807967906785374,-0.5615892594759178,-0.5584713704060471,-0.577169331354267,-0.5584713704060467,0.6391699051425088,0.5910095094873848,0.6537737469900771
15,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,C5-e003Coalescence-mBHI-p5,2,5,C5-AE-AF-mBHI-mBHI,-0.2501351113598048,-0.27715493955267895,-0.23755483511699385,-0.24839115526342326,-0.2754096105927305,-0.23581591023404705,0.26741904498763347,0.24687191208045936,0.27715493955267895
16,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,2,6,C5-AE-AF-mBHI-mBHI,-0.8328750875105846,-0.841966998553303,-0.8326158858284742,-0.8305518906167197,-0.8399008710908297,-0.8305518906167195,0.9047956056235296,0.8974936846997454,0.9047956056235296
17,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,C5-e003Coalescence-mBHI-p7,2,7,C5-AE-AF-mBHI-mBHI,-0.6663000700084677,-0.6735735988426425,-0.6660927086627795,-0.6644415124933758,-0.6719206968726638,-0.6644415124933757,0.7238364844988237,0.7179949477597964,0.7238364844988237
18,C5-e003Coalescence-mBHI-p3,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,3,4,C5-AE-AF-mBHI-mBHI,-1.3622710284017387,-1.4742631340658479,1.0905050061385546,-1.3546866473974135,-1.4700616660544483,1.1284583838073703,1.4679416904470974,1.320745228476396,1.4925165743751982
19,C5-e003Coalescence-mBHI-p3,C5-e003Coalescence-mBHI-p5,3,5,C5-AE-AF-mBHI-mBHI,-0.4946168363769625,-0.5753806223846196,0.7264533791655682,-0.49145868618779454,-0.5758202744029828,0.7454134013923687,0.47739625016577936,0.43967097287150225,0.5082169495265405
20,C5-e003Coalescence-mBHI-p3,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,3,6,C5-AE-AF-mBHI-mBHI,-1.189770637270587,-1.226845848973995,-0.37226000607450227,-1.186650489684066,-1.225108829236411,-0.3589354792824715,1.2598588729870204,1.2338888758684805,1.268050500963054
21,C5-e003Coalescence-mBHI-p3,C5-e003Coalescence-mBHI-p7,3,7,C5-AE-AF-mBHI-mBHI,-0.8923279779529403,-0.9201343867304963,-0.2791950045558767,-0.8899878672630496,-0.9188316219273083,-0.2692016094618536,0.9448941547402654,0.9254166569013603,0.9510378757222906
22,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,C5-e003Coalescence-mBHI-p5,4,5,C5-AE-AF-mBHI-mBHI,0.3738038262017005,0.2937611185281641,0.446901186849499,0.37176927502182355,0.2907139090339017,0.44689093200639185,-0.47608267532211723,-0.5377240740436395,-0.3797618840118693
23,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,4,6,C5-AE-AF-mBHI-mBHI,-1.1031372064280687,-1.1036425121810303,-1.1031372064280687,-1.1026324108273928,-1.1026324108273928,-1.1026324108273928,1.155817464256982,1.155817464256982,1.203977859912106
24,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,C5-e003Coalescence-mBHI-p7,4,7,C5-AE-AF-mBHI-mBHI,-0.735424804285379,-0.7357616747873534,-0.735424804285379,-0.7350882738849285,-0.7350882738849285,-0.7350882738849285,0.7705449761713213,0.7705449761713213,0.8026519066080706
25,C5-e003Coalescence-mBHI-p5,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,5,6,C5-AE-AF-mBHI-mBHI,-2.580078239057838,-2.6541862112115595,-2.5000355313843015,-2.577034096676609,-2.6521557536611775,-2.4959787306886874,2.7877176038360814,2.7877176038360814,2.8493590025576037
26,C5-e003Coalescence-mBHI-p5,C5-e003Coalescence-mBHI-p7,5,7,C5-AE-AF-mBHI-mBHI,-1.290039119528919,-1.3270931056057798,-1.2500177656921507,-1.2885170483383046,-1.3260778768305888,-1.2479893653443437,1.3938588019180407,1.3938588019180407,1.4246795012788018
27,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,C5-e003Coalescence-mBHI-p7,6,7,C5-AE-AF-mBHI-mBHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,D4-e003Coalescence-Inoculumn-mBHI,D4-e003Coalescence-mBHI-p1_S735,0,1,D4-AE-AF-mBHI-mBHI,-1.7446262566194988,-1.7529143581845918,-1.7378477230467926,-1.66200809659631,-1.6763064157139294,-1.6570731118423896,1.6591877277131668,1.6534636323630525,1.6687381007053923
