,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,219271.0,212466.0
A5-e003Coalescence-mBHI-inoculumn-redo,420414.0,411259.0
A5-e003Coalescence-mBHI-p3,55681.0,51854.0
A5-e003Coalescence-mBHI-p7,254809.0,241844.0
A5-e003Coalescence-mGAM-p3,451539.0,428378.0
D2-e003Coalescence-Inoculumn-mBHI,366358.0,358577.0
D2-e003Coalescence-mBHI-p3,510951.0,488804.0
D2-e003Coalescence-mBHI-p5,168406.0,160222.0
D2-e003Coalescence-mGAM-p5,592785.0,568132.0
E5-e003Coalescence-mBHI-p3_S12,298862.0,282395.0
E5-e003Coalescence-mBHI-p5_S4,385511.0,362677.0
E5-e003Coalescence-mBHI-p7_S100,361926.0,343635.0
E5-e003Coalescence-mGAM-p3_S60,361640.0,345879.0
E5-e003Coalescence-mGAM-p5_S52,311105.0,292391.0
E5-e003Coalescence-mGAM-p7_S148,1137828.0,1085652.0
H2-e003Coalescence-mBHI-p3_S45,600998.0,572030.0
H2-e003Coalescence-mBHI-p7_S133,309383.0,294123.0
H2-e003Coalescence-mGAM-p3_S93,335395.0,318992.0
H2-e003Coalescence-mGAM-p5_S85,83138.0,76585.0
H2-e003Coalescence-mGAM-p7_S181,1281798.0,1231348.0
