,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,968655.0,1073649.0
C11-e003Coalescence-mBHI-p5,4069885.0,4459306.0
C11-e003Coalescence-mGAM-p3,2495701.0,2884084.0
C11-e003Coalescence-mGAM-p5,1165284.0,1355734.0
C11-e003Coalescence-mGAM-p7,1763728.0,2050695.0
C5-e003Coalescence-Inoculumn-mGAM,740787.0,837902.0
D10-e003Coalescence-mBHI-p3,1837709.0,2004827.0
D10-e003Coalescence-mBHI-p5,1301453.0,1414782.0
D10-e003Coalescence-mBHI-p7,1780292.0,1940447.0
D10-e003Coalescence-mGAM-p3,1150344.0,1348173.0
D10-e003Coalescence-mGAM-p5,1704957.0,1991984.0
D10-e003Coalescence-mGAM-p7,2784085.0,3273499.0
D4-e003Coalescence-Inoculumn-mGAM,106827.0,118540.0
G111-e003Coalescence-mBHI-p3_S132,40136.0,40879.0
G111-e003Coalescence-mBHI-p5_S32,4749344.0,5125973.0
G111-e003Coalescence-mBHI-p7_S128,1566558.0,1694148.0
G111-e003Coalescence-mGAM-p3_S180,820941.0,945466.0
G111-e003Coalescence-mGAM-p5_S80,1249035.0,1441431.0
G111-e003Coalescence-mGAM-p7_S176,52095.0,62933.0
H100-e003Coalescence-mBHI-p5_S43,3397654.0,3653312.0
H100-e003Coalescence-mBHI-p7_S139,3972184.0,4300866.0
H100-e003Coalescence-mGAM-p5_S91,639012.0,700676.0
H100-e003Coalescence-mGAM-p7_S187,367697.0,415730.0
