,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,193609.0,209555.0
A9-e003Coalescence-mBHI-p3,2041700.0,2124740.0
A9-e003Coalescence-mBHI-p5,729188.0,753585.0
A9-e003Coalescence-mBHI-p7,2119519.0,2207949.0
A9-e003Coalescence-mGAM-p5,752143.0,779882.0
A9-e003Coalescence-mGAM-p7,235605.0,245872.0
B2-e003Coalescence-Inoculumn-mGAM,352758.0,379370.0
B8-e003Coalescence-mBHI-p5,1529955.0,1578776.0
B8-e003Coalescence-mBHI-p7,588055.0,612090.0
B8-e003Coalescence-mGAM-p5,493771.0,515368.0
B8-e003Coalescence-mGAM-p7,602718.0,627553.0
E9-e003Coalescence-mBHI-p5_S6,907961.0,930705.0
E9-e003Coalescence-mBHI-p7_S102,814736.0,842392.0
E9-e003Coalescence-mGAM-p3_S154,623655.0,644256.0
E9-e003Coalescence-mGAM-p5_S54,228129.0,236577.0
F8-e003Coalescence-mBHI-p3_S117,905643.0,923714.0
F8-e003Coalescence-mBHI-p5_S17,984874.0,1008179.0
F8-e003Coalescence-mBHI-p7_S113,802234.0,823392.0
F8-e003Coalescence-mGAM-p5_S65,271779.0,278806.0
F8-e003Coalescence-mGAM-p7_S161,232273.0,238822.0
