,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,1425608.0,3546180.0
C5-e003Coalescence-mBHI-p3,108614.0,260464.0
C5-e003Coalescence-mBHI-p5,775012.0,1839412.0
C5-e003Coalescence-mBHI-p7,657608.0,1576448.0
C5-e003Coalescence-mGAM-p3,450941.0,1089409.0
C5-e003Coalescence-mGAM-p7,233366.0,565391.0
D4-e003Coalescence-Inoculumn-mBHI,1937609.0,4835830.0
D4-e003Coalescence-mBHI-p3,170069.0,406082.0
D4-e003Coalescence-mBHI-p5,222026.0,532052.0
D4-e003Coalescence-mBHI-p7,309269.0,738664.0
D4-e003Coalescence-mGAM-p3,438790.0,1052453.0
D4-e003Coalescence-mGAM-p5,485806.0,1168171.0
D4-e003Coalescence-mGAM-p7,464882.0,1121398.0
G5-e003Coalescence-mBHI-p3_S36,188625.0,446341.0
G5-e003Coalescence-mBHI-p5_S28,1091613.0,2582171.0
G5-e003Coalescence-mBHI-p7_S124,805671.0,1908558.0
G5-e003Coalescence-mGAM-p3_S84,333890.0,805912.0
G5-e003Coalescence-mGAM-p5_S76,342473.0,823165.0
G5-e003Coalescence-mGAM-p7_S172,462595.0,1100325.0
H4-e003Coalescence-mBHI-p3_S47,573169.0,1371446.0
H4-e003Coalescence-mBHI-p5_S39,534601.0,1260637.0
H4-e003Coalescence-mBHI-p7_S135,535361.0,1252731.0
H4-e003Coalescence-mGAM-p3_S95,81484.0,195831.0
H4-e003Coalescence-mGAM-p5_S87,256342.0,605467.0
H4-e003Coalescence-mGAM-p7_S183,631287.0,1505101.0
