,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,0.19999999999999996,0.786
A3-e003Coalescence-mBHI-p3,0.538,0.43899999999999995
A3-e003Coalescence-mBHI-p7,0.0,1.0
A3-e003Coalescence-mGAM-p7,0.0,1.0
B2-e003Coalescence-Inoculumn-mBHI,0.21899999999999997,0.767
B2-e003Coalescence-mBHI-p3,0.54,0.429
B2-e003Coalescence-mBHI-p5,0.289,0.698
B2-e003Coalescence-mBHI-p7,0.0,1.0
B2-e003Coalescence-mGAM-p3,0.0,1.0
E3-e003Coalescence-mBHI-p3_S10,0.448,0.523
E3-e003Coalescence-mBHI-p5_S2,0.396,0.577
E3-e003Coalescence-mGAM-p3_S58,0.0,1.0
E3-e003Coalescence-mGAM-p5_S50,0.0,1.0
E3-e003Coalescence-mGAM-p7_S146,0.0,1.0
F2-e003Coalescence-mBHI-p3_S21,0.594,0.381
F2-e003Coalescence-mBHI-p5_S13,0.291,0.686
F2-e003Coalescence-mBHI-p7_S109,0.429,0.5
F2-e003Coalescence-mGAM-p3_S69,0.0,1.0
F2-e003Coalescence-mGAM-p5_S61,0.0,1.0
F2-e003Coalescence-mGAM-p7_S157,0.0,1.0
