,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,10399,5820
C11-e003Coalescence-mBHI-p5,10716,5980
C11-e003Coalescence-mGAM-p3,10711,5976
C11-e003Coalescence-mGAM-p5,10488,5835
C11-e003Coalescence-mGAM-p7,9820,5384
C5-e003Coalescence-Inoculumn-mGAM,10688,5965
D10-e003Coalescence-mBHI-p3,10621,5932
D10-e003Coalescence-mBHI-p5,10127,5638
D10-e003Coalescence-mBHI-p7,10541,5918
D10-e003Coalescence-mGAM-p3,6103,3343
D10-e003Coalescence-mGAM-p5,10683,5957
D10-e003Coalescence-mGAM-p7,10617,5926
D4-e003Coalescence-Inoculumn-mGAM,9870,5556
G111-e003Coalescence-mBHI-p5_S32,10703,5980
G111-e003Coalescence-mBHI-p7_S128,10547,5912
G111-e003Coalescence-mGAM-p3_S180,10481,5787
G111-e003Coalescence-mGAM-p5_S80,10442,5799
H100-e003Coalescence-mBHI-p5_S43,10701,5977
H100-e003Coalescence-mBHI-p7_S139,10703,5977
