,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,3298,3561
A11-e003Coalescence-mBHI-p5,3158,3384
A11-e003Coalescence-mBHI-p7,2602,2689
A11-e003Coalescence-mGAM-p3,3258,3517
A11-e003Coalescence-mGAM-p7,2491,2548
A5-e003Coalescence-Inoculumn-mGAM,2968,3213
D2-e003Coalescence-Inoculumn-mGAM,3064,3310
D8-e003Coalescence-mBHI-p5,3230,3473
D8-e003Coalescence-mGAM-p5,3212,3466
E111-e003Coalescence-mBHI-p3_S108,3211,3425
E111-e003Coalescence-mBHI-p5_S8,3273,3513
E111-e003Coalescence-mBHI-p7_S104,3272,3523
E111-e003Coalescence-mGAM-p5_S56,3050,3229
H8-e003Coalescence-mBHI-p5_S41,3255,3501
H8-e003Coalescence-mBHI-p7_S137,3286,3546
H8-e003Coalescence-mGAM-p5_S89,3158,3398
H8-e003Coalescence-mGAM-p7_S185,3253,3489
