,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,299,303
B5-e003Coalescence-mBHI-p3,206,193
B5-e003Coalescence-mBHI-p5,141,155
B5-e003Coalescence-mBHI-p7,212,226
B5-e003Coalescence-mGAM-p3,286,295
B5-e003Coalescence-mGAM-p5,250,239
D3-e003Coalescence-Inoculumn-mBHI,302,310
D3-e003Coalescence-mGAM-p3,290,296
D3-e003Coalescence-mGAM-p5,289,296
F5-e003Coalescence-mBHI-p3_S24,221,253
F5-e003Coalescence-mBHI-p7_S112,194,201
F5-e003Coalescence-mGAM-p3_S72,241,252
F5-e003Coalescence-mGAM-p5_S64,248,254
H3-e003Coalescence-mBHI-p3_S46,282,279
H3-e003Coalescence-mGAM-p3_S94,242,224
H3-e003Coalescence-mGAM-p5_S86,174,166
