,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,65012.0,97403.0
B4-e003Coalescence-mBHI-p3,21574.0,32618.0
B4-e003Coalescence-mBHI-p5,284.0,585.0
B4-e003Coalescence-mGAM-p5,31846.0,49246.0
C3-e003Coalescence-mBHI-inoculumn-redo,58236.0,88758.0
C3-e003Coalescence-mBHI-p5,24214.0,36250.0
C3-e003Coalescence-mBHI-p7,42309.0,64952.0
C3-e003Coalescence-mGAM-p3,49541.0,75058.0
C3-e003Coalescence-mGAM-p5,37242.0,56173.0
C3-e003Coalescence-mGAM-p7,100852.0,152583.0
F4-e003Coalescence-mBHI-p3_S23,16012.0,25501.0
F4-e003Coalescence-mBHI-p5_S15,20511.0,32011.0
F4-e003Coalescence-mBHI-p7_S111,23679.0,35660.0
F4-e003Coalescence-mGAM-p3_S71,40509.0,61245.0
F4-e003Coalescence-mGAM-p5_S63,20215.0,31448.0
F4-e003Coalescence-mGAM-p7_S159,39081.0,58107.0
G3-e003Coalescence-mBHI-p3_S34,26093.0,39937.0
G3-e003Coalescence-mBHI-p5_S26,46446.0,69619.0
G3-e003Coalescence-mBHI-p7_S122,34582.0,53095.0
G3-e003Coalescence-mGAM-p3_S82,27001.0,40340.0
G3-e003Coalescence-mGAM-p5_S74,40257.0,60274.0
