,index,fixed_diffs,num_int_sites,sample1,species_id
0,G5-e004Assembly-epsilon-p3,0,3173248,G5-e004Assembly-epsilon-p3,100254
1,D5-e004Assembly-mGAM-p5,1,1867199,G5-e004Assembly-epsilon-p3,100254
2,F5-e004Assembly-epsilon-p5,0,1849828,G5-e004Assembly-epsilon-p3,100254
3,D5-e004Assembly-mGAM-p7,7,3171567,G5-e004Assembly-epsilon-p3,100254
4,D5-e004Assembly-mGAM-p3,4,1470608,G5-e004Assembly-epsilon-p3,100254
5,F5-e004Assembly-epsilon-p3,5,3172654,G5-e004Assembly-epsilon-p3,100254
6,G5-e004Assembly-epsilon-p5,6,3128835,G5-e004Assembly-epsilon-p3,100254
7,AG-Fecal,12039,2968169,G5-e004Assembly-epsilon-p3,100254
8,BC-Fecal,5811,1432538,G5-e004Assembly-epsilon-p3,100254
0,G5-e004Assembly-epsilon-p3,12,3173248,D5-e004Assembly-mGAM-p5,100254
1,D5-e004Assembly-mGAM-p5,0,1867199,D5-e004Assembly-mGAM-p5,100254
2,F5-e004Assembly-epsilon-p5,7,1849828,D5-e004Assembly-mGAM-p5,100254
3,D5-e004Assembly-mGAM-p7,9,3171567,D5-e004Assembly-mGAM-p5,100254
4,D5-e004Assembly-mGAM-p3,8,1470608,D5-e004Assembly-mGAM-p5,100254
5,F5-e004Assembly-epsilon-p3,10,3172654,D5-e004Assembly-mGAM-p5,100254
6,G5-e004Assembly-epsilon-p5,11,3128835,D5-e004Assembly-mGAM-p5,100254
7,AG-Fecal,6938,2968169,D5-e004Assembly-mGAM-p5,100254
8,BC-Fecal,3340,1432538,D5-e004Assembly-mGAM-p5,100254
0,G5-e004Assembly-epsilon-p3,7,3173248,F5-e004Assembly-epsilon-p5,100254
1,D5-e004Assembly-mGAM-p5,1,1867199,F5-e004Assembly-epsilon-p5,100254
2,F5-e004Assembly-epsilon-p5,0,1849828,F5-e004Assembly-epsilon-p5,100254
3,D5-e004Assembly-mGAM-p7,10,3171567,F5-e004Assembly-epsilon-p5,100254
4,D5-e004Assembly-mGAM-p3,2,1470608,F5-e004Assembly-epsilon-p5,100254
5,F5-e004Assembly-epsilon-p3,8,3172654,F5-e004Assembly-epsilon-p5,100254
6,G5-e004Assembly-epsilon-p5,7,3128835,F5-e004Assembly-epsilon-p5,100254
7,AG-Fecal,6860,2968169,F5-e004Assembly-epsilon-p5,100254
8,BC-Fecal,3330,1432538,F5-e004Assembly-epsilon-p5,100254
0,G5-e004Assembly-epsilon-p3,5,3173248,D5-e004Assembly-mGAM-p7,100254
1,D5-e004Assembly-mGAM-p5,0,1867199,D5-e004Assembly-mGAM-p7,100254
2,F5-e004Assembly-epsilon-p5,5,1849828,D5-e004Assembly-mGAM-p7,100254
3,D5-e004Assembly-mGAM-p7,0,3171567,D5-e004Assembly-mGAM-p7,100254
4,D5-e004Assembly-mGAM-p3,6,1470608,D5-e004Assembly-mGAM-p7,100254
5,F5-e004Assembly-epsilon-p3,7,3172654,D5-e004Assembly-mGAM-p7,100254
6,G5-e004Assembly-epsilon-p5,8,3128835,D5-e004Assembly-mGAM-p7,100254
7,AG-Fecal,12027,2968169,D5-e004Assembly-mGAM-p7,100254
8,BC-Fecal,5783,1432538,D5-e004Assembly-mGAM-p7,100254
0,G5-e004Assembly-epsilon-p3,6,3173248,D5-e004Assembly-mGAM-p3,100254
1,D5-e004Assembly-mGAM-p5,3,1867199,D5-e004Assembly-mGAM-p3,100254
2,F5-e004Assembly-epsilon-p5,2,1849828,D5-e004Assembly-mGAM-p3,100254
3,D5-e004Assembly-mGAM-p7,11,3171567,D5-e004Assembly-mGAM-p3,100254
4,D5-e004Assembly-mGAM-p3,0,1470608,D5-e004Assembly-mGAM-p3,100254
5,F5-e004Assembly-epsilon-p3,6,3172654,D5-e004Assembly-mGAM-p3,100254
6,G5-e004Assembly-epsilon-p5,9,3128835,D5-e004Assembly-mGAM-p3,100254
7,AG-Fecal,5463,2968169,D5-e004Assembly-mGAM-p3,100254
8,BC-Fecal,2635,1432538,D5-e004Assembly-mGAM-p3,100254
0,G5-e004Assembly-epsilon-p3,5,3173248,F5-e004Assembly-epsilon-p3,100254
1,D5-e004Assembly-mGAM-p5,1,1867199,F5-e004Assembly-epsilon-p3,100254
2,F5-e004Assembly-epsilon-p5,2,1849828,F5-e004Assembly-epsilon-p3,100254
3,D5-e004Assembly-mGAM-p7,7,3171567,F5-e004Assembly-epsilon-p3,100254
4,D5-e004Assembly-mGAM-p3,2,1470608,F5-e004Assembly-epsilon-p3,100254
5,F5-e004Assembly-epsilon-p3,0,3172654,F5-e004Assembly-epsilon-p3,100254
6,G5-e004Assembly-epsilon-p5,5,3128835,F5-e004Assembly-epsilon-p3,100254
7,AG-Fecal,12070,2968169,F5-e004Assembly-epsilon-p3,100254
8,BC-Fecal,5798,1432538,F5-e004Assembly-epsilon-p3,100254
0,G5-e004Assembly-epsilon-p3,7,3173248,G5-e004Assembly-epsilon-p5,100254
1,D5-e004Assembly-mGAM-p5,5,1867199,G5-e004Assembly-epsilon-p5,100254
2,F5-e004Assembly-epsilon-p5,1,1849828,G5-e004Assembly-epsilon-p5,100254
3,D5-e004Assembly-mGAM-p7,10,3171567,G5-e004Assembly-epsilon-p5,100254
4,D5-e004Assembly-mGAM-p3,3,1470608,G5-e004Assembly-epsilon-p5,100254
5,F5-e004Assembly-epsilon-p3,8,3172654,G5-e004Assembly-epsilon-p5,100254
6,G5-e004Assembly-epsilon-p5,0,3128835,G5-e004Assembly-epsilon-p5,100254
7,AG-Fecal,11892,2968169,G5-e004Assembly-epsilon-p5,100254
8,BC-Fecal,5744,1432538,G5-e004Assembly-epsilon-p5,100254
0,G5-e004Assembly-epsilon-p3,12044,3173248,AG-Fecal,100254
1,D5-e004Assembly-mGAM-p5,6937,1867199,AG-Fecal,100254
2,F5-e004Assembly-epsilon-p5,6862,1849828,AG-Fecal,100254
3,D5-e004Assembly-mGAM-p7,12034,3171567,AG-Fecal,100254
4,D5-e004Assembly-mGAM-p3,5467,1470608,AG-Fecal,100254
5,F5-e004Assembly-epsilon-p3,12076,3172654,AG-Fecal,100254
6,G5-e004Assembly-epsilon-p5,11896,3128835,AG-Fecal,100254
7,AG-Fecal,0,2968169,AG-Fecal,100254
8,BC-Fecal,1618,1432538,AG-Fecal,100254
0,G5-e004Assembly-epsilon-p3,5814,3173248,BC-Fecal,100254
1,D5-e004Assembly-mGAM-p5,3342,1867199,BC-Fecal,100254
2,F5-e004Assembly-epsilon-p5,3331,1849828,BC-Fecal,100254
3,D5-e004Assembly-mGAM-p7,5792,3171567,BC-Fecal,100254
4,D5-e004Assembly-mGAM-p3,2637,1470608,BC-Fecal,100254
5,F5-e004Assembly-epsilon-p3,5803,3172654,BC-Fecal,100254
6,G5-e004Assembly-epsilon-p5,5746,3128835,BC-Fecal,100254
7,AG-Fecal,1618,2968169,BC-Fecal,100254
8,BC-Fecal,0,1432538,BC-Fecal,100254
