,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
D11-e003Coalescence-mBHI-p5,0.5,0.9631395356265305
C8-e003Coalescence-mGAM-p7,0.006689023182071704,0.9864844963963946
D10-e003Coalescence-mBHI-p3,0.05649814046788216,1.0
A8-e003Coalescence-mBHI-p3,0.05022056930478414,0.954948321321315
A4-e003Coalescence-mBHI-inoculumn-redo,0.02006706954621511,1.0
D10-e003Assembly-mGAM-p5,0.08659082908147366,0.9420764131274051
C4-e003Coalescence-mGAM-p7,0.013378046364143407,0.972968992792789
D3-e004Assembly-mGAM-p7,0.03228465169593266,0.9710382065637025
C3-e003Coalescence-mGAM-p3,0.0176918739510297,0.9774741606606575
B4-e003Assembly-mBHI-p5,0.02006706954621511,0.9594534891891836
D4-e004Assembly-mGAM-p5,0.09855717004553377,0.050683138513520555
D3-e003Coalescence-Inoculumn-mBHI,0.769,0.9631395356265305
D11-e003Coalescence-mGAM-p5,0.625,0.9887370803303288
A11-e003Coalescence-mGAM-p7,0.647,0.9594534891891836
B10-e003Assembly-mGAM-p5,0.10102263392838594,
C2-e003Coalescence-mGAM-p7,0.003185249134319859,0.993564045903045
B11-e003Coalescence-mGAM-p3,0.9014428299544662,0.9493168614864794
C4-e003Coalescence-mBHI-inoculumn-redo,0.5,0.8430553873331272
D8-e003Assembly-mGAM-p5,0.28412468203973756,
D5-e003Coalescence-mGAM-p5,0.621,0.9837813956756735
A5-e003Coalescence-mGAM-p3,0.75,0.9746584307432398
A2-e003Coalescence-Inoculumn-mGAM,0.024496440855271893,0.968810376299372
E5-e004Assembly-mGAM-p5,0.0117945826340198,0.9849827737737716
D8-e003Coalescence-mGAM-p5,0.556,0.9837813956756735
A12-e003Coalescence-mGAM-p3,0.48,1.0
E4-e004Assembly-mGAM-p7,0.21654716402171015,0.8168979518886483
E3-e004Assembly-mGAM-p3,0.05051131696419297,0.9662112409909863
D5-e004Assembly-mGAM-p5,0.24353544174834646,0.15694461266687282
B5-e003Coalescence-Inoculumn-mGAM,0.538,1.0
D10-e003Coalescence-mBHI-p5,0.08659082908147366,0.9420764131274051
D10-e003Coalescence-mGAM-p5,0.114,0.9877131785421769
B11-e003Assembly-mGAM-p5,0.727,0.954948321321315
B4-e003Coalescence-mGAM-p5,0.03184537311185346,0.9594534891891836
D4-e003Coalescence-mGAM-p5,0.6,0.9855191032818512
B5-e003Coalescence-mGAM-p5,0.778,0.9761491112877551
B5-e003Coalescence-Inoculumn-mBHI,0.28412468203973756,0.9324224819819726
C2-e003Coalescence-mGAM-p3,0.045493390159790655,0.9420764131274051
B5-e003Coalescence-mGAM-p7,0.6795,1.0
E5-e004Assembly-mGAM-p7,0.011148371970119506,0.7
D5-e003Coalescence-Inoculumn-mGAM,0.6,0.9880745556438775
C4-e003Coalescence-mGAM-p5,0.010561615550639532,0.9786597311522018
C5-e003Coalescence-mGAM-p7,0.778,0.9761491112877551
C5-e003Coalescence-mBHI-inoculumn-redo,0.261,0.9761491112877551
D5-e003Coalescence-mBHI-p5,0.010033534773107556,1.0
D4-e003Coalescence-mGAM-p7,0.75,0.9849827737737716
