,0
A4-e003Coalescence-mBHI-inoculumn-redo,12.0
B4-e003Assembly-mBHI-p5,5.0
C4-e003Coalescence-mBHI-inoculumn-redo,7.0
E5-e004Assembly-mGAM-p5,185.0
E5-e004Assembly-mGAM-p7,85.0
C5-e003Coalescence-mBHI-inoculumn-redo,13.0
C4-e003Coalescence-mGAM-p3,12.0
B4-e003Assembly-mBHI-p3,7.0
D4-e003Coalescence-Inoculumn-mBHI,19.0
F5-e004Assembly-epsilon-p3,6.0
E5-e004Assembly-mGAM-p3,11.0
C2-e003Coalescence-mBHI-inoculumn-redo,8.0
C3-e003Coalescence-mBHI-inoculumn-redo,14.0
B4-e003Coalescence-Inoculumn-mBHI,17.0
C4-e003Coalescence-mBHI-p5,17.0
G4-e003Coalescence-mBHI-p5_S27,6.0
G4-e003Coalescence-mBHI-p3_S35,11.0
G4-e003Coalescence-mGAM-p3_S83,20.0
