,index,fixed_diffs,num_int_sites,sample1,species_id
0,C9-e003Coalescence-mGAM-p3,0,2201422,C9-e003Coalescence-mGAM-p3,103695
1,C9-e003Coalescence-mGAM-p7,11,1987535,C9-e003Coalescence-mGAM-p3,103695
2,B9-e003Coalescence-mGAM-p5,16,2179002,C9-e003Coalescence-mGAM-p3,103695
3,B11-e003Coalescence-mGAM-p3,8,1985497,C9-e003Coalescence-mGAM-p3,103695
4,E5-e004Assembly-mGAM-p5,15385,2157190,C9-e003Coalescence-mGAM-p3,103695
5,D9-e003Coalescence-mGAM-p7,21,2096528,C9-e003Coalescence-mGAM-p3,103695
6,B10-e003Coalescence-mGAM-p3,9,2190528,C9-e003Coalescence-mGAM-p3,103695
7,B5-e003Coalescence-Inoculumn-mGAM,8,2218583,C9-e003Coalescence-mGAM-p3,103695
8,E5-e004Assembly-mGAM-p7,15759,2213210,C9-e003Coalescence-mGAM-p3,103695
9,BF-Fecal,14922,2251125,C9-e003Coalescence-mGAM-p3,103695
10,AM-Fecal,12990,2347370,C9-e003Coalescence-mGAM-p3,103695
11,e003-inoculumn-fecal-inoculumn,7575,1152433,C9-e003Coalescence-mGAM-p3,103695
12,e003-inoculumn-fecal-AC,26,2197604,C9-e003Coalescence-mGAM-p3,103695
13,B9-e003GlycerolRevival-mGAM-p2,3,2192401,C9-e003Coalescence-mGAM-p3,103695
14,B2-e003Coalescence-Inoculumn-mGAM,6,2218066,C9-e003Coalescence-mGAM-p3,103695
15,A3-e003Coalescence-Inoculumn-mGAM,6,2204555,C9-e003Coalescence-mGAM-p3,103695
16,BG-Fecal,11809,2319507,C9-e003Coalescence-mGAM-p3,103695
17,B9-e003Assembly-mGAM-p5,0,1083185,C9-e003Coalescence-mGAM-p3,103695
18,B11-e003Coalescence-mGAM-p7,8,1082819,C9-e003Coalescence-mGAM-p3,103695
19,C3-e003Coalescence-Inoculumn-mGAM,9,2234503,C9-e003Coalescence-mGAM-p3,103695
20,B3-e003Coalescence-Inoculumn-mGAM,2,2223658,C9-e003Coalescence-mGAM-p3,103695
21,B4-e003Coalescence-Inoculumn-mGAM,4,2240234,C9-e003Coalescence-mGAM-p3,103695
22,B8-e003Coalescence-mGAM-p5,7,2143041,C9-e003Coalescence-mGAM-p3,103695
23,C9-e003GlycerolRevival-mGAM-p2,8,1672103,C9-e003Coalescence-mGAM-p3,103695
24,C9-e003Coalescence-mGAM-p5,9,2211005,C9-e003Coalescence-mGAM-p3,103695
25,D3-e003Coalescence-Inoculumn-mGAM,9,2219495,C9-e003Coalescence-mGAM-p3,103695
26,BC-Fecal,14999,1881437,C9-e003Coalescence-mGAM-p3,103695
27,e004-inoculumn-fecal-BE,9678,2304445,C9-e003Coalescence-mGAM-p3,103695
28,BA-Fecal,6822,1072249,C9-e003Coalescence-mGAM-p3,103695
29,A9-e003Coalescence-mGAM-p5,4,2170062,C9-e003Coalescence-mGAM-p3,103695
30,F9-e003Coalescence-mGAM-p5_S66,28,2150390,C9-e003Coalescence-mGAM-p3,103695
31,F8-e003Coalescence-mGAM-p5_S65,10,1221340,C9-e003Coalescence-mGAM-p3,103695
32,G9-e003Coalescence-mGAM-p5_S78,27,2109243,C9-e003Coalescence-mGAM-p3,103695
33,G9-e003Coalescence-mGAM-p7_S174,24,2134036,C9-e003Coalescence-mGAM-p3,103695
34,F100-e003Coalescence-mGAM-p3_S167,20,1976497,C9-e003Coalescence-mGAM-p3,103695
35,E9-e003Coalescence-mGAM-p3_S154,14,2142892,C9-e003Coalescence-mGAM-p3,103695
36,F111-e003Coalescence-mGAM-p3_S168,19,2103758,C9-e003Coalescence-mGAM-p3,103695
37,E9-e003Coalescence-mGAM-p5_S54,16,1950341,C9-e003Coalescence-mGAM-p3,103695
38,G9-e003Coalescence-mGAM-p3_S178,22,2193552,C9-e003Coalescence-mGAM-p3,103695
0,C9-e003Coalescence-mGAM-p3,16,2201422,C9-e003Coalescence-mGAM-p7,103695
1,C9-e003Coalescence-mGAM-p7,0,1987535,C9-e003Coalescence-mGAM-p7,103695
2,B9-e003Coalescence-mGAM-p5,16,2179002,C9-e003Coalescence-mGAM-p7,103695
3,B11-e003Coalescence-mGAM-p3,20,1985497,C9-e003Coalescence-mGAM-p7,103695
4,E5-e004Assembly-mGAM-p5,13608,2157190,C9-e003Coalescence-mGAM-p7,103695
5,D9-e003Coalescence-mGAM-p7,22,2096528,C9-e003Coalescence-mGAM-p7,103695
6,B10-e003Coalescence-mGAM-p3,15,2190528,C9-e003Coalescence-mGAM-p7,103695
7,B5-e003Coalescence-Inoculumn-mGAM,14,2218583,C9-e003Coalescence-mGAM-p7,103695
8,E5-e004Assembly-mGAM-p7,13949,2213210,C9-e003Coalescence-mGAM-p7,103695
9,BF-Fecal,13273,2251125,C9-e003Coalescence-mGAM-p7,103695
10,AM-Fecal,11539,2347370,C9-e003Coalescence-mGAM-p7,103695
11,e003-inoculumn-fecal-inoculumn,6690,1152433,C9-e003Coalescence-mGAM-p7,103695
12,e003-inoculumn-fecal-AC,51,2197604,C9-e003Coalescence-mGAM-p7,103695
13,B9-e003GlycerolRevival-mGAM-p2,15,2192401,C9-e003Coalescence-mGAM-p7,103695
14,B2-e003Coalescence-Inoculumn-mGAM,18,2218066,C9-e003Coalescence-mGAM-p7,103695
15,A3-e003Coalescence-Inoculumn-mGAM,25,2204555,C9-e003Coalescence-mGAM-p7,103695
16,BG-Fecal,10462,2319507,C9-e003Coalescence-mGAM-p7,103695
17,B9-e003Assembly-mGAM-p5,1,1083185,C9-e003Coalescence-mGAM-p7,103695
18,B11-e003Coalescence-mGAM-p7,9,1082819,C9-e003Coalescence-mGAM-p7,103695
19,C3-e003Coalescence-Inoculumn-mGAM,20,2234503,C9-e003Coalescence-mGAM-p7,103695
20,B3-e003Coalescence-Inoculumn-mGAM,16,2223658,C9-e003Coalescence-mGAM-p7,103695
21,B4-e003Coalescence-Inoculumn-mGAM,19,2240234,C9-e003Coalescence-mGAM-p7,103695
22,B8-e003Coalescence-mGAM-p5,30,2143041,C9-e003Coalescence-mGAM-p7,103695
23,C9-e003GlycerolRevival-mGAM-p2,23,1672103,C9-e003Coalescence-mGAM-p7,103695
24,C9-e003Coalescence-mGAM-p5,15,2211005,C9-e003Coalescence-mGAM-p7,103695
25,D3-e003Coalescence-Inoculumn-mGAM,22,2219495,C9-e003Coalescence-mGAM-p7,103695
26,BC-Fecal,13481,1881437,C9-e003Coalescence-mGAM-p7,103695
27,e004-inoculumn-fecal-BE,8633,2304445,C9-e003Coalescence-mGAM-p7,103695
28,BA-Fecal,6155,1072249,C9-e003Coalescence-mGAM-p7,103695
29,A9-e003Coalescence-mGAM-p5,29,2170062,C9-e003Coalescence-mGAM-p7,103695
30,F9-e003Coalescence-mGAM-p5_S66,32,2150390,C9-e003Coalescence-mGAM-p7,103695
31,F8-e003Coalescence-mGAM-p5_S65,14,1221340,C9-e003Coalescence-mGAM-p7,103695
32,G9-e003Coalescence-mGAM-p5_S78,32,2109243,C9-e003Coalescence-mGAM-p7,103695
33,G9-e003Coalescence-mGAM-p7_S174,31,2134036,C9-e003Coalescence-mGAM-p7,103695
34,F100-e003Coalescence-mGAM-p3_S167,25,1976497,C9-e003Coalescence-mGAM-p7,103695
35,E9-e003Coalescence-mGAM-p3_S154,28,2142892,C9-e003Coalescence-mGAM-p7,103695
36,F111-e003Coalescence-mGAM-p3_S168,23,2103758,C9-e003Coalescence-mGAM-p7,103695
