,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,-0.0
B3-e003Coalescence-Inoculumn-mBHI,6.376796451350348e-05,0.9999436270316363
A3-e003Coalescence-mBHI-inoculumn-redo,0.2129843417849029,0.7742213749198789
A3-e003Coalescence-mBHI-p3,0.0005810911444727935,0.9992202586428873
A3-e003Coalescence-mGAM-p7,0.8979025875460744,0.09271487640458098
B2-e003Coalescence-Inoculumn-mBHI,0.357,0.615
B2-e003Coalescence-mBHI-p3,0.0009880793554015008,0.9988431133450334
B2-e003Coalescence-mBHI-p5,0.09925533311735826,0.8901467194702242
B2-e003Coalescence-mGAM-p3,0.9578385030012485,0.04082904614526185
E3-e003Coalescence-mBHI-p3_S10,0.0005437522694437701,0.9991948707823191
E3-e003Coalescence-mBHI-p5_S2,0.03005217773462189,0.964419488071037
E3-e003Coalescence-mGAM-p3_S58,0.9266263594827174,0.06291787628826395
E3-e003Coalescence-mGAM-p5_S50,0.579,0.4
E3-e003Coalescence-mGAM-p7_S146,0.004132338412138759,0.9939559251028817
F2-e003Coalescence-mBHI-p3_S21,0.001120795030460969,0.9978303167341195
F2-e003Coalescence-mBHI-p5_S13,0.000688455989742835,0.9989921307028472
F2-e003Coalescence-mGAM-p3_S69,0.9967820689894923,0.0026387549883589083
F2-e003Coalescence-mGAM-p5_S61,0.9961750214852277,0.0028206302057039675
