,A2-e003Coalescence-mBHI-inoculumn-redo,B3-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,1.0,0.0
B3-e003Coalescence-Inoculumn-mBHI,0.00022091117666338906,0.9998833671399594
A3-e003Coalescence-mBHI-inoculumn-redo,0.12101491314323172,0.2903273326572008
A3-e003Coalescence-mBHI-p3,0.00044559160930842344,0.9878653651115619
A3-e003Coalescence-mGAM-p7,0.4893477548344805,0.0
B2-e003Coalescence-Inoculumn-mBHI,0.3376175024582104,0.6020993914807303
B2-e003Coalescence-mBHI-p3,0.0028279252704031467,0.9887408722109534
B2-e003Coalescence-mBHI-p5,0.0019683710258931496,0.46527434077079105
B2-e003Coalescence-mGAM-p3,0.717614716486398,0.004000760649087221
E3-e003Coalescence-mBHI-p3_S10,0.00027597509013438214,0.9876338742393509
E3-e003Coalescence-mBHI-p5_S2,0.0005822681088167814,0.752426724137931
E3-e003Coalescence-mGAM-p3_S58,0.6054929531301212,0.007323275862068966
E3-e003Coalescence-mGAM-p5_S50,0.5664998361193051,0.3811417342799189
E3-e003Coalescence-mGAM-p7_S146,0.0055752212389380525,0.9489193711967545
F2-e003Coalescence-mBHI-p3_S21,0.0001245493280891511,0.9707241379310345
F2-e003Coalescence-mBHI-p5_S13,0.00016846935431006228,0.9835636409736309
F2-e003Coalescence-mGAM-p3_S69,0.9614732874467388,8.924949290060851e-05
F2-e003Coalescence-mGAM-p5_S61,0.9552610619469027,0.0008995943204868155
