,index,fixed_diffs,num_int_sites,sample1,species_id
0,F3-e004Assembly-epsilon-p3,0,3177772,F3-e004Assembly-epsilon-p3,100123
1,D3-e004Assembly-mGAM-p7,30,4653134,F3-e004Assembly-epsilon-p3,100123
2,E3-e004Assembly-mGAM-p3,21,4887546,F3-e004Assembly-epsilon-p3,100123
3,D2-e004Assembly-mGAM-p3,6245,2208196,F3-e004Assembly-epsilon-p3,100123
4,G3-e004Assembly-epsilon-p7,16,3393284,F3-e004Assembly-epsilon-p3,100123
5,C3-e004Assembly-mBHI-p7,1116,1392116,F3-e004Assembly-epsilon-p3,100123
6,F2-e004Assembly-epsilon-p3,6789,2407186,F3-e004Assembly-epsilon-p3,100123
7,E3-e004Assembly-mGAM-p7,21,4880557,F3-e004Assembly-epsilon-p3,100123
8,E2-e004Assembly-mGAM-p7,21058,4522690,F3-e004Assembly-epsilon-p3,100123
9,C2-e004Assembly-mBHI-p7,6296,1441123,F3-e004Assembly-epsilon-p3,100123
10,E3-e004Assembly-mGAM-p5,21,4894283,F3-e004Assembly-epsilon-p3,100123
11,E2-e004Assembly-mGAM-p5,16471,3910868,F3-e004Assembly-epsilon-p3,100123
12,D3-e004Assembly-mGAM-p5,28,3258460,F3-e004Assembly-epsilon-p3,100123
13,C3-e004Assembly-mBHI-p3,97,1761843,F3-e004Assembly-epsilon-p3,100123
14,AG-Fecal,4845,2269701,F3-e004Assembly-epsilon-p3,100123
15,F3-e004Assembly-epsilon-p5,2,1779888,F3-e004Assembly-epsilon-p3,100123
16,G3-e004Assembly-epsilon-p5,10,3558525,F3-e004Assembly-epsilon-p3,100123
0,F3-e004Assembly-epsilon-p3,7,3177772,D3-e004Assembly-mGAM-p7,100123
1,D3-e004Assembly-mGAM-p7,0,4653134,D3-e004Assembly-mGAM-p7,100123
2,E3-e004Assembly-mGAM-p3,8,4887546,D3-e004Assembly-mGAM-p7,100123
3,D2-e004Assembly-mGAM-p3,9142,2208196,D3-e004Assembly-mGAM-p7,100123
4,G3-e004Assembly-epsilon-p7,13,3393284,D3-e004Assembly-mGAM-p7,100123
5,C3-e004Assembly-mBHI-p7,1322,1392116,D3-e004Assembly-mGAM-p7,100123
6,F2-e004Assembly-epsilon-p3,10052,2407186,D3-e004Assembly-mGAM-p7,100123
7,E3-e004Assembly-mGAM-p7,12,4880557,D3-e004Assembly-mGAM-p7,100123
8,E2-e004Assembly-mGAM-p7,30806,4522690,D3-e004Assembly-mGAM-p7,100123
9,C2-e004Assembly-mBHI-p7,9025,1441123,D3-e004Assembly-mGAM-p7,100123
10,E3-e004Assembly-mGAM-p5,10,4894283,D3-e004Assembly-mGAM-p7,100123
11,E2-e004Assembly-mGAM-p5,24028,3910868,D3-e004Assembly-mGAM-p7,100123
12,D3-e004Assembly-mGAM-p5,14,3258460,D3-e004Assembly-mGAM-p7,100123
13,C3-e004Assembly-mBHI-p3,114,1761843,D3-e004Assembly-mGAM-p7,100123
