,0
C12-e003Coalescence-mBHI-p3,15.0
C9-e003Coalescence-mGAM-p3,7.0
C11-e003Coalescence-mBHI-p3,25.0
D11-e003Coalescence-mBHI-p5,48.0
D10-e003Coalescence-mBHI-p3,65.0
B9-e003Coalescence-mGAM-p5,14.0
B8-e003Assembly-mGAM-p5,8.0
C8-e003Assembly-mGAM-p3,9.0
D11-e003Coalescence-mGAM-p5,11.0
B11-e003Coalescence-mGAM-p3,29.0
A2-e003Coalescence-Inoculumn-mGAM,44.0
D9-e003Coalescence-mGAM-p7,24.0
B10-e003Coalescence-mGAM-p3,5.0
B5-e003Coalescence-Inoculumn-mGAM,27.0
D10-e003Coalescence-mBHI-p5,55.0
D10-e003Coalescence-mGAM-p5,19.0
B11-e003Assembly-mGAM-p5,11.0
D5-e003Coalescence-Inoculumn-mGAM,40.0
B9-e003GlycerolRevival-mGAM-p2,4.0
B2-e003Coalescence-Inoculumn-mGAM,26.0
B12-e003Coalescence-mGAM-p3,5.0
A3-e003Coalescence-Inoculumn-mGAM,17.0
A10-e003Coalescence-mGAM-p3,6.0
C11-e003Coalescence-mGAM-p5,23.0
D10-e003Coalescence-mGAM-p7,41.0
C12-e003Coalescence-mGAM-p3,7.0
C11-e003Coalescence-mGAM-p3,32.0
C11-e003Coalescence-mBHI-p5,9.0
D10-e003Coalescence-mGAM-p3,21.0
C2-e003Coalescence-Inoculumn-mGAM,5.0
B3-e003Coalescence-Inoculumn-mGAM,14.0
D11-e003Coalescence-mGAM-p7,102.0
B4-e003Coalescence-Inoculumn-mGAM,12.0
B11-e003GlycerolRevival-mGAM-p2,13.0
D12-e003Coalescence-mBHI-p3,18.0
C11-e003Coalescence-mGAM-p7,23.0
A8-e003Coalescence-mGAM-p7,5.0
A5-e003Coalescence-Inoculumn-mGAM,34.0
D4-e003Coalescence-Inoculumn-mGAM,5.0
C9-e003GlycerolRevival-mGAM-p2,5.0
B8-e003GlycerolRevival-mGAM-p2,16.0
D2-e003Coalescence-Inoculumn-mGAM,32.0
C5-e003Coalescence-Inoculumn-mGAM,33.0
A11-e003Coalescence-mBHI-p3,8.0
A4-e003Coalescence-Inoculumn-mGAM,31.0
H111-e003Coalescence-mGAM-p7_S188,135.0
F100-e003Coalescence-mGAM-p7_S163,13.0
H111-e003Coalescence-mBHI-p3_S144,318.0
G111-e003Coalescence-mGAM-p5_S80,21.0
G111-e003Coalescence-mBHI-p5_S32,80.0
H9-e003Coalescence-mGAM-p3_S190,6.0
G8-e003Coalescence-mGAM-p3_S177,6.0
G111-e003Coalescence-mBHI-p3_S132,5.0
F9-e003Coalescence-mGAM-p5_S66,5.0
G111-e003Coalescence-mGAM-p7_S176,7.0
H100-e003Coalescence-mGAM-p7_S187,25.0
E100-e003Coalescence-mGAM-p3_S155,6.0
F111-e003Coalescence-mGAM-p7_S164,5.0
H100-e003Coalescence-mBHI-p5_S43,117.0
G8-e003Coalescence-mGAM-p5_S77,27.0
H111-e003Coalescence-mGAM-p5_S92,102.0
H9-e003Coalescence-mGAM-p5_S90,73.0
G9-e003Coalescence-mGAM-p7_S174,6.0
G111-e003Coalescence-mGAM-p3_S180,83.0
F9-e003Coalescence-mGAM-p7_S162,8.0
H9-e003Coalescence-mGAM-p7_S186,158.0
G100-e003Coalescence-mBHI-p3_S131,93.0
G111-e003Coalescence-mBHI-p7_S128,50.0
H111-e003Coalescence-mBHI-p5_S44,188.0
H100-e003Coalescence-mGAM-p5_S91,35.0
H100-e003Coalescence-mBHI-p7_S139,148.0
G8-e003Coalescence-mGAM-p7_S173,12.0
H111-e003Coalescence-mGAM-p3_S192,96.0
E8-e003Coalescence-mBHI-p3_S105,5.0
E8-e003Coalescence-mGAM-p7_S149,135.0
G9-e003Coalescence-mGAM-p3_S178,6.0
