,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,3695,3957
C9-e003Coalescence-mGAM-p3,2976,2989
C11-e003Coalescence-mBHI-p3,3743,3997
D11-e003Coalescence-mBHI-p5,3773,4024
D10-e003Coalescence-mBHI-p3,3762,4032
B9-e003Coalescence-mGAM-p5,3661,3841
B8-e003Assembly-mGAM-p5,3003,3603
C8-e003Assembly-mGAM-p3,3206,3718
D11-e003Coalescence-mGAM-p5,3622,3799
B11-e003Coalescence-mGAM-p3,3755,4029
A2-e003Coalescence-Inoculumn-mGAM,3782,4044
D9-e003Coalescence-mGAM-p7,3756,3995
B10-e003Coalescence-mGAM-p3,1407,1367
B5-e003Coalescence-Inoculumn-mGAM,3764,4013
D10-e003Coalescence-mBHI-p5,3758,4025
D10-e003Coalescence-mGAM-p5,3756,3970
B11-e003Assembly-mGAM-p5,3652,3799
D5-e003Coalescence-Inoculumn-mGAM,3782,4044
B2-e003Coalescence-Inoculumn-mGAM,3715,3998
B12-e003Coalescence-mGAM-p3,2171,2039
A3-e003Coalescence-Inoculumn-mGAM,3697,3972
A10-e003Coalescence-mGAM-p3,2149,2686
C11-e003Coalescence-mGAM-p5,3754,3982
D10-e003Coalescence-mGAM-p7,3776,4034
C12-e003Coalescence-mGAM-p3,2918,2912
C11-e003Coalescence-mGAM-p3,3769,4022
C11-e003Coalescence-mBHI-p5,3281,3443
D10-e003Coalescence-mGAM-p3,3754,3975
C2-e003Coalescence-Inoculumn-mGAM,1388,1814
B3-e003Coalescence-Inoculumn-mGAM,3633,3844
D11-e003Coalescence-mGAM-p7,3782,4043
B4-e003Coalescence-Inoculumn-mGAM,3631,3836
B11-e003GlycerolRevival-mGAM-p2,3687,3878
D12-e003Coalescence-mBHI-p3,3751,3982
C11-e003Coalescence-mGAM-p7,3732,3960
A8-e003Coalescence-mGAM-p7,1252,1618
A5-e003Coalescence-Inoculumn-mGAM,3769,4020
D4-e003Coalescence-Inoculumn-mGAM,1687,1606
C9-e003GlycerolRevival-mGAM-p2,1694,2206
B8-e003GlycerolRevival-mGAM-p2,3570,3958
D2-e003Coalescence-Inoculumn-mGAM,3766,3988
C5-e003Coalescence-Inoculumn-mGAM,3766,3995
A11-e003Coalescence-mBHI-p3,2879,3389
A4-e003Coalescence-Inoculumn-mGAM,3676,4009
H111-e003Coalescence-mGAM-p7_S188,3781,4042
F100-e003Coalescence-mGAM-p7_S163,3539,3709
H111-e003Coalescence-mBHI-p3_S144,3778,4040
G111-e003Coalescence-mGAM-p5_S80,3733,3915
G111-e003Coalescence-mBHI-p5_S32,3769,4027
H9-e003Coalescence-mGAM-p3_S190,2399,2119
G8-e003Coalescence-mGAM-p3_S177,1996,2600
G111-e003Coalescence-mBHI-p3_S132,1721,1551
F9-e003Coalescence-mGAM-p5_S66,1526,1319
G111-e003Coalescence-mGAM-p7_S176,2821,2708
H100-e003Coalescence-mGAM-p7_S187,3737,3980
E100-e003Coalescence-mGAM-p3_S155,1906,2492
F111-e003Coalescence-mGAM-p7_S164,1602,1411
H100-e003Coalescence-mBHI-p5_S43,3757,4030
G8-e003Coalescence-mGAM-p5_S77,3543,3987
H111-e003Coalescence-mGAM-p5_S92,3778,4038
H9-e003Coalescence-mGAM-p5_S90,3774,4026
G9-e003Coalescence-mGAM-p7_S174,2071,1993
G111-e003Coalescence-mGAM-p3_S180,3773,4042
F9-e003Coalescence-mGAM-p7_S162,3178,3124
H9-e003Coalescence-mGAM-p7_S186,3782,4042
G100-e003Coalescence-mBHI-p3_S131,3420,3954
G111-e003Coalescence-mBHI-p7_S128,3754,4011
H111-e003Coalescence-mBHI-p5_S44,3781,4042
H100-e003Coalescence-mGAM-p5_S91,3769,4004
H100-e003Coalescence-mBHI-p7_S139,3757,4028
G8-e003Coalescence-mGAM-p7_S173,3361,3858
H111-e003Coalescence-mGAM-p3_S192,3782,4040
E8-e003Coalescence-mBHI-p3_S105,1087,1630
E8-e003Coalescence-mGAM-p7_S149,3649,4027
G9-e003Coalescence-mGAM-p3_S178,2474,2323
