,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,3460,3756
C9-e003Coalescence-mGAM-p3,2803,2844
C11-e003Coalescence-mBHI-p3,3499,3815
D11-e003Coalescence-mBHI-p5,3524,3836
D10-e003Coalescence-mBHI-p3,3515,3840
B9-e003Coalescence-mGAM-p5,3447,3706
B8-e003Assembly-mGAM-p5,2855,3476
C8-e003Assembly-mGAM-p3,3031,3557
D11-e003Coalescence-mGAM-p5,3378,3638
B11-e003Coalescence-mGAM-p3,3508,3844
A2-e003Coalescence-Inoculumn-mGAM,3532,3855
D9-e003Coalescence-mGAM-p7,3511,3816
B10-e003Coalescence-mGAM-p3,1352,1305
B5-e003Coalescence-Inoculumn-mGAM,3516,3829
D10-e003Coalescence-mBHI-p5,3513,3840
D10-e003Coalescence-mGAM-p5,3501,3781
B11-e003Assembly-mGAM-p5,3409,3651
D5-e003Coalescence-Inoculumn-mGAM,3501,3811
B2-e003Coalescence-Inoculumn-mGAM,3532,3855
B12-e003Coalescence-mGAM-p3,1987,1974
A3-e003Coalescence-Inoculumn-mGAM,3532,3855
A10-e003Coalescence-mGAM-p3,2018,2575
C11-e003Coalescence-mGAM-p5,3503,3803
D10-e003Coalescence-mGAM-p7,3526,3845
C12-e003Coalescence-mGAM-p3,2709,2854
C11-e003Coalescence-mGAM-p3,3522,3833
C11-e003Coalescence-mBHI-p5,3068,3271
D10-e003Coalescence-mGAM-p3,3509,3795
C2-e003Coalescence-Inoculumn-mGAM,1289,1736
B3-e003Coalescence-Inoculumn-mGAM,3532,3855
D11-e003Coalescence-mGAM-p7,3531,3852
B4-e003Coalescence-Inoculumn-mGAM,3420,3682
B11-e003GlycerolRevival-mGAM-p2,3446,3703
D12-e003Coalescence-mBHI-p3,3506,3807
C11-e003Coalescence-mGAM-p7,3482,3779
A8-e003Coalescence-mGAM-p7,1192,1573
A5-e003Coalescence-Inoculumn-mGAM,3513,3823
D4-e003Coalescence-Inoculumn-mGAM,1554,1535
C9-e003GlycerolRevival-mGAM-p2,1609,2114
B8-e003GlycerolRevival-mGAM-p2,3363,3779
D2-e003Coalescence-Inoculumn-mGAM,3518,3798
C5-e003Coalescence-Inoculumn-mGAM,3520,3813
A11-e003Coalescence-mBHI-p3,2744,3242
A4-e003Coalescence-Inoculumn-mGAM,3458,3837
H111-e003Coalescence-mGAM-p7_S188,3531,3853
F100-e003Coalescence-mGAM-p7_S163,3342,3568
H111-e003Coalescence-mBHI-p3_S144,3528,3853
G111-e003Coalescence-mGAM-p5_S80,3482,3748
G111-e003Coalescence-mBHI-p5_S32,3521,3839
H9-e003Coalescence-mGAM-p3_S190,2196,2064
G8-e003Coalescence-mGAM-p3_S177,1883,2473
G111-e003Coalescence-mBHI-p3_S132,1587,1506
F9-e003Coalescence-mGAM-p5_S66,1450,1230
G111-e003Coalescence-mGAM-p7_S176,2610,2649
H100-e003Coalescence-mGAM-p7_S187,3491,3802
E100-e003Coalescence-mGAM-p3_S155,1810,2367
F111-e003Coalescence-mGAM-p7_S164,1473,1357
H100-e003Coalescence-mBHI-p5_S43,3510,3844
G8-e003Coalescence-mGAM-p5_S77,3326,3801
H111-e003Coalescence-mGAM-p5_S92,3527,3850
H9-e003Coalescence-mGAM-p5_S90,3524,3846
G9-e003Coalescence-mGAM-p7_S174,1989,1882
G111-e003Coalescence-mGAM-p3_S180,3525,3850
F9-e003Coalescence-mGAM-p7_S162,3024,2961
H9-e003Coalescence-mGAM-p7_S186,3532,3854
G100-e003Coalescence-mBHI-p3_S131,3221,3775
G111-e003Coalescence-mBHI-p7_S128,3503,3828
H111-e003Coalescence-mBHI-p5_S44,3531,3853
H100-e003Coalescence-mGAM-p5_S91,3518,3821
H100-e003Coalescence-mBHI-p7_S139,3507,3835
G8-e003Coalescence-mGAM-p7_S173,3169,3687
H111-e003Coalescence-mGAM-p3_S192,3532,3852
E8-e003Coalescence-mBHI-p3_S105,1037,1557
E8-e003Coalescence-mGAM-p7_S149,3426,3843
G9-e003Coalescence-mGAM-p3_S178,2340,2159
