,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,616,578
C9-e003Coalescence-mGAM-p3,446,468
C11-e003Coalescence-mBHI-p3,628,572
D11-e003Coalescence-mBHI-p5,641,587
D10-e003Coalescence-mBHI-p3,640,587
B9-e003Coalescence-mGAM-p5,602,562
B8-e003Assembly-mGAM-p5,555,480
C8-e003Assembly-mGAM-p3,582,517
D11-e003Coalescence-mGAM-p5,604,536
B11-e003Coalescence-mGAM-p3,642,585
A2-e003Coalescence-Inoculumn-mGAM,642,584
D9-e003Coalescence-mGAM-p7,643,584
B10-e003Coalescence-mGAM-p3,205,248
B5-e003Coalescence-Inoculumn-mGAM,640,586
D10-e003Coalescence-mBHI-p5,641,585
D10-e003Coalescence-mGAM-p5,632,574
B11-e003Assembly-mGAM-p5,615,530
D5-e003Coalescence-Inoculumn-mGAM,643,588
B2-e003Coalescence-Inoculumn-mGAM,633,573
B12-e003Coalescence-mGAM-p3,306,254
A3-e003Coalescence-Inoculumn-mGAM,635,572
A10-e003Coalescence-mGAM-p3,453,406
C11-e003Coalescence-mGAM-p5,636,574
D10-e003Coalescence-mGAM-p7,640,583
C12-e003Coalescence-mGAM-p3,492,377
C11-e003Coalescence-mGAM-p3,642,586
C11-e003Coalescence-mBHI-p5,539,495
D10-e003Coalescence-mGAM-p3,632,576
C2-e003Coalescence-Inoculumn-mGAM,289,256
B3-e003Coalescence-Inoculumn-mGAM,643,588
D11-e003Coalescence-mGAM-p7,642,587
B4-e003Coalescence-Inoculumn-mGAM,579,556
B11-e003GlycerolRevival-mGAM-p2,626,559
D12-e003Coalescence-mBHI-p3,634,576
C11-e003Coalescence-mGAM-p7,632,572
A8-e003Coalescence-mGAM-p7,245,201
A5-e003Coalescence-Inoculumn-mGAM,633,582
D4-e003Coalescence-Inoculumn-mGAM,280,238
C9-e003GlycerolRevival-mGAM-p2,343,310
B8-e003GlycerolRevival-mGAM-p2,618,570
D2-e003Coalescence-Inoculumn-mGAM,634,580
C5-e003Coalescence-Inoculumn-mGAM,637,578
A11-e003Coalescence-mBHI-p3,534,493
A4-e003Coalescence-Inoculumn-mGAM,638,580
H111-e003Coalescence-mGAM-p7_S188,642,588
F100-e003Coalescence-mGAM-p7_S163,560,552
H111-e003Coalescence-mBHI-p3_S144,643,587
G111-e003Coalescence-mGAM-p5_S80,632,563
G111-e003Coalescence-mBHI-p5_S32,641,587
H9-e003Coalescence-mGAM-p3_S190,400,294
G8-e003Coalescence-mGAM-p3_S177,413,361
G111-e003Coalescence-mBHI-p3_S132,290,244
F9-e003Coalescence-mGAM-p5_S66,237,274
G111-e003Coalescence-mGAM-p7_S176,486,382
H100-e003Coalescence-mGAM-p7_S187,636,577
E100-e003Coalescence-mGAM-p3_S155,397,347
F111-e003Coalescence-mGAM-p7_S164,218,172
H100-e003Coalescence-mBHI-p5_S43,642,585
G8-e003Coalescence-mGAM-p5_S77,629,577
H111-e003Coalescence-mGAM-p5_S92,643,586
H9-e003Coalescence-mGAM-p5_S90,643,588
G9-e003Coalescence-mGAM-p7_S174,275,345
G111-e003Coalescence-mGAM-p3_S180,641,588
F9-e003Coalescence-mGAM-p7_S162,438,486
H9-e003Coalescence-mGAM-p7_S186,643,588
G100-e003Coalescence-mBHI-p3_S131,624,562
G111-e003Coalescence-mBHI-p7_S128,640,583
H111-e003Coalescence-mBHI-p5_S44,643,587
H100-e003Coalescence-mGAM-p5_S91,641,583
H100-e003Coalescence-mBHI-p7_S139,636,587
G8-e003Coalescence-mGAM-p7_S173,606,561
H111-e003Coalescence-mGAM-p3_S192,643,588
E8-e003Coalescence-mBHI-p3_S105,236,213
E8-e003Coalescence-mGAM-p7_S149,640,580
G9-e003Coalescence-mGAM-p3_S178,344,423
