,index,fixed_diffs,num_int_sites,sample1,species_id
0,C2-e003Coalescence-mGAM-p7,0,1301658,C2-e003Coalescence-mGAM-p7,101292
1,G4-e003Coalescence-mGAM-p3_S83,452,1110101,C2-e003Coalescence-mGAM-p7,101292
2,Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,899,1018054,C2-e003Coalescence-mGAM-p7,101292
3,Coalescence-H12-AA-fecal-0_S715,2023,1173341,C2-e003Coalescence-mGAM-p7,101292
4,AM-Fecal,2484,1296903,C2-e003Coalescence-mGAM-p7,101292
5,C4-e003Coalescence-mGAM-p3,488,1296200,C2-e003Coalescence-mGAM-p7,101292
6,BG-Fecal,2531,1285500,C2-e003Coalescence-mGAM-p7,101292
7,AG-Fecal,3042,1263869,C2-e003Coalescence-mGAM-p7,101292
8,e004-inoculumn-fecal-AR,3438,1268077,C2-e003Coalescence-mGAM-p7,101292
9,BK-Fecal,3036,1303889,C2-e003Coalescence-mGAM-p7,101292
10,e004-inoculumn-fecal-BE,2950,1255571,C2-e003Coalescence-mGAM-p7,101292
11,BA-Fecal,1996,1264957,C2-e003Coalescence-mGAM-p7,101292
12,Coalescence-B8-BAD-7_S639,393,1075559,C2-e003Coalescence-mGAM-p7,101292
0,C2-e003Coalescence-mGAM-p7,1618,1301658,G4-e003Coalescence-mGAM-p3_S83,101292
1,G4-e003Coalescence-mGAM-p3_S83,0,1110101,G4-e003Coalescence-mGAM-p3_S83,101292
2,Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,1545,1018054,G4-e003Coalescence-mGAM-p3_S83,101292
3,Coalescence-H12-AA-fecal-0_S715,3637,1173341,G4-e003Coalescence-mGAM-p3_S83,101292
4,AM-Fecal,3638,1296903,G4-e003Coalescence-mGAM-p3_S83,101292
5,C4-e003Coalescence-mGAM-p3,721,1296200,G4-e003Coalescence-mGAM-p3_S83,101292
6,BG-Fecal,3633,1285500,G4-e003Coalescence-mGAM-p3_S83,101292
7,AG-Fecal,4096,1263869,G4-e003Coalescence-mGAM-p3_S83,101292
8,e004-inoculumn-fecal-AR,4518,1268077,G4-e003Coalescence-mGAM-p3_S83,101292
9,BK-Fecal,4117,1303889,G4-e003Coalescence-mGAM-p3_S83,101292
10,e004-inoculumn-fecal-BE,4042,1255571,G4-e003Coalescence-mGAM-p3_S83,101292
11,BA-Fecal,3075,1264957,G4-e003Coalescence-mGAM-p3_S83,101292
12,Coalescence-B8-BAD-7_S639,1118,1075559,G4-e003Coalescence-mGAM-p3_S83,101292
0,C2-e003Coalescence-mGAM-p7,1397,1301658,Coalescence-B9-G3-ACPP-AE-mBHI-mGAM-7_S640,101292
