,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,0.0,0.0
B11-e003Coalescence-mGAM-p3,21.0,0.0
B11-e003Coalescence-mGAM-p7,6.0,0.0
B5-e003Coalescence-Inoculumn-mGAM,7.0,0.0
D3-e003Coalescence-Inoculumn-mGAM,7.0,0.0
D9-e003Coalescence-mBHI-p5,7.0,0.0
D9-e003Coalescence-mBHI-p7,5.0,0.0
D9-e003Coalescence-mGAM-p3,9.0,0.0
D9-e003Coalescence-mGAM-p5,23.0,0.0
D9-e003Coalescence-mGAM-p7,13.0,0.0
F111-e003Coalescence-mBHI-p3_S120,7.0,0.0
F111-e003Coalescence-mBHI-p7_S116,5.0,0.0
F111-e003Coalescence-mGAM-p3_S168,0.0,0.0
F111-e003Coalescence-mGAM-p5_S68,7.0,0.0
F111-e003Coalescence-mGAM-p7_S164,10.0,0.0
H9-e003Coalescence-mBHI-p5_S42,10.0,0.0
H9-e003Coalescence-mBHI-p7_S138,0.0,0.0
H9-e003Coalescence-mGAM-p5_S90,7.0,0.0
H9-e003Coalescence-mGAM-p7_S186,7.0,0.0
