,0
A_A12_A5_AF_AA_mBHI_mBHI_4_S12,5.0
A_C1_C2_AA_AE_mBHI_mBHI_2_S25,2.0
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,5.0
A_C8_C11_AF_AE_mGAM_mBHI_2_S32,4.0
A_C9_C2_AA_AE_mBHI_mBHI_4_S33,4.0
A_D1_D2_AA_AF_mBHI_mBHI_2_S37,2.0
A_D8_D11_AF_AF_mGAM_mBHI_2_S44,2.0
A_D9_D2_AA_AF_mBHI_mBHI_4_S45,7.0
A_E1_A2_AA_AA_mBHI_mGAM_2_S49,165.0
A_E2_A3_ACPP_AA_mBHI_mGAM_2_S50,8.0
A_E3_A4_AE_AA_mBHI_mGAM_2_S51,4.0
A_E4_A5_AF_AA_mBHI_mGAM_2_S52,46.0
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,8.0
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,28.0
A_E9_A2_AA_AA_mBHI_mGAM_4_S57,147.0
A_E10_A3_ACPP_AA_mBHI_mGAM_4_S58,58.0
A_E11_A4_AE_AA_mBHI_mGAM_4_S59,33.0
A_E12_A5_AF_AA_mBHI_mGAM_4_S60,18.0
A_G1_C2_AA_AE_mBHI_mGAM_2_S73,16.0
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,10.0
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,48.0
A_G8_C11_AF_AE_mGAM_mGAM_2_S80,9.0
A_G9_C2_AA_AE_mBHI_mGAM_4_S81,37.0
A_H1_D2_AA_AF_mBHI_mGAM_2_S85,303.0
A_H2_D3_ACPP_AF_mBHI_mGAM_2_S86,2.0
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,16.0
A_H4_D5_AF_AF_mBHI_mGAM_2_S88,20.0
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,19.0
A_H8_D11_AF_AF_mGAM_mGAM_2_S92,35.0
A_H9_D2_AA_AF_mBHI_mGAM_4_S93,119.0
A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,54.0
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,7.0
A_H12_D5_AF_AF_mBHI_mGAM_4_S96,16.0
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,2.0
B_D7_H10_AE_AF_mGAM_mBHI_2_S139,2.0
B_E2_E3_ACPP_AA_mBHI_mGAM_2_S146,32.0
B_E3_E4_AE_AA_mBHI_mGAM_2_S147,4.0
B_E4_E5_AF_AA_mBHI_mGAM_2_S148,68.0
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,2.0
B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,8.0
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,44.0
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,54.0
B_E9_A8_AA_AA_mGAM_mGAM_4_S153,5.0
B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,14.0
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,2.0
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,15.0
B_G1_G2_AA_AE_mBHI_mGAM_2_S169,14.0
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,4.0
B_G5_G8_AA_AE_mGAM_mGAM_2_S173,4.0
B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,9.0
B_G7_G10_AE_AE_mGAM_mGAM_2_S175,24.0
B_G8_G11_AF_AE_mGAM_mGAM_2_S176,6.0
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,6.0
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,7.0
B_G11_C10_AE_AE_mGAM_mGAM_4_S179,10.0
B_G12_C11_AF_AE_mGAM_mGAM_4_S180,2.0
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,88.0
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,10.0
B_H4_H5_AF_AF_mBHI_mGAM_2_S184,25.0
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,93.0
B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,3.0
B_H7_H10_AE_AF_mGAM_mGAM_2_S187,15.0
B_H8_H11_AF_AF_mGAM_mGAM_2_S188,13.0
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,10.0
C_C8_C11_AF_AE_mGAM_mBHI_6_S224,2.0
C_D7_D10_AE_AF_mGAM_mBHI_6_S235,2.0
C_D8_D11_AF_AF_mGAM_mBHI_6_S236,2.0
C_E3_A4_AE_AA_mBHI_mGAM_6_S243,59.0
C_E4_A5_AF_AA_mBHI_mGAM_6_S244,33.0
C_E5_A8_AA_AA_mGAM_mGAM_6_S245,20.0
C_E7_A10_AE_AA_mGAM_mGAM_6_S247,10.0
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,25.0
C_E9_E2_AA_AA_mBHI_mGAM_4_S249,122.0
C_E11_E4_AE_AA_mBHI_mGAM_4_S251,99.0
C_E12_E5_AF_AA_mBHI_mGAM_4_S252,2.0
C_G1_C2_AA_AE_mBHI_mGAM_6_S265,2.0
C_G4_C5_AF_AE_mBHI_mGAM_6_S268,8.0
C_G5_C8_AA_AE_mGAM_mGAM_6_S269,3.0
C_G7_C10_AE_AE_mGAM_mGAM_6_S271,4.0
C_G8_C11_AF_AE_mGAM_mGAM_6_S272,2.0
C_G9_G2_AA_AE_mBHI_mGAM_4_S273,2.0
C_G12_G5_AF_AE_mBHI_mGAM_4_S276,6.0
C_H3_D4_AE_AF_mBHI_mGAM_6_S279,10.0
C_H4_D5_AF_AF_mBHI_mGAM_6_S280,31.0
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,7.0
C_H7_D10_AE_AF_mGAM_mGAM_6_S283,6.0
C_H8_D11_AF_AF_mGAM_mGAM_6_S284,33.0
C_H9_H2_AA_AF_mBHI_mGAM_4_S285,14.0
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,22.0
C_H12_H5_AF_AF_mBHI_mGAM_4_S288,45.0
D_A4_A5_AF_AA_mBHI_mBHI_6_S292,11.0
D_A6_A9_ACPP_AA_mGAM_mBHI_6_S294,2.0
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,3.0
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,2.0
D_C6_C9_ACPP_AE_mGAM_mBHI_6_S318,2.0
D_D8_D11_AF_AF_mGAM_mBHI_6_S332,2.0
D_E1_A2_AA_AA_mBHI_mGAM_6_S337,71.0
D_E3_A4_AE_AA_mBHI_mGAM_6_S339,97.0
D_E4_A5_AF_AA_mBHI_mGAM_6_S340,71.0
D_E5_A8_AA_AA_mGAM_mGAM_6_S341,2.0
D_E6_A9_ACPP_AA_mGAM_mGAM_6_S342,23.0
D_E7_A10_AE_AA_mGAM_mGAM_6_S343,6.0
D_E8_A11_AF_AA_mGAM_mGAM_6_S344,39.0
D_E9_E8_AA_AA_mGAM_mGAM_4_S345,6.0
D_E11_E10_AE_AA_mGAM_mGAM_4_S347,2.0
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,31.0
D_G1_C2_AA_AE_mBHI_mGAM_6_S361,66.0
D_G4_C5_AF_AE_mBHI_mGAM_6_S364,7.0
D_G6_C9_ACPP_AE_mGAM_mGAM_6_S366,29.0
D_G7_C10_AE_AE_mGAM_mGAM_6_S367,4.0
D_G8_C11_AF_AE_mGAM_mGAM_6_S368,17.0
D_G9_G8_AA_AE_mGAM_mGAM_4_S369,2.0
D_G11_G10_AE_AE_mGAM_mGAM_4_S371,9.0
D_G12_G11_AF_AE_mGAM_mGAM_4_S372,9.0
D_H1_D2_AA_AF_mBHI_mGAM_6_S373,23.0
D_H3_D4_AE_AF_mBHI_mGAM_6_S375,17.0
D_H4_D5_AF_AF_mBHI_mGAM_6_S376,40.0
D_H5_D8_AA_AF_mGAM_mGAM_6_S377,68.0
D_H8_D11_AF_AF_mGAM_mGAM_6_S380,6.0
D_H9_H8_AA_AF_mGAM_mGAM_4_S381,4.0
D_H11_H10_AE_AF_mGAM_mGAM_4_S383,5.0
C9-e003Coalescence-mGAM-p3,5.0
C9-e003Coalescence-mGAM-p7,2.0
C8-e003Coalescence-mGAM-p7,14.0
B9-e003Coalescence-mGAM-p5,10.0
D11-e003Coalescence-mGAM-p5,5.0
A11-e003Coalescence-mGAM-p7,7.0
C2-e003Coalescence-mGAM-p7,64.0
B11-e003Coalescence-mGAM-p3,9.0
D5-e003Coalescence-mGAM-p5,8.0
A5-e003Coalescence-mGAM-p3,7.0
D8-e003Coalescence-mGAM-p5,6.0
D9-e003Coalescence-mGAM-p7,5.0
B10-e003Coalescence-mGAM-p3,4.0
A9-e003Coalescence-mGAM-p7,5.0
D9-e003Coalescence-mGAM-p5,3.0
C9-e003Coalescence-mBHI-p3,2.0
D10-e003Coalescence-mGAM-p5,2.0
D4-e003Coalescence-mGAM-p5,30.0
B5-e003Coalescence-mGAM-p5,8.0
C2-e003Coalescence-mGAM-p3,8.0
B5-e003Coalescence-mGAM-p7,6.0
C5-e003Coalescence-mGAM-p7,4.0
D4-e003Coalescence-mGAM-p7,5.0
D5-e003Coalescence-mGAM-p7,2.0
C5-e003Coalescence-mGAM-p3,9.0
A10-e003Coalescence-mGAM-p3,55.0
B2-e003Coalescence-mGAM-p3,51.0
C11-e003Coalescence-mGAM-p5,3.0
A5-e003Coalescence-mBHI-p7,3.0
D2-e003Coalescence-mGAM-p5,28.0
D3-e003Coalescence-mGAM-p3,46.0
D9-e003Coalescence-mGAM-p3,4.0
D3-e003Coalescence-mGAM-p5,74.0
C10-e003Coalescence-mGAM-p3,5.0
A3-e003Coalescence-mGAM-p7,4.0
D10-e003Coalescence-mGAM-p7,3.0
C11-e003Coalescence-mGAM-p3,4.0
A2-e003Coalescence-mGAM-p7,11.0
D10-e003Coalescence-mGAM-p3,8.0
B10-e003Coalescence-mGAM-p7,2.0
D11-e003Coalescence-mGAM-p7,44.0
D5-e003Coalescence-mGAM-p3,18.0
A10-e003Coalescence-mGAM-p7,9.0
D4-e003Coalescence-mGAM-p3,7.0
A2-e003Coalescence-mGAM-p5,31.0
C5-e003Coalescence-mBHI-p7,2.0
C11-e003Coalescence-mGAM-p7,5.0
B8-e003Coalescence-mGAM-p5,2.0
A8-e003Coalescence-mGAM-p7,8.0
C10-e003Coalescence-mGAM-p5,31.0
B5-e003Coalescence-mGAM-p3,10.0
C9-e003Coalescence-mGAM-p5,5.0
C2-e003Coalescence-mGAM-p5,10.0
B8-e003Coalescence-mGAM-p7,5.0
A11-e003Coalescence-mBHI-p3,2.0
A9-e003Coalescence-mGAM-p5,3.0
C10-e003Coalescence-mGAM-p7,99.0
A11-e003Coalescence-mGAM-p3,6.0
E2-e003Coalescence-mGAM-p7_S145,15.0
G5-e003Coalescence-mBHI-p7_S124,2.0
H111-e003Coalescence-mGAM-p7_S188,21.0
H4-e003Coalescence-mGAM-p7_S183,94.0
F5-e003Coalescence-mGAM-p5_S64,35.0
F5-e003Coalescence-mGAM-p7_S160,41.0
F100-e003Coalescence-mGAM-p7_S163,18.0
E3-e003Coalescence-mGAM-p3_S58,40.0
H111-e003Coalescence-mBHI-p3_S144,2.0
G111-e003Coalescence-mGAM-p5_S80,3.0
G100-e003Coalescence-mGAM-p3_S179,4.0
H2-e003Coalescence-mGAM-p7_S181,107.0
H2-e003Coalescence-mGAM-p5_S85,3.0
G8-e003Coalescence-mGAM-p3_S177,65.0
F2-e003Coalescence-mGAM-p7_S157,20.0
H3-e003Coalescence-mGAM-p3_S94,11.0
H4-e003Coalescence-mGAM-p3_S95,7.0
E5-e003Coalescence-mBHI-p7_S100,2.0
F9-e003Coalescence-mGAM-p5_S66,4.0
H100-e003Coalescence-mGAM-p7_S187,4.0
E100-e003Coalescence-mGAM-p3_S155,40.0
E3-e003Coalescence-mGAM-p5_S50,56.0
F5-e003Coalescence-mGAM-p3_S72,2.0
E5-e003Coalescence-mBHI-p5_S4,2.0
F2-e003Coalescence-mGAM-p5_S61,52.0
F8-e003Coalescence-mGAM-p5_S65,2.0
G9-e003Coalescence-mGAM-p5_S78,5.0
G8-e003Coalescence-mGAM-p5_S77,33.0
H111-e003Coalescence-mGAM-p5_S92,20.0
H9-e003Coalescence-mGAM-p5_S90,2.0
H2-e003Coalescence-mGAM-p3_S93,11.0
E4-e003Coalescence-mGAM-p5_S51,17.0
G9-e003Coalescence-mGAM-p7_S174,3.0
G111-e003Coalescence-mGAM-p3_S180,3.0
G5-e003Coalescence-mGAM-p3_S84,6.0
G100-e003Coalescence-mGAM-p7_S175,4.0
F9-e003Coalescence-mGAM-p7_S162,2.0
F8-e003Coalescence-mGAM-p7_S161,3.0
G5-e003Coalescence-mGAM-p5_S76,9.0
G5-e003Coalescence-mGAM-p7_S172,30.0
E5-e003Coalescence-mGAM-p3_S60,4.0
G2-e003Coalescence-mGAM-p5_S73,35.0
E5-e003Coalescence-mGAM-p7_S148,50.0
H9-e003Coalescence-mGAM-p7_S186,2.0
E100-e003Coalescence-mGAM-p5_S55,14.0
E8-e003Coalescence-mGAM-p5_S53,18.0
H5-e003Coalescence-mGAM-p3_S96,10.0
H3-e003Coalescence-mGAM-p7_S182,33.0
H5-e003Coalescence-mGAM-p5_S88,14.0
H8-e003Coalescence-mGAM-p5_S89,6.0
E3-e003Coalescence-mGAM-p7_S146,18.0
E9-e003Coalescence-mGAM-p3_S154,6.0
F100-e003Coalescence-mGAM-p5_S67,4.0
H111-e003Coalescence-mBHI-p5_S44,2.0
E2-e003Coalescence-mGAM-p3_S57,63.0
F2-e003Coalescence-mGAM-p3_S69,17.0
E9-e003Coalescence-mGAM-p5_S54,2.0
E111-e003Coalescence-mGAM-p5_S56,6.0
H100-e003Coalescence-mGAM-p5_S91,8.0
E4-e003Coalescence-mGAM-p7_S147,65.0
E4-e003Coalescence-mGAM-p3_S59,29.0
H100-e003Coalescence-mBHI-p7_S139,3.0
G8-e003Coalescence-mGAM-p7_S173,34.0
E2-e003Coalescence-mGAM-p5_S49,43.0
H111-e003Coalescence-mGAM-p3_S192,12.0
E8-e003Coalescence-mGAM-p7_S149,29.0
H3-e003Coalescence-mGAM-p5_S86,17.0
H4-e003Coalescence-mGAM-p5_S87,10.0
E100-e003Coalescence-mGAM-p7_S151,12.0
G9-e003Coalescence-mGAM-p3_S178,8.0
H8-e003Coalescence-mGAM-p7_S185,32.0
G2-e003Coalescence-mGAM-p3_S81,34.0
E5-e003Coalescence-mGAM-p5_S52,9.0
A2-e003Coalescence-Inoculumn-mGAM,31.0
B5-e003Coalescence-Inoculumn-mGAM,15.0
D5-e003Coalescence-Inoculumn-mGAM,25.0
B2-e003Coalescence-Inoculumn-mGAM,23.0
A3-e003Coalescence-Inoculumn-mGAM,12.0
C3-e003Coalescence-Inoculumn-mGAM,9.0
C2-e003Coalescence-Inoculumn-mGAM,18.0
B3-e003Coalescence-Inoculumn-mGAM,6.0
B4-e003Coalescence-Inoculumn-mGAM,23.0
C4-e003Coalescence-Inoculumn-mGAM,19.0
A5-e003Coalescence-Inoculumn-mGAM,28.0
D4-e003Coalescence-Inoculumn-mGAM,5.0
D2-e003Coalescence-Inoculumn-mGAM,28.0
D3-e003Coalescence-Inoculumn-mGAM,6.0
C5-e003Coalescence-Inoculumn-mGAM,40.0
A4-e003Coalescence-Inoculumn-mGAM,62.0
B10-e003Coalescence-mGAM-p1_S769,12.0
G10-e003Coalescence-mBHI-p1_S830,3.0
D10-e003Coalescence-mGAM-p1_S771,92.0
G11-e003Coalescence-mBHI-p1_S838,2.0
G8-e003Coalescence-mBHI-p1_S814,2.0
B8-e003Coalescence-mBHI-p1_S749,2.0
E11-e003Coalescence-mGAM-p1_S840,17.0
B9-e003Coalescence-mGAM-p1_S761,3.0
H10-e003Coalescence-mGAM-p1_S835,48.0
E9-e003Coalescence-mBHI-p1_S820,2.0
F8-e003Coalescence-mGAM-p1_S817,3.0
H9-e003Coalescence-mGAM-p1_S827,8.0
H4-e003Coalescence-mGAM-p1_S803,2.0
C11-e003Coalescence-mGAM-p1_S778,6.0
C2-e003Coalescence-mGAM-p1_S722,3.0
D5-e003Coalescence-mGAM-p1_S747,3.0
F11-e003Coalescence-mBHI-p1_S837,2.0
D3-e003Coalescence-mGAM-p1_S731,2.0
H10-e003Coalescence-mBHI-p1_S831,6.0
G2-e003Coalescence-mGAM-p1_S786,2.0
B8-e003Coalescence-mGAM-p1_S753,3.0
E10-e003Coalescence-mGAM-p1_S832,5.0
A5-e003Coalescence-mGAM-p1_S744,2.0
H9-e003Coalescence-mBHI-p1_S823,3.0
C9-e003Coalescence-mBHI-p1_S758,3.0
E5-e003Coalescence-mGAM-p1_S808,4.0
D2-e003Coalescence-mGAM-p1_S723,9.0
H8-e003Coalescence-mBHI-p1_S815,2.0
E8-e003Coalescence-mBHI-p1_S812,2.0
E2-e003Coalescence-mGAM-p1_S784,13.0
G8-e003Coalescence-mGAM-p1_S818,6.0
D4-e003Coalescence-mGAM-p1_S739,5.0
A4-e003Coalescence-mGAM-p1_S736,4.0
F10-e003Coalescence-mBHI-p1_S829,2.0
H5-e003Coalescence-mGAM-p1_S811,5.0
F11-e003Coalescence-mGAM-p1_S841,3.0
D8-e003Coalescence-mGAM-p1_S755,13.0
E8-e003Coalescence-mGAM-p1_S816,2.0
D9-e003Coalescence-mGAM-p1_S763,5.0
C9-e003Coalescence-mGAM-p1_S762,19.0
A9-e003Coalescence-mBHI-p1_S756,3.0
F2-e003Coalescence-mGAM-p1_S785,2.0
G11-e003Coalescence-mGAM-p1_S842,38.0
H11-e003Coalescence-mGAM-p1_S843,11.0
A11-e003Coalescence-mGAM-p1_S776,3.0
H11-e003Coalescence-mBHI-p1_S839,4.0
G9-e003Coalescence-mBHI-p1_S822,2.0
B9-e003Coalescence-mBHI-p1_S757,7.0
G10-e003Coalescence-mGAM-p1_S834,17.0
F10-e003Coalescence-mGAM-p1_S833,16.0
H2-e003Coalescence-mGAM-p1_S787,12.0
B11-e003Coalescence-mBHI-p1_S773,2.0
E9-e003Coalescence-mGAM-p1_S824,3.0
F9-e003Coalescence-mGAM-p1_S825,5.0
A2-e003Coalescence-mGAM-p1_S720,6.0
D9-e003Coalescence-mBHI-p1_S759,2.0
E11-e003Coalescence-mBHI-p1_S836,6.0
H8-e003Coalescence-mGAM-p1_S819,13.0
D11-e003Coalescence-mGAM-p1_S779,18.0
A10-e003Coalescence-mBHI-p1_S764,3.0
A10-e003Coalescence-mGAM-p1_S768,6.0
