,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p3,1.0,0.0
A10-e003Coalescence-mBHI-p5,0.88,0.14600000000000002
A10-e003Coalescence-mBHI-p7,0.805,0.217
A10-e003Coalescence-mGAM-p3,0.051,0.955
A10-e003Coalescence-mGAM-p7,0.193,0.8109999999999999
A4-e003Coalescence-Inoculumn-mGAM,0.616,0.509
C2-e003Coalescence-Inoculumn-mGAM,0.634,0.481
C8-e003Coalescence-mBHI-p5,0.884,0.127
C8-e003Coalescence-mBHI-p7,0.788,0.243
C8-e003Coalescence-mGAM-p7,0.24,0.764
E100-e003Coalescence-mBHI-p5_S7,0.847,0.17200000000000004
E100-e003Coalescence-mBHI-p7_S103,0.87,0.126
E100-e003Coalescence-mGAM-p3_S155,0.134,0.878
E100-e003Coalescence-mGAM-p5_S55,0.531,0.462
E100-e003Coalescence-mGAM-p7_S151,0.279,0.716
G8-e003Coalescence-mBHI-p3_S129,0.9,0.114
G8-e003Coalescence-mBHI-p5_S29,0.827,0.17600000000000005
G8-e003Coalescence-mBHI-p7_S125,0.875,0.145
G8-e003Coalescence-mGAM-p3_S177,0.44099999999999995,0.5569999999999999
G8-e003Coalescence-mGAM-p5_S77,0.387,0.602
G8-e003Coalescence-mGAM-p7_S173,0.247,0.745
