,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,505988.0,1044671.0
C11-e003Coalescence-mBHI-p5,2066314.0,4220393.0
C11-e003Coalescence-mGAM-p3,2685508.0,5560206.0
C11-e003Coalescence-mGAM-p5,1792618.0,3639447.0
C11-e003Coalescence-mGAM-p7,3312595.0,6958058.0
C5-e003Coalescence-Inoculumn-mGAM,1878844.0,4281651.0
D10-e003Coalescence-mBHI-p3,642851.0,1346398.0
D10-e003Coalescence-mBHI-p5,493300.0,1029915.0
D10-e003Coalescence-mBHI-p7,624363.0,1317400.0
D10-e003Coalescence-mGAM-p3,471411.0,1015251.0
D10-e003Coalescence-mGAM-p5,3035393.0,6178120.0
D10-e003Coalescence-mGAM-p7,6466555.0,13054792.0
D4-e003Coalescence-Inoculumn-mGAM,370804.0,850428.0
G111-e003Coalescence-mBHI-p3_S132,17785.0,36171.0
G111-e003Coalescence-mBHI-p5_S32,1617816.0,3307819.0
G111-e003Coalescence-mBHI-p7_S128,622290.0,1276897.0
G111-e003Coalescence-mGAM-p3_S180,937285.0,1929862.0
G111-e003Coalescence-mGAM-p5_S80,1565688.0,3177271.0
G111-e003Coalescence-mGAM-p7_S176,123494.0,280010.0
H100-e003Coalescence-mBHI-p5_S43,1142805.0,2347954.0
H100-e003Coalescence-mBHI-p7_S139,1391530.0,2878303.0
H100-e003Coalescence-mGAM-p5_S91,1101404.0,2599740.0
H100-e003Coalescence-mGAM-p7_S187,576877.0,1223846.0
