,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,0.098,0.89
B4-e003Coalescence-mBHI-p3,0.0,1.0
B4-e003Coalescence-mGAM-p5,0.023,0.971
C3-e003Coalescence-mBHI-inoculumn-redo,0.09799999999999998,0.894
C3-e003Coalescence-mBHI-p5,0.0,1.0
C3-e003Coalescence-mBHI-p7,0.073,0.922
C3-e003Coalescence-mGAM-p3,0.297,0.686
C3-e003Coalescence-mGAM-p5,0.07699999999999996,0.914
C3-e003Coalescence-mGAM-p7,0.08899999999999997,0.904
F4-e003Coalescence-mBHI-p3_S23,0.0,1.0
F4-e003Coalescence-mBHI-p5_S15,0.10299999999999998,0.88
F4-e003Coalescence-mBHI-p7_S111,0.174,0.778
F4-e003Coalescence-mGAM-p3_S71,0.3,0.664
F4-e003Coalescence-mGAM-p5_S63,0.0,0.973
F4-e003Coalescence-mGAM-p7_S159,0.0,1.0
G3-e003Coalescence-mBHI-p3_S34,0.0,1.0
G3-e003Coalescence-mBHI-p5_S26,0.08199999999999996,0.903
G3-e003Coalescence-mBHI-p7_S122,0.333,0.632
G3-e003Coalescence-mGAM-p3_S82,0.122,0.857
G3-e003Coalescence-mGAM-p5_S74,0.413,0.542
