,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,2573258.0,3940669.0
B4-e003Coalescence-mBHI-p3,94931.0,150533.0
B4-e003Coalescence-mGAM-p5,2268672.0,3359163.0
C3-e003Coalescence-mBHI-inoculumn-redo,2065894.0,3217827.0
C3-e003Coalescence-mBHI-p5,244631.0,387617.0
C3-e003Coalescence-mBHI-p7,1025494.0,1576324.0
C3-e003Coalescence-mGAM-p3,2190381.0,3497610.0
C3-e003Coalescence-mGAM-p5,3302597.0,5036757.0
C3-e003Coalescence-mGAM-p7,13587550.0,20969196.0
F4-e003Coalescence-mBHI-p3_S23,66935.0,96823.0
F4-e003Coalescence-mBHI-p5_S15,498843.0,758037.0
F4-e003Coalescence-mBHI-p7_S111,177557.0,280122.0
F4-e003Coalescence-mGAM-p3_S71,1896922.0,2998002.0
F4-e003Coalescence-mGAM-p5_S63,1290309.0,1902975.0
F4-e003Coalescence-mGAM-p7_S159,2152503.0,3170941.0
G3-e003Coalescence-mBHI-p3_S34,371597.0,553304.0
G3-e003Coalescence-mBHI-p5_S26,536006.0,805771.0
G3-e003Coalescence-mBHI-p7_S122,283077.0,452090.0
G3-e003Coalescence-mGAM-p3_S82,697128.0,1062026.0
G3-e003Coalescence-mGAM-p5_S74,3083485.0,5019793.0
