,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,0.36,1.0
A5-e003Coalescence-mBHI-inoculumn-redo,0.338,0.966
A5-e003Coalescence-mBHI-p3,0.0,1.0
A5-e003Coalescence-mBHI-p7,0.208,1.0
A5-e003Coalescence-mGAM-p3,0.515,0.844
D2-e003Coalescence-Inoculumn-mBHI,0.322,1.0
D2-e003Coalescence-mBHI-p3,0.45199999999999996,1.0
D2-e003Coalescence-mBHI-p5,0.348,1.0
D2-e003Coalescence-mBHI-p7,0.0,1.0
D2-e003Coalescence-mGAM-p5,0.395,0.933
E5-e003Coalescence-mBHI-p3_S12,0.35,1.0
E5-e003Coalescence-mBHI-p5_S4,0.5,0.8
E5-e003Coalescence-mBHI-p7_S100,0.472,0.8725
E5-e003Coalescence-mGAM-p3_S60,0.524,0.8180000000000001
E5-e003Coalescence-mGAM-p5_S52,0.562,0.744
E5-e003Coalescence-mGAM-p7_S148,0.38,0.924
H2-e003Coalescence-mBHI-p3_S45,0.362,0.925
H2-e003Coalescence-mBHI-p7_S133,0.273,1.0
H2-e003Coalescence-mGAM-p3_S93,0.639,0.5329999999999999
H2-e003Coalescence-mGAM-p5_S85,0.444,1.0
H2-e003Coalescence-mGAM-p7_S181,0.30700000000000005,0.916
