,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,0.4825,0.523
A11-e003Coalescence-mBHI-p5,0.519,0.424
A11-e003Coalescence-mBHI-p7,0.583,0.37
A11-e003Coalescence-mGAM-p3,0.283,0.7170000000000001
A11-e003Coalescence-mGAM-p7,0.0,1.0
A5-e003Coalescence-Inoculumn-mGAM,0.835,0.15800000000000003
D2-e003Coalescence-Inoculumn-mGAM,0.839,0.15400000000000003
D8-e003Coalescence-mBHI-p5,0.479,0.493
D8-e003Coalescence-mGAM-p5,0.0,1.0
E111-e003Coalescence-mBHI-p3_S108,0.571,0.385
E111-e003Coalescence-mBHI-p5_S8,0.41200000000000003,0.5740000000000001
E111-e003Coalescence-mBHI-p7_S104,0.489,0.47
E111-e003Coalescence-mGAM-p5_S56,0.175,0.816
H8-e003Coalescence-mBHI-p5_S41,0.414,0.556
H8-e003Coalescence-mBHI-p7_S137,0.637,0.323
H8-e003Coalescence-mGAM-p5_S89,0.117,0.878
H8-e003Coalescence-mGAM-p7_S185,0.09099999999999997,0.907
